gene_set,n_hits,set_size,odds_ratio,pval,hit_genes,padj,collection
REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION (Reactome),8,92,195.52995213845622,2.6648723938086435e-15,RPL11;RPS2;RPS4X;RPL34;EEF1A1;RPS23;RPL23;RPS8,2.6808616281714954e-12,Reactome
REACTOME_INFLUENZA_INFECTION (Reactome),8,155,111.53102614503655,1.9160866609904983e-13,RPL11;RPS2;RPS4X;RPL34;RPS23;RPL23;SLC25A6;RPS8,9.637915904782207e-11,Reactome
KEGG_RIBOSOME (KEGG),7,86,168.41586621729522,2.958765253384652e-13,RPL11;RPS2;RPS4X;RPL34;RPS23;RPL23;RPS8,9.9217261496832e-11,KEGG
GOCC_RIBOSOMAL_SUBUNIT (GO_CC),8,173,99.49353525230431,4.668539080844807e-13,RPL11;RPS2;RPS4X;RPL34;RPS23;RPL23;RACK1;RPS8,1.174137578832469e-10,GO_CC
GOCC_CYTOSOLIC_RIBOSOME (GO_CC),7,97,148.49249658668748,7.03841245898808e-13,RPL11;RPS2;RPS4X;RPL34;RPS23;RPL23;RPS8,1.4161285867484015e-10,GO_CC
REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY (Reactome),7,100,143.70531151394565,8.758495200240911e-13,RPL11;RPS2;RPS4X;RPL34;RPS23;RPL23;RPS8,1.4685076952403925e-10,Reactome
REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE (Reactome),7,111,128.73972227950586,1.8490093016273248e-12,RPL11;RPS2;RPS4X;RPL34;RPS23;RPL23;RPS8,2.3951946633724015e-10,Reactome
GOCC_RIBOSOME (GO_CC),8,206,82.87082046073546,1.9104457418875265e-12,RPL11;RPS2;RPS4X;RPL34;RPS23;RPL23;RACK1;RPS8,2.3951946633724015e-10,GO_CC
REACTOME_NONSENSE_MEDIATED_DECAY_NMD (Reactome),7,114,125.09390467674372,2.2370049126404695e-12,RPL11;RPS2;RPS4X;RPL34;RPS23;RPL23;RPS8,2.3951946633724015e-10,Reactome
REACTOME_SELENOAMINO_ACID_METABOLISM (Reactome),7,115,124.02714334101869,2.3809092081236598e-12,RPL11;RPS2;RPS4X;RPL34;RPS23;RPL23;RPS8,2.3951946633724015e-10,Reactome
REACTOME_EUKARYOTIC_TRANSLATION_INITIATION (Reactome),7,118,119.98936924951776,2.8610927458460664e-12,RPL11;RPS2;RPS4X;RPL34;RPS23;RPL23;RPS8,2.6165993657464937e-10,Reactome
GOBP_CYTOPLASMIC_TRANSLATION (GO_BP),7,145,96.77071996370503,1.2372866401597747e-11,RPL11;RPS2;RPS4X;RPL34;RPS23;RPL23;RPS8,1.0372586333339443e-9,GO_BP
REACTOME_CELLULAR_RESPONSE_TO_STARVATION (Reactome),7,152,92.04430350775517,1.7274080362460048e-11,RPL11;RPS2;RPS4X;RPL34;RPS23;RPL23;RPS8,1.3367480649719085e-9,Reactome
GOMF_STRUCTURAL_CONSTITUENT_OF_RIBOSOME (GO_MF),7,158,88.24364608455204,2.2711372126427166e-11,RPL11;RPS2;RPS4X;RPL34;RPS23;RPL23;RPS8,1.6319743113704092e-9,GO_MF
REACTOME_TRANSLATION (Reactome),8,291,57.81409761483131,3.0408471625210285e-11,RPL11;RPS2;RPS4X;RPL34;EEF1A1;RPS23;RPL23;RPS8,2.0237157361100076e-9,Reactome
REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS (Reactome),7,166,83.98746221386624,3.218633377510947e-11,RPL11;RPS2;RPS4X;RPL34;RPS23;RPL23;RPS8,2.0237157361100076e-9,Reactome
REACTOME_RRNA_PROCESSING (Reactome),7,200,69.10993236093509,1.19383350812752e-10,RPL11;RPS2;RPS4X;RPL34;RPS23;RPL23;RPS8,7.064685348095796e-9,Reactome
REACTOME_SIGNALING_BY_ROBO_RECEPTORS (Reactome),7,211,65.2985013215785,1.7376186899745574e-10,RPL11;RPS2;RPS4X;RPL34;RPS23;RPL23;RPS8,9.71135778952447e-9,Reactome
GOCC_SMALL_RIBOSOMAL_SUBUNIT (GO_CC),5,67,134.85217914580872,1.6149185386397602e-9,RPS2;RPS4X;RPS23;RACK1;RPS8,8.55056868353473e-8,GO_CC
REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES (Reactome),7,356,38.02077817211562,6.594218205218974e-9,RPL11;RPS2;RPS4X;RPL34;RPS23;RPL23;RPS8,3.316891757225144e-7,Reactome
GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT (GO_CC),4,41,169.54686743326786,2.7147113164978316e-8,RPS2;RPS4X;RPS23;RPS8,1.3004759925699137e-6,GO_CC
REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S (Reactome),4,59,114.4552073751549,1.2089920669256742e-7,RPS2;RPS4X;RPS23;RPS8,5.528390996941947e-6,Reactome
GOBP_REGULATION_OF_UBIQUITIN_PROTEIN_TRANSFERASE_ACTIVITY (GO_BP),3,53,89.36639778270782,9.334775426748005e-6,RPL11;RPS2;RPL23,4.082949599699345e-4,GO_BP
GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT (GO_CC),3,55,85.88236363595291,1.0443626339389474e-5,RPL11;RPL34;RPL23,4.3776200405940875e-4,GO_CC
GOMF_RRNA_BINDING (GO_MF),3,63,74.49199806914014,1.5744874370675798e-5,RPL11;RPS4X;RPL23,6.335737446759942e-4,GO_MF
GOCC_POLYSOME (GO_CC),3,64,73.18078193271816,1.6510932720228113e-5,RPL11;RPS4X;RPS23,6.388460890980569e-4,GO_CC
GOBP_REGULATION_OF_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION_OR_REMOVAL (GO_BP),4,232,27.497955254708394,2.8624344367516086e-5,RPL11;SOX4;RPS2;RPL23,0.0010665218679155994,GO_BP
GOBP_NEGATIVE_REGULATION_OF_UBIQUITIN_PROTEIN_LIGASE_ACTIVITY (GO_BP),2,12,279.864818475156,3.804182947768922e-5,RPL11;RPL23,0.0013667885876626914,GO_BP
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION_OR_REMOVAL (GO_BP),3,90,51.27046779031647,4.595300316666502e-5,RPL11;SOX4;RPL23,0.0015940938339884488,GO_BP
GOBP_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR (GO_BP),3,97,47.465211630279654,5.747002168308157e-5,RPL11;SOX4;RPL23,0.0019271613937726685,GO_BP
REACTOME_PROTEIN_METHYLATION (Reactome),2,17,188.68623688806628,7.820510552553906e-5,RPS2;EEF1A1,0.002537881811570719,Reactome
GOCC_LARGE_RIBOSOMAL_SUBUNIT (GO_CC),3,109,42.09678720512593,8.13385619722628e-5,RPL11;RPL34;RPL23,0.002557081042003012,GO_CC
GOBP_NEUROEPITHELIAL_CELL_DIFFERENTIATION (GO_BP),2,21,148.05696637297171,1.2053095525172132e-4,SOX4;TUBB,0.003566298264212696,GO_BP
GOMF_UBIQUITIN_PROTEIN_TRANSFERASE_REGULATOR_ACTIVITY (GO_MF),2,21,148.05696637297171,1.2053095525172132e-4,RPL11;RPL23,0.003566298264212696,GO_MF
GOBP_NEGATIVE_REGULATION_OF_UBIQUITIN_PROTEIN_TRANSFERASE_ACTIVITY (GO_BP),2,22,141.3581140106985,1.325217236903174e-4,RPL11;RPL23,0.00380905297235598,GO_BP
GOBP_REGULATION_OF_UBIQUITIN_PROTEIN_LIGASE_ACTIVITY (GO_BP),2,24,128.49537952078748,1.581888184109186e-4,RPL11;RPL23,0.004420498647816225,GO_BP
GOBP_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS (GO_BP),4,373,16.916749855432332,1.7983646209415795e-4,RPL11;EEF1A1;RPL23;RACK1,0.004889607590992511,GO_BP
GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR (GO_BP),3,159,28.56861971018561,2.4838945419715223e-4,RPL11;SOX4;RPL23,0.006412994477068635,GO_BP
GOBP_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS (GO_BP),3,162,28.028352477569207,2.62414152713362e-4,RPL11;RPL23;RACK1,0.006412994477068635,GO_BP
GOCC_POLYSOMAL_RIBOSOME (GO_CC),2,31,97.20016600296503,2.6563816265053107e-4,RPL11;RPS23,0.006412994477068635,GO_CC
GOMF_SOLUTE_ANION_ANTIPORTER_ACTIVITY (GO_MF),2,31,97.20016600296503,2.6563816265053107e-4,SLC25A6;SLC26A3,0.006412994477068635,GO_MF
GOCC_CELL_SUBSTRATE_JUNCTION (GO_CC),4,414,15.205205383271595,2.6773933204461497e-4,RPS2;RPS4X;RPL23;RPS8,0.006412994477068635,GO_CC
GOBP_PROTEIN_STABILIZATION (GO_BP),3,175,25.869286462267088,3.2910207457378384e-4,RPL11;SOX4;RPL23,0.0076994578377029424,GO_BP
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS (GO_BP),4,469,13.379947182559034,4.2956535481403636e-4,RPL11;SOX4;RPL23;RACK1,0.009821426066884558,GO_BP
HALLMARK_MYC_TARGETS_V1 (Hallmark),3,199,22.698853664414,4.791363560723463e-4,RPS2;RPL34;RACK1,0.010711359426861786,Hallmark
GOBP_NEGATIVE_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS (GO_BP),2,46,64.1427566316947,5.871058145928391e-4,RPL11;RPL23,0.012839748901747742,GO_BP
GOBP_ANION_TRANSMEMBRANE_TRANSPORT (GO_BP),3,231,19.491543182242857,7.390732450387919e-4,SLC25A6;GABRB1;SLC26A3,0.01581931243636223,GO_BP
GOBP_TRANSLATIONAL_ELONGATION (GO_BP),2,54,54.297395715404846,8.086925944089299e-4,EEF1A1;RACK1,0.01694884895782049,GO_BP
GOBP_NEGATIVE_REGULATION_OF_TRANSFERASE_ACTIVITY (GO_BP),3,247,18.201359634297738,8.970766338436009e-4,RPL11;RPL23;RACK1,0.018417532523401274,GO_BP
GOBP_REGULATION_OF_CELLULAR_PROTEIN_CATABOLIC_PROCESS (GO_BP),3,249,18.048245709422623,9.1821483396324e-4,RPL11;RPL23;RACK1,0.01847448245934039,GO_BP
GOBP_NEGATIVE_REGULATION_OF_PROTEOLYSIS_INVOLVED_IN_CELLULAR_PROTEIN_CATABOLIC_PROCESS (GO_BP),2,60,48.61524634961713,9.97454789634581e-4,RPL11;RPL23,0.019675284673968403,GO_BP
GOBP_CHLORIDE_TRANSMEMBRANE_TRANSPORT (GO_BP),2,62,46.99995474923691,0.0010646419502955992,GABRB1;SLC26A3,0.02059672696148794,GO_BP
GOBP_REGULATION_OF_PHAGOCYTOSIS (GO_BP),2,66,44.08234662602012,0.0012053789543695658,PLCG2;RACK1,0.022879457133882702,GO_BP
