gene_set,n_hits,set_size,odds_ratio,pval,hit_genes,padj,collection
GOBP_NEURON_RECOGNITION (GO_BP),3,49,43.683695176623594,6.636361384813965e-5,OPCML;CNTN6;CNTN4,0.0468657017293797,GO_BP
GOBP_HOMOPHILIC_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES (GO_BP),4,156,18.039462521544475,1.1211890365880311e-4,CDH18;CNTN6;CNTN4;TENM3,0.0468657017293797,GO_BP
GOBP_DENDRITE_SELF_AVOIDANCE (GO_BP),2,17,87.25680145493409,3.3354684428786845e-4,CNTN6;CNTN4,0.076791376450808,GO_BP
GOBP_NEURON_PROJECTION_GUIDANCE (GO_BP),4,213,13.084028452647162,3.6866020266683333e-4,EPHA6;SLIT3;CNTN6;CNTN4,0.076791376450808,GO_BP
GOMF_CHROMATIN_DNA_BINDING (GO_MF),3,94,22.072195734492553,4.5927856728952154e-4,TOX;SMAD3;INSM1,0.076791376450808,GO_MF
GOBP_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES (GO_BP),4,244,11.384309995504072,6.147476790104494e-4,CDH18;CNTN6;CNTN4;TENM3,0.08083687611463293,GO_BP
GOBP_ADRENAL_GLAND_DEVELOPMENT (GO_BP),2,25,56.886694495996785,7.298227030972165e-4,SMAD3;INSM1,0.08083687611463293,GO_BP
KEGG_AXON_GUIDANCE (KEGG),3,121,17.004931420995764,9.575972137457169e-4,EPHA6;SLIT3;ABLIM3,0.08083687611463293,KEGG
GOCC_ANCHORED_COMPONENT_OF_MEMBRANE (GO_CC),3,122,16.859004389408476,9.806505567747793e-4,OPCML;CNTN6;CNTN4,0.08083687611463293,GO_CC
GOBP_CELL_RECOGNITION (GO_BP),3,123,16.71383870516174,0.0010040531524902984,OPCML;CNTN6;CNTN4,0.08083687611463293,GO_BP
GOBP_TAXIS (GO_BP),5,490,7.160428318792862,0.001063643106771486,EPHA6;SLIT3;SMAD3;CNTN6;CNTN4,0.08083687611463293,GO_BP
GOMF_HEPARIN_BINDING (GO_MF),3,130,15.796036058073144,0.001177822893480049,SLIT3;SMOC1;ADAMTS3,0.08205499491244342,GO_MF
GOBP_POSITIVE_REGULATION_OF_NEURAL_PRECURSOR_CELL_PROLIFERATION (GO_BP),2,45,30.424200472279406,0.0023601475793560943,TOX;INSM1,0.14046267666771928,GO_BP
GOBP_CELL_CELL_JUNCTION_ORGANIZATION (GO_BP),3,175,11.645058722092914,0.002750028754598432,EPB41L3;CDH18;SMAD3,0.14046267666771928,GO_BP
GOBP_REGULATION_OF_SYNAPTIC_PLASTICITY (GO_BP),3,176,11.57734427778828,0.0027946254510844977,TSHZ3;SORCS3;CNTN4,0.14046267666771928,GO_BP
REACTOME_NETRIN_1_SIGNALING (Reactome),2,50,27.260436558803775,0.0029056599932779682,SLIT3;ABLIM3,0.14046267666771928,Reactome
GOMF_CELL_CELL_ADHESION_MEDIATOR_ACTIVITY (GO_MF),2,51,26.705813329344462,0.0030212034473290628,CNTN6;CNTN4,0.14046267666771928,GO_MF
GOMF_GLYCOSAMINOGLYCAN_BINDING (GO_MF),3,181,11.250180166315921,0.003024316004807353,SLIT3;SMOC1;ADAMTS3,0.14046267666771928,GO_MF
GOMF_ACTIN_BINDING (GO_MF),4,397,6.912777152293285,0.003646758578359777,EPB41L3;PACRG;DIAPH3;ABLIM3,0.1604573774478302,GO_MF
GOMF_CELL_ADHESION_MEDIATOR_ACTIVITY (GO_MF),2,61,22.17595654035722,0.004292735706336266,CNTN6;CNTN4,0.17640997816239937,GO_MF
GOBP_LAMELLIPODIUM_ASSEMBLY (GO_BP),2,62,21.798352019472695,0.00443135112608898,SPATA13;ABLIM3,0.17640997816239937,GO_BP
GOBP_AXON_DEVELOPMENT (GO_BP),4,440,6.22136350077789,0.005244940147208625,EPHA6;SLIT3;CNTN6;CNTN4,0.1910310159632409,GO_BP
REACTOME_POST_TRANSLATIONAL_MODIFICATION_SYNTHESIS_OF_GPI_ANCHORED_PROTEINS (Reactome),2,68,19.810278060148384,0.0053060182308981955,OPCML;CNTN4,0.1910310159632409,Reactome
GOMF_SULFUR_COMPOUND_BINDING (GO_MF),3,224,9.047466248956482,0.005484143998944715,SLIT3;SMOC1;ADAMTS3,0.1910310159632409,GO_MF
GOBP_SENSORY_ORGAN_DEVELOPMENT (GO_BP),4,461,5.930840772054058,0.006173519031329784,SMOC1;LRIG3;SMAD3;TENM3,0.20644247640766797,GO_BP
GOBP_REGULATION_OF_NEURAL_PRECURSOR_CELL_PROLIFERATION (GO_BP),2,76,17.665592322457965,0.006585006980781465,TOX;INSM1,0.21059184280158535,GO_BP
GOBP_LAMELLIPODIUM_ORGANIZATION (GO_BP),2,80,16.75751677874922,0.007271897092978417,SPATA13;ABLIM3,0.21059184280158535,GO_BP
GOBP_EXTERNAL_ENCAPSULATING_STRUCTURE_ORGANIZATION (GO_BP),3,268,7.53363105082228,0.008967642088737906,SMOC1;SMAD3;ADAMTS3,0.21059184280158535,GO_BP
GOMF_DNA_BINDING_TRANSCRIPTION_REPRESSOR_ACTIVITY (GO_MF),3,277,7.2843321615638885,0.009807807404928337,ZBTB20;SMAD3;INSM1,0.21059184280158535,GO_MF
GOBP_RESPONSE_TO_STEROID_HORMONE (GO_BP),3,278,7.257651967318796,0.009903902562075925,NR3C2;SLIT3;LMO3,0.21059184280158535,GO_BP
GOBP_ENDOCRINE_SYSTEM_DEVELOPMENT (GO_BP),2,98,13.612451723540538,0.010741355540521386,SMAD3;INSM1,0.21059184280158535,GO_BP
GOBP_REGULATION_OF_OSTEOBLAST_DIFFERENTIATION (GO_BP),2,111,11.97954233440684,0.013617665856386633,SMOC1;SMAD3,0.21059184280158535,GO_BP
GOBP_REGULATION_OF_FAT_CELL_DIFFERENTIATION (GO_BP),2,113,11.762918112662721,0.014086762589219787,LMO3;SMAD3,0.21059184280158535,GO_BP
GOMF_CADHERIN_BINDING (GO_MF),3,324,6.206032030178036,0.014929005844671554,RPL7A;CDH18;DIAPH3,0.21059184280158535,GO_MF
GOBP_STEROID_HORMONE_MEDIATED_SIGNALING_PATHWAY (GO_BP),2,118,11.254034527137176,0.015289831455198643,NR3C2;LMO3,0.21059184280158535,GO_BP
GOBP_SENSORY_SYSTEM_DEVELOPMENT (GO_BP),3,327,6.147888785420437,0.015298430830949969,SMOC1;SMAD3;TENM3,0.21059184280158535,GO_BP
GOBP_NEGATIVE_REGULATION_OF_MUSCLE_ADAPTATION (GO_BP),1,10,70.99756992148686,0.015855125942606185,SMAD3,0.21059184280158535,GO_BP
GOBP_NEGATIVE_REGULATION_OF_OSTEOBLAST_PROLIFERATION (GO_BP),1,10,70.99756992148686,0.015855125942606185,SMAD3,0.21059184280158535,GO_BP
GOBP_POSITIVE_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY (GO_BP),1,10,70.99756992148686,0.015855125942606185,SMAD3,0.21059184280158535,GO_BP
GOBP_POSITIVE_REGULATION_OF_EXTRACELLULAR_MATRIX_ASSEMBLY (GO_BP),1,10,70.99756992148686,0.015855125942606185,SMAD3,0.21059184280158535,GO_BP
GOBP_POSITIVE_REGULATION_OF_INTRACELLULAR_STEROID_HORMONE_RECEPTOR_SIGNALING_PATHWAY (GO_BP),1,10,70.99756992148686,0.015855125942606185,LMO3,0.21059184280158535,GO_BP
GOBP_REGULATION_OF_CHEMOKINE_MEDIATED_SIGNALING_PATHWAY (GO_BP),1,10,70.99756992148686,0.015855125942606185,SLIT3,0.21059184280158535,GO_BP
GOBP_REGULATION_OF_RESPIRATORY_GASEOUS_EXCHANGE_BY_NERVOUS_SYSTEM_PROCESS (GO_BP),1,10,70.99756992148686,0.015855125942606185,TSHZ3,0.21059184280158535,GO_BP
GOCC_JUXTAPARANODE_REGION_OF_AXON (GO_CC),1,10,70.99756992148686,0.015855125942606185,EPB41L3,0.21059184280158535,GO_CC
REACTOME_REGULATION_OF_COMMISSURAL_AXON_PATHFINDING_BY_SLIT_AND_ROBO (Reactome),1,10,70.99756992148686,0.015855125942606185,SLIT3,0.21059184280158535,Reactome
REACTOME_RHOBTB3_ATPASE_CYCLE (Reactome),1,10,70.99756992148686,0.015855125942606185,HTR7,0.21059184280158535,Reactome
