gene,loeuf,exp_lof,n_metabolites,is_hit,is_recurrent,mean_expr
ARMC9,1.0428,107,0,FALSE,FALSE,5.7538282319167315
ARMCX1,0.59363,15.42,0,FALSE,FALSE,3.3551341552531535
ARMCX2,0.36993,17.019,0,FALSE,FALSE,3.3231022270009163
ARMCX3,0.61303,12.648,0,FALSE,FALSE,4.502630461544504
ARMCX3-AS1,NA,NA,0,FALSE,FALSE,0.17154910652853272
ARMCX4,0.22358,34.68,0,FALSE,FALSE,5.833843912147917
ARMCX5,0.63399,7.4826,0,FALSE,FALSE,3.4896418632672366
ARMCX5-GPRASP2,NA,NA,0,FALSE,FALSE,6.521874401033259
ARMCX5-GPRASP2.1,NA,NA,0,FALSE,FALSE,1.4846802579902396
ARMCX6,NA,NA,0,FALSE,FALSE,1.7196723883549332
ARMH1,0.90098,50.241,0,FALSE,FALSE,3.2758192584430423
ARMH2,1.1688,8.995,0,FALSE,FALSE,0.5394707077926607
ARMH3,0.75088,99.07,0,FALSE,FALSE,6.715254131222813
ARMH4,1.0042,61.908,0,FALSE,FALSE,7.572315522020239
ARMS2,1.526,5.9986,0,FALSE,FALSE,0.5525564138796482
ARMT1,1.2864,28.045,0,FALSE,FALSE,3.045713763240636
ARNILA,NA,NA,0,FALSE,FALSE,1.4578531054646975
ARNT,0.38735,105.05,0,FALSE,FALSE,5.7451112198664065
ARNT2,0.5185,91.689,0,FALSE,FALSE,7.255297603777607
ARNT2-DT,NA,NA,0,FALSE,FALSE,3.986425489031772
ARPC1A,0.30764,46.921,0,FALSE,FALSE,5.237737888658398
ARPC1B,0.86049,45.952,0,FALSE,FALSE,3.7768259745117576
ARPC2,0.23737,38.562,0,FALSE,FALSE,6.085877872632907
ARPC3,0.7037,27.629,0,FALSE,FALSE,5.593552089807968
ARPC4,0.34037,22.78,0,FALSE,FALSE,4.043048873742272
ARPC5,0.68084,15.441,0,FALSE,FALSE,5.654758233491971
ARPC5L,0.54055,16.934,0,FALSE,FALSE,3.7093598358230593
ARPIN,1.2596,25.871,0,FALSE,FALSE,3.1920708458000417
ARPP19,1.2054,11.975,0,FALSE,FALSE,5.554629920837478
ARPP21,0.74471,113.21,0,FALSE,FALSE,10.099255840554722
ARPP21-AS1,NA,NA,0,FALSE,FALSE,1.4373359872924618
ARR3,0.61795,35.418,0,FALSE,FALSE,0.8180643546482341
ARRB1,0.53198,56.845,0,FALSE,FALSE,5.565644988791076
ARRB2,0.56647,53.384,0,FALSE,FALSE,3.5632145897238905
ARRDC1,1.2129,40.13,0,FALSE,FALSE,2.8665450319794306
ARRDC1-AS1,NA,NA,0,FALSE,FALSE,2.4033475403423057
ARRDC2,1.3082,38.937,0,FALSE,FALSE,1.1587494089197339
ARRDC3,0.35934,47.204,0,FALSE,FALSE,5.744886929453669
ARRDC3-AS1,NA,NA,0,FALSE,FALSE,4.011348839250111
ARRDC4,1.1688,44.551,0,FALSE,FALSE,3.9098068564411306
ARRDC5,1.463,13.29,0,FALSE,FALSE,0.5579455265407056
ARSA,1.138,37.772,0,FALSE,FALSE,1.8453995455223007
ARSB,1.0449,50.912,0,FALSE,FALSE,5.817197176892801
ARSD,0.92872,32.561,0,FALSE,FALSE,2.9678821043977344
ARSF,1.2463,35.404,0,FALSE,FALSE,3.2492994189602458
ARSG,0.96434,50.476,0,FALSE,FALSE,3.6228463362958836
ARSH,1.496,28.731,0,FALSE,FALSE,0.24361036497031047
ARSJ,1.0037,35.945,0,FALSE,FALSE,1.0210309951253789
ARSK,0.91572,53.156,0,FALSE,FALSE,3.9407034963240575
ARSL,0.29431,31.102,0,FALSE,FALSE,1.7743051018183116
ART3,1.2811,48.528,0,FALSE,FALSE,1.257096725380831
ART4,0.90351,24.224,0,FALSE,FALSE,0.6546983520670812
ARTN,1.0167,15.447,0,FALSE,FALSE,0.5402750234657228
ARV1,1.1588,31.133,0,FALSE,FALSE,4.051161468451787
ARVCF,0.89147,90.87,0,FALSE,FALSE,3.4298202355590384
ARX,0.20505,23.135,0,FALSE,FALSE,5.7932989229236656
AS3MT,1.3227,45.312,0,FALSE,FALSE,3.61401340661338
ASAH1,1.4344,59.541,0,FALSE,FALSE,5.68464674689706
ASAH1-AS1,NA,NA,0,FALSE,FALSE,2.1471954796710877
ASAH2,0.87092,82.874,0,FALSE,FALSE,1.1427293599225472
ASAH2B,1.6329,2.9052,0,FALSE,FALSE,3.5857801562237164
ASAP1,0.38185,145.21,0,FALSE,FALSE,8.417410640695977
ASAP1-IT2,NA,NA,0,FALSE,FALSE,1.3346308733519945
ASAP2,0.43919,131.37,0,FALSE,FALSE,7.147312309760708
ASAP3,0.86088,118.25,0,FALSE,FALSE,3.0350955045781194
ASB1,0.96444,27.676,0,FALSE,FALSE,3.2047745991698746
ASB13,1.5327,28.79,0,FALSE,FALSE,3.0307429879988423
ASB14,1.3969,55.625,0,FALSE,FALSE,2.8096093023874755
ASB15,1.1678,58.005,0,FALSE,FALSE,0.6664513364864171
ASB16,1.4473,39.087,0,FALSE,FALSE,1.623768694549545
ASB16-AS1,NA,NA,0,FALSE,FALSE,2.9966638734378805
ASB17,1.4045,25.686,0,FALSE,FALSE,0.3421650274555305
ASB18,1.3194,33.443,0,FALSE,FALSE,1.754861352354348
ASB3,0.9769,54.455,0,FALSE,FALSE,7.883145811221878
ASB5,1.3717,42.061,0,FALSE,FALSE,0.4151927184899551
ASB6,1.1796,28.613,0,FALSE,FALSE,2.2539841302850108
ASB7,0.2817,32.494,0,FALSE,FALSE,4.393460056186966
ASB8,1.0087,22.897,0,FALSE,FALSE,4.222543545356268
ASCC1,0.9948,46.647,0,FALSE,FALSE,5.629733142983453
ASCC2,0.58086,93.524,0,FALSE,FALSE,4.879276828716984
ASCC3,0.7034,256.32,0,FALSE,FALSE,7.273151776865891
ASCL1,0.39186,16.067,0,FALSE,FALSE,4.430887437545438
ASCL2,2.3098,5.127,0,FALSE,FALSE,0.2775476136646691
ASCL3,2.1044,2.2543,0,FALSE,FALSE,0.5382063547517687
ASCL5,NA,NA,0,FALSE,FALSE,0.5070720872918054
ASF1A,0.47716,22.033,0,FALSE,FALSE,4.2116811115445305
ASF1B,1.0247,16.554,0,FALSE,FALSE,1.3354336174263475
ASGR1,1.3998,33.15,0,FALSE,FALSE,2.9646884455625395
ASH1L,0.12114,268.98,0,FALSE,FALSE,8.158914048284245
ASH1L-AS1,NA,NA,0,FALSE,FALSE,1.6976258142761989
ASH1L-IT1,NA,NA,0,FALSE,FALSE,0.388852915149398
ASH2L,0.50157,81.127,0,FALSE,FALSE,4.963360935074079
ASIC1,0.47685,63.417,0,FALSE,FALSE,4.765371543795658
ASIC2,0.60912,57.322,1,TRUE,FALSE,7.205721522877507
ASIC3,1.0044,58.561,0,FALSE,FALSE,1.1983911435313772
ASIC4,0.71951,53.354,0,FALSE,FALSE,2.4483678672384164
ASIC4-AS1,NA,NA,0,FALSE,FALSE,0.38751906090689225
ASIC5,1.2805,51.163,0,FALSE,FALSE,0.14355890715392544
ASIP,1.7753,10.256,0,FALSE,FALSE,2.8017456664738285
ASL,0.93152,69.137,0,FALSE,FALSE,2.877833598216035
ASMT,1.6126,41.317,0,FALSE,FALSE,0.582658179493835
ASMTL,1.1788,60.289,0,FALSE,FALSE,3.5492213812000397
ASMTL-AS1,NA,NA,0,FALSE,FALSE,2.1267134670972734
ASNS,0.77749,62.606,0,FALSE,FALSE,2.320210241066167
ASNSD1,0.98526,48.252,0,FALSE,FALSE,3.4200956745210562
ASNSP1,NA,NA,0,FALSE,FALSE,0.7206965674130702
ASPA,1.1808,29.571,0,FALSE,FALSE,0.8270604821913279
ASPDH,1.143,30.547,0,FALSE,FALSE,0.7352563597166992
ASPG,1.0548,63.164,0,FALSE,FALSE,0.19376150194787398
ASPH,0.99756,118.37,0,FALSE,FALSE,7.15082063794188
ASPHD1,1.0261,28.322,0,FALSE,FALSE,4.334041254256925
ASPHD2,0.56244,34.568,0,FALSE,FALSE,2.649762165341887
ASPM,0.77481,366.45,0,FALSE,FALSE,5.783836586834873
ASPN,NA,NA,0,FALSE,FALSE,3.8003393474538996
ASPRV1,1.1957,10.996,0,FALSE,FALSE,0.22291794266124243
ASPSCR1,0.99864,68.944,0,FALSE,FALSE,3.52744230128517
ASRGL1,1.0843,22.412,0,FALSE,FALSE,5.227803812516249
ASS1,1.1924,60.532,0,FALSE,FALSE,1.081801154092617
ASTE1,1.3561,45.844,0,FALSE,FALSE,3.75987547737986
ASTL,1.0134,36.74,0,FALSE,FALSE,0.2687445954388428
ASTN1,0.3781,140.7,0,FALSE,FALSE,8.27182432553818
ASTN2,0.48454,139.8,1,TRUE,FALSE,7.923363860814425
ASTN2-AS1,NA,NA,0,FALSE,FALSE,3.9704251566568405
ASXL1,0.89636,89.146,0,FALSE,FALSE,7.252880665545592
ASXL2,0.26718,121.96,0,FALSE,FALSE,6.224403880032311
ASXL3,0.26528,170.63,0,FALSE,FALSE,8.286765697132973
ASXL3-DT,NA,NA,0,FALSE,FALSE,1.1521475184170427
ASZ1,1.3295,61.757,0,FALSE,FALSE,0.4029748730752017
ATAD1,0.62566,42.662,0,FALSE,FALSE,6.459503961669578
ATAD2,0.4534,168.94,0,FALSE,FALSE,5.3995029654950155
ATAD2B,0.31061,167.63,0,FALSE,FALSE,7.5725711199215695
ATAD3A,0.79742,73.758,0,FALSE,FALSE,2.6810841663671288
ATAD3B,1.0435,70.23,0,FALSE,FALSE,2.780960220758904
ATAD3C,1.0758,46.298,0,FALSE,FALSE,0.9242590769086405
ATAD5,0.40791,176.94,0,FALSE,FALSE,5.784076743100543
ATAT1,0.95002,57.182,0,FALSE,FALSE,5.371306267736014
ATCAY,0.65853,47.705,0,FALSE,FALSE,6.0192658775673555
ATE1,0.67411,70.524,0,FALSE,FALSE,7.385032589549351
ATF1,0.70124,34.655,0,FALSE,FALSE,5.138421400103882
ATF2,0.55684,60.614,0,FALSE,FALSE,7.171966090345567
ATF3,0.92185,18.4,0,FALSE,FALSE,1.9521922105110376
ATF4,0.68883,20.955,0,FALSE,FALSE,4.5671092960494715
ATF5,2.5864,4.5787,0,FALSE,FALSE,1.9886567854726003
ATF6,0.79679,83.621,0,FALSE,FALSE,6.639708797103639
ATF6-DT,NA,NA,0,FALSE,FALSE,2.6130828420137804
ATF6B,0.75804,83.488,0,FALSE,FALSE,3.828899896917305
ATF7,0.33651,50.407,0,FALSE,FALSE,6.358490230880113
ATF7IP,0.30626,106.4,0,FALSE,FALSE,7.983973881837634
ATF7IP2,0.84616,64.2,0,FALSE,FALSE,5.064678179657014
ATG10,1.2683,32.084,0,FALSE,FALSE,6.503155752237505
ATG101,0.70967,16.687,0,FALSE,FALSE,1.9901989389047592
ATG12,1.584,17.6,0,FALSE,FALSE,5.7410418736167825
ATG13,0.49743,65.508,0,FALSE,FALSE,4.730576591420302
ATG14,0.76779,60.439,0,FALSE,FALSE,5.130334482725268
ATG16L1,0.55024,88.462,0,FALSE,FALSE,4.350641479019336
ATG16L2,1.0987,84.708,0,FALSE,FALSE,4.173374277898883
ATG2A,0.56649,214.17,0,FALSE,FALSE,2.395515598892819
ATG2B,0.58307,241.34,0,FALSE,FALSE,6.081255454438273
ATG3,0.68876,50.694,0,FALSE,FALSE,4.620603664099618
ATG4A,0.81822,38.394,0,FALSE,FALSE,3.6367314387234955
ATG4B,0.69886,56.579,0,FALSE,FALSE,5.013542452076964
ATG4C,1.2136,57.648,0,FALSE,FALSE,5.999675615691133
ATG4D,1.1661,55.228,0,FALSE,FALSE,2.630083211814075
ATG5,0.59932,36.519,0,FALSE,FALSE,6.329842640216719
ATG7,1.0365,82.398,0,FALSE,FALSE,7.054390256828623
ATG9A,0.34706,87.134,0,FALSE,FALSE,2.457001747397608
ATG9B,1.1779,92.883,0,FALSE,FALSE,2.068018684476007
ATIC,1.0864,72.536,0,FALSE,FALSE,4.403241988442351
ATL1,0.55401,75.518,0,FALSE,FALSE,6.375085832462783
ATL2,0.56607,73.909,0,FALSE,FALSE,6.2906788463551715
ATL3,0.89496,69.468,0,FALSE,FALSE,4.398325752134816
ATM,0.87464,386.98,0,FALSE,FALSE,7.122539920761299
ATMIN,0.68547,49.24,0,FALSE,FALSE,3.777219747570288
ATN1,0.32484,85.823,0,FALSE,FALSE,4.643348606699244
ATOH7,1.6553,10.999,0,FALSE,FALSE,0.254780110174777
ATOH8,0.74114,21.191,0,FALSE,FALSE,1.5124958355566218
ATOSA,NA,NA,0,FALSE,FALSE,6.831556474628416
ATOSB,NA,NA,0,FALSE,FALSE,2.866490541744446
ATOX1,1.2529,7.306,0,FALSE,FALSE,5.155282363046711
ATOX1-AS1,NA,NA,0,FALSE,FALSE,1.1001755922846912
ATP10A,0.87909,147.83,0,FALSE,FALSE,3.899169076343647
ATP10B,1.0039,141.24,0,FALSE,FALSE,4.626785251891621
ATP10D,0.73282,144.85,0,FALSE,FALSE,4.976997713225485
ATP11A,0.63094,154.44,0,FALSE,FALSE,5.8964391219349395
ATP11A-AS1,NA,NA,0,FALSE,FALSE,1.1336067973065636
ATP11B,0.6175,157.8,0,FALSE,FALSE,6.750977045362513
ATP11B-DT,NA,NA,0,FALSE,FALSE,0.3485373460382179
ATP11C,0.48812,97.395,0,FALSE,FALSE,6.636899596931683
ATP12A,0.87591,111.25,0,FALSE,FALSE,0.2036854594800884
ATP13A1,0.5108,134.79,0,FALSE,FALSE,2.665209334225031
ATP13A2,0.72024,138.32,0,FALSE,FALSE,4.162350518352876
ATP13A3,0.46361,158.07,0,FALSE,FALSE,6.655835991408054
ATP13A3-DT,NA,NA,0,FALSE,FALSE,4.326261146294204
ATP13A4,0.93468,142.5,0,FALSE,FALSE,5.990902372022587
ATP13A5,1.1362,150.24,0,FALSE,FALSE,3.0018979629079547
ATP13A5-AS1,NA,NA,0,FALSE,FALSE,0.3001111511098044
ATP1A1,0.19069,114.78,0,FALSE,FALSE,5.418170426729598
ATP1A1-AS1,NA,NA,0,FALSE,FALSE,4.195860842831111
ATP1A2,0.61835,113.14,0,FALSE,FALSE,5.975056128470032
ATP1A3,0.17871,108.79,0,FALSE,FALSE,4.961252580148192
ATP1A4,0.93833,114.29,0,FALSE,FALSE,0.5580745192962078
ATP1B1,0.19591,39.577,0,FALSE,FALSE,7.248625507849563
ATP1B2,0.52124,37.3,0,FALSE,FALSE,4.420578180847312
ATP1B3,0.56106,30.233,0,FALSE,FALSE,6.348279455676144
ATP1B3-AS1,NA,NA,0,FALSE,FALSE,1.2186266146721993
ATP23,1.1844,28.498,0,FALSE,FALSE,2.3910422127451754
ATP2A1,0.90963,109.52,0,FALSE,FALSE,2.090735003283635
ATP2A1-AS1,NA,NA,0,FALSE,FALSE,1.0289992887122739
ATP2A2,0.20032,109.26,0,FALSE,FALSE,6.613181057552451
ATP2A3,0.70656,106.85,0,FALSE,FALSE,1.0306286956085409
ATP2B1,0.1763,124.15,0,FALSE,FALSE,7.644427201588474
ATP2B1-AS1,NA,NA,0,FALSE,FALSE,2.233505016100573
ATP2B2,0.19244,120.02,0,FALSE,FALSE,6.429379867277019
ATP2B2-IT2,NA,NA,0,FALSE,FALSE,0.1414948320256271
ATP2B3,0.27444,70.844,0,FALSE,FALSE,2.404041934444593
ATP2B4,0.46186,110.29,0,FALSE,FALSE,6.086665637497937
ATP2C1,0.3471,120.53,0,FALSE,FALSE,7.900681700350637
ATP2C2,1.7518,110.82,0,FALSE,FALSE,4.440758848504535
ATP2C2-AS1,NA,NA,0,FALSE,FALSE,2.0308210214775837
ATP4A,0.79108,112.12,0,FALSE,FALSE,0.4597032869899667
ATP5F1A,0.58815,57.388,0,FALSE,FALSE,5.925528094017878
ATP5F1B,0.55562,45.893,0,FALSE,FALSE,5.114435998794179
ATP5F1C,0.83935,37.427,0,FALSE,FALSE,5.681027426024775
ATP5F1D,1.8674,13.013,0,FALSE,FALSE,5.0927252731249615
ATP5F1E,1.4917,7.0477,2,TRUE,FALSE,7.018095293379069
ATP5IF1,2.2766,8.5402,0,FALSE,FALSE,5.523150312380179
ATP5MC1,0.75618,12.105,0,FALSE,FALSE,4.816180714558631
ATP5MC2,1.3469,13.518,0,FALSE,FALSE,5.954175120337148
ATP5MC3,0.75911,15.6,0,FALSE,FALSE,5.320921979540422
ATP5ME,1.464,11.587,1,TRUE,FALSE,5.458147504414371
ATP5MF,1.2262,13.834,1,TRUE,FALSE,5.3221047157624435
ATP5MG,1.0372,12.677,0,FALSE,FALSE,6.191264782185239
ATP5MGL,NA,NA,0,FALSE,FALSE,0.908165387600249
ATP5MJ,1.1076,8.2644,0,FALSE,FALSE,5.546156143965618
ATP5MK,1.6004,6.5691,0,FALSE,FALSE,5.768444540463727
ATP5PB,0.87709,34.478,0,FALSE,FALSE,4.871119119143004
ATP5PD,0.91487,22.592,0,FALSE,FALSE,4.978275727349684
ATP5PF,1.0953,12.004,0,FALSE,FALSE,5.751060929230101
ATP5PO,0.83388,26.247,0,FALSE,FALSE,5.409606058481354
ATP6AP1,0.14846,31.955,0,FALSE,FALSE,4.016462202590112
ATP6AP1-DT,NA,NA,0,FALSE,FALSE,1.8437139252899728
ATP6AP2,0.20255,23.42,0,FALSE,FALSE,4.863413466364146
ATP6V0A1,0.52628,105.36,0,FALSE,FALSE,6.357270820051524
ATP6V0A2,0.69128,104.41,0,FALSE,FALSE,5.6006101104995905
ATP6V0A4,0.95888,107.3,0,FALSE,FALSE,1.812696576270327
ATP6V0B,0.34871,26.25,0,FALSE,FALSE,5.342634394889193
ATP6V0C,0.59254,10.625,0,FALSE,FALSE,5.541066575089252
ATP6V0D1,0.5306,38.953,0,FALSE,FALSE,3.974417945487329
ATP6V0D1-DT,NA,NA,0,FALSE,FALSE,3.6331997725207605
ATP6V0D2,1.3007,40.03,0,FALSE,FALSE,0.7429639889174283
ATP6V0E1,0.79071,11.576,0,FALSE,FALSE,5.036107466987677
ATP6V0E2,0.79881,11.459,0,FALSE,FALSE,4.971550556027234
ATP6V0E2-AS1,NA,NA,0,FALSE,FALSE,3.0440600813071446
ATP6V1A,0.38081,70.093,0,FALSE,FALSE,5.891227166740945
ATP6V1B2,0.48853,66.702,0,FALSE,FALSE,5.1299575552942445
ATP6V1C1,1.0703,53.905,0,FALSE,FALSE,5.62008148026601
ATP6V1C2,1.0158,56.799,0,FALSE,FALSE,2.054559360231993
ATP6V1D,0.73823,39.367,0,FALSE,FALSE,5.295354386785919
ATP6V1E1,0.85843,35.228,0,FALSE,FALSE,4.55830643816331
ATP6V1E2,NA,NA,0,FALSE,FALSE,3.2771986250991043
ATP6V1F,1.3808,6.6292,0,FALSE,FALSE,4.780313002818999
ATP6V1FNB,1.1762,18.607,0,FALSE,FALSE,0.5091610203984376
ATP6V1G1,1.5467,14.15,0,FALSE,FALSE,5.195836938808578
ATP6V1G2,1.2325,17.757,0,FALSE,FALSE,3.645674233755484
ATP6V1H,0.71009,71.737,0,FALSE,FALSE,6.468539836186074
ATP7A,0.15751,83.474,0,FALSE,FALSE,4.372416063348719
ATP7B,1.1113,118.88,0,FALSE,FALSE,4.72866115838908
ATP8A1,0.60348,177.7,0,FALSE,FALSE,7.954367319985649
ATP8A2,0.71327,165.55,0,FALSE,FALSE,7.968546349840039
ATP8B1,0.64266,149.92,0,FALSE,FALSE,5.296734067701654
ATP8B1-AS1,NA,NA,0,FALSE,FALSE,1.940000695303488
ATP8B2,0.63996,133.45,0,FALSE,FALSE,4.31554935382773
ATP8B3,1.1511,140.87,0,FALSE,FALSE,0.6021069179019743
ATP8B4,1.0549,145.6,0,FALSE,FALSE,5.833377038445494
ATP8B5P,NA,NA,0,FALSE,FALSE,1.1453704767074693
ATP9A,0.4548,144.06,0,FALSE,FALSE,7.331328081408948
ATP9B,0.88203,146.12,0,FALSE,FALSE,7.263758417550732
ATPAF1,NA,NA,0,FALSE,FALSE,5.141060640323193
ATPAF2,1.1124,36.578,0,FALSE,FALSE,4.1492085889625425
ATPSCKMT,1.3869,24.337,0,FALSE,FALSE,5.030433790542171
ATR,0.53462,305.3,0,FALSE,FALSE,6.320265043982329
ATRAID,1.2533,28.785,0,FALSE,FALSE,3.2182343758611704
ATRIP,0.72468,78.066,0,FALSE,FALSE,3.2228965680388426
ATRN,0.37919,178.65,0,FALSE,FALSE,6.713123259283615
ATRNL1,0.61675,182.67,0,FALSE,FALSE,9.99052589430478
ATRX,0.11268,172.55,0,FALSE,FALSE,8.841215117140088
ATXN1,0.25589,56.409,0,FALSE,FALSE,9.01419136458706
ATXN1-AS1,NA,NA,0,FALSE,FALSE,2.1656969685791387
ATXN10,0.7261,52.87,0,FALSE,FALSE,7.975834580044119
ATXN1L,0.33225,43.446,0,FALSE,FALSE,3.3165443988628343
ATXN2,0.35116000000000003,138.61,0,FALSE,FALSE,7.901638643150433
ATXN2L,0.27963,120.7,0,FALSE,FALSE,5.181181313875375
ATXN3,0.65974,58.188,0,FALSE,FALSE,5.871095435962917
ATXN7,0.27569,70.524,0,FALSE,FALSE,6.410509096641215
ATXN7L1,0.32607,70.834,0,FALSE,FALSE,7.1115593861393585
ATXN7L2,0.42756,59.639,0,FALSE,FALSE,2.2896489494596453
ATXN7L3,0.23669,50.033,0,FALSE,FALSE,3.0986477667710104
ATXN7L3-AS1,NA,NA,0,FALSE,FALSE,1.235875932819367
ATXN7L3B,1.4456,6.332,0,FALSE,FALSE,5.218098116834548
ATXN8OS,NA,NA,0,FALSE,FALSE,2.072036873129194
AUH,0.93443,42.315,0,FALSE,FALSE,7.084104022349079
AUNIP,1.9853,12.24,0,FALSE,FALSE,1.5370617667843864
AUP1,0.78502,51.834,0,FALSE,FALSE,3.7988169301685573
AURKA,0.47594,40.851,0,FALSE,FALSE,2.5493027136405875
AURKAIP1,1.5829,18.36,0,FALSE,FALSE,3.9598192657825484
AURKB,1.0509,36.531,0,FALSE,FALSE,2.7643164565174456
AURKC,0.79075,29.209,0,FALSE,FALSE,0.6201739606507753
AUTS2,0.22692,112.37,0,FALSE,FALSE,11.725982953739972
AVEN,1.3979,38.054,0,FALSE,FALSE,5.644892619215236
AVIL,0.85708,109.87,0,FALSE,FALSE,3.425198049950838
AVL9,0.78526,79.172,0,FALSE,FALSE,6.9071065152925915
AVPI1,1.3203,11.895,0,FALSE,FALSE,0.8575582579714048
AVPR1A,1.3299,31.459,0,FALSE,FALSE,1.1019917716928331
AVPR1B,1.2719,27.452,0,FALSE,FALSE,0.07977111956230014
AVPR1B-DT,NA,NA,0,FALSE,FALSE,0.224566987913063
AXDND1,0.937,137.54,0,FALSE,FALSE,1.5571890931646524
AXIN1,0.53251,76.413,0,FALSE,FALSE,3.9983823124173683
AXIN2,0.40489000000000003,74.688,0,FALSE,FALSE,4.051129698266465
AXL,0.627,104.49,0,FALSE,FALSE,3.2023037843569964
AZI2,0.68582,45.806,0,FALSE,FALSE,5.360998395366018
AZIN1,0.41046,47.367,0,FALSE,FALSE,5.924993770510847
AZIN2,0.80308,47.802,0,FALSE,FALSE,4.155588178140278
AZU1,1.7021,17.767,0,FALSE,FALSE,1.6380633883886921
B2M,0.53445,14.508,0,FALSE,FALSE,5.486178753518475
B3GALNT1,0.93542,27.26,0,FALSE,FALSE,4.522553704421788
B3GALNT2,1.0906,61.096,0,FALSE,FALSE,5.69055777856865
B3GALT1,0.7305,23.22,0,FALSE,FALSE,8.265261947331117
B3GALT1-AS1,NA,NA,0,FALSE,FALSE,4.448858943204133
B3GALT2,0.61694,33.502,0,FALSE,FALSE,5.142213000503669
B3GALT4,3.0514,1.5547,0,FALSE,FALSE,2.4017680452124925
B3GALT5,NA,NA,0,FALSE,FALSE,3.124746915091703
B3GALT5-AS1,NA,NA,0,FALSE,FALSE,0.8260851277929593
B3GALT6,1.5985,23.294,0,FALSE,FALSE,2.983928270310181
B3GALT9,NA,NA,0,FALSE,FALSE,1.277811654107196
B3GAT1,0.64174,28.372,0,FALSE,FALSE,5.1336781735116075
B3GAT1-DT,NA,NA,0,FALSE,FALSE,4.5536369086566495
B3GAT2,1.2957,27.844,0,FALSE,FALSE,5.641903010925899
B3GAT3,0.84232,33.098,0,FALSE,FALSE,3.3845159762579677
B3GLCT,1.2608,63.378,1,TRUE,FALSE,5.031643503952063
B3GNT2,0.70502,27.577,0,FALSE,FALSE,3.654121617042463
B3GNT4,2.308,2.7278,0,FALSE,FALSE,1.9159817013419305
B3GNT5,0.70171,25.947,0,FALSE,FALSE,4.9874359093923974
B3GNT7,3.0893,5.0837,0,FALSE,FALSE,0.602874409094705
B3GNT9,NA,NA,0,FALSE,FALSE,0.3518679949792895
B3GNTL1,1.2727,55.841,0,FALSE,FALSE,4.009114658133417
B4GALNT1,1.004,55.226,0,FALSE,FALSE,4.075985894093754
B4GALNT2,1.0633,51.091,0,FALSE,FALSE,0.32003053626369976
B4GALNT3,0.85613,120.18,0,FALSE,FALSE,3.0833517026954236
B4GALNT4,0.84602,110.01,0,FALSE,FALSE,4.931521995771869
B4GALT1,0.69619,34.906,0,FALSE,FALSE,3.7488723684688985
B4GALT1-AS1,NA,NA,0,FALSE,FALSE,0.2701516487326156
B4GALT2,0.80468,33.171,0,FALSE,FALSE,3.5723551013103636
B4GALT3,0.97121,40.713,0,FALSE,FALSE,2.926366920419921
B4GALT4,0.99869,37.283,0,FALSE,FALSE,3.78622645467752
B4GALT4-AS1,NA,NA,0,FALSE,FALSE,2.2655959313584133
B4GALT5,0.40461,45,0,FALSE,FALSE,6.1676919184153345
B4GALT6,0.47281,46.29,0,FALSE,FALSE,5.537728528657782
B4GALT7,1.2316,33.038,0,FALSE,FALSE,2.299021551934301
B4GAT1,0.76208,35.025,0,FALSE,FALSE,3.2958896799802533
B4GAT1-DT,NA,NA,0,FALSE,FALSE,3.5611487316794626
B9D1,1.1155,26.052,0,FALSE,FALSE,4.161009319658609
B9D2,1.576,19.188,0,FALSE,FALSE,1.8269818189910316
BAALC,1.0161,15.456,0,FALSE,FALSE,5.190845579373311
BAALC-AS1,NA,NA,0,FALSE,FALSE,4.323336067177118
BAALC-AS2,NA,NA,0,FALSE,FALSE,0.6937639102147783
BAAT,1.0953,18.869,0,FALSE,FALSE,1.1490369935653257
BABAM1,0.63639,34.392,0,FALSE,FALSE,4.5013423397604315
BABAM2,0.76551,54.653,0,FALSE,FALSE,6.721954514073795
BACE1,0.55972,54.028,0,FALSE,FALSE,4.791615416496068
BACE1-AS,NA,NA,0,FALSE,FALSE,2.45980653540675
BACE2,0.5521,46.186,0,FALSE,FALSE,3.703496366397136
BACH1,0.87676,52.927,0,FALSE,FALSE,7.4528834927498675
BACH1-AS1,NA,NA,0,FALSE,FALSE,1.4254239332985077
BACH1-IT1,NA,NA,0,FALSE,FALSE,0.3479017376520531
BACH1-IT2,NA,NA,0,FALSE,FALSE,0.4520085808930849
BACH2,0.17002,61.836,0,FALSE,FALSE,9.202497134254447
BAD,1.4996,17.8,0,FALSE,FALSE,3.1297268614318257
BAG1,1.3071,35.503,0,FALSE,FALSE,3.59394390577169
BAG2,0.87896,16.422,0,FALSE,FALSE,3.155111810184162
BAG3,0.54102,40.454,0,FALSE,FALSE,1.7284467740458758
BAG4,0.73623,52.143,0,FALSE,FALSE,4.2766145597669025
BAG5,1.0986,31.782,0,FALSE,FALSE,3.888050142497784
BAG6,0.25957,121.03,0,FALSE,FALSE,3.7666586523675236
BAHCC1,0.62842,88.236,0,FALSE,FALSE,4.299742319465744
BAHD1,0.46089,63.056,0,FALSE,FALSE,3.16091897093246
BAIAP2,0.42357,63.016,0,FALSE,FALSE,4.064996658437002
BAIAP2-DT,NA,NA,0,FALSE,FALSE,3.1105865416051763
BAIAP2L1,0.69986,66.305,0,FALSE,FALSE,2.5098661833474396
BAIAP2L2,1.3223,60.429,0,FALSE,FALSE,2.619357301324633
