hormone,subset,compound_id,Name,Super.Class,Pathways,rho,p,fdr,n
E2,Sex-combined,C8-Pos-005464,Pc(26:6_21:6cho),Lipids and lipid-like molecules,NA,-0.16390977443609023,0.4898669433807741,0.9744029589298666,20
E2,Sex-combined,Amide-Pos-002283,2-Oleoyl-1-Palmitoyl-Sn-Glycero-3-Phosphoserine,Lipids and lipid-like molecules,NA,0.16240601503759397,0.4939125443630319,0.9744029589298666,20
E2,Sex-combined,C8-Pos-004266,Ganglioside-Gm1(D18:1/18:0),Lipids and lipid-like molecules,NA,-0.16240601503759397,0.4939125443630322,0.9744029589298666,20
E2,Sex-combined,Amide-Pos-001617,Uridine 5'-Diphosphate,"Nucleosides, nucleotides, and analogues",map00052;map00150;map00520;map00860;R-HSA-1474290;R-HSA-156588;R-HSA-162710;R-HSA-163125;R-HSA-1638074;R-HSA-1638091;R-HSA-1650814;R-HSA-1660662;R-HSA-1793185;R-HSA-189445;R-HSA-189483;R-HSA-190236;R-HSA-190239;R-HSA-190372;R-HSA-1912399;R-HSA-1912420;R-HSA-1912422;R-HSA-1971475;R-HSA-2022854;R-HSA-2022870;R-HSA-2022928;R-HSA-2161522;R-HSA-2161541;R-HSA-3322077;R-HSA-4085001;R-HSA-417957;R-HSA-418038;R-HSA-446219;R-HSA-480985;R-HSA-499943;R-HSA-5173105;R-HSA-5173214;R-HSA-5213460;R-HSA-5218859;R-HSA-5653890;R-HSA-5654741;R-HSA-5675482;R-HSA-8850843;R-HSA-8956319;R-HSA-8982491;R-HSA-9033658;R-HSA-9033807;R-HSA-9037629;R-HSA-913709;R-HSA-964739;R-HSA-9660826;R-HSA-9664424;R-HSA-9683673;R-HSA-9683686;R-HSA-9683701;R-HSA-9694635;R-HSA-9694719;R-HSA-9749641;R-HSA-9753281;R-HSA-9754706;R-HSA-975576;R-HSA-975578;R-HSA-9757110;R-HSA-9772573;R-HSA-9840309;WP3871;WP4022;WP4225;WP4521;WP4584;WP4784;WP4900;WP5269;WP5348;WP5380;WP698,0.16090225563909774,0.4979744144247942,0.9744029589298666,20
E2,Sex-combined,Amide-Neg-000557,N-Acetyl-L-Aspartic Acid,Organic acids and derivatives,map00250;R-HSA-8963693;R-HSA-8964539;WP4519;WP5365,0.15939849624060148,0.5020524593517319,0.9744029589298666,20
E2,Sex-combined,C8-Pos-001061,Cholest-4-En-3-One,Lipids and lipid-like molecules,WP4718;WP5329,0.15939849624060148,0.5020524593517319,0.9744029589298666,20
E2,Sex-combined,Amide-Pos-000193,Creatinine,Organic acids and derivatives,R-HSA-549127;R-HSA-549132;R-HSA-71288;WP1533;WP497;WP5190,-0.15789473684210525,0.5061465835201626,0.9744029589298666,20
E2,Sex-combined,Amide-Pos-000349,L-Hydroxyproline,Organic acids and derivatives,R-HSA-352230;R-HSA-389661;R-HSA-442660;R-HSA-70688;WP5166,-0.15789473684210525,0.5061465835201626,0.9744029589298666,20
E2,Sex-combined,C8-Neg-000532,Docosahexaenoic Acid,Lipids and lipid-like molecules,map00592;R-HSA-2046104;R-HSA-2046106;R-HSA-211976;R-HSA-2453902;R-HSA-2980736;R-HSA-381771;R-HSA-400508;R-HSA-444209;R-HSA-9018677;R-HSA-9018682;R-HSA-9027307;R-HSA-9027604;R-HSA-9843743;R-HSA-9843745;R-HSA-9844594;WP4723;WP5470,0.15789473684210525,0.5061465835201626,0.9744029589298666,20
E2,Sex-combined,C8-Neg-003407,Pc(27:6_8:1cooh),Lipids and lipid-like molecules,NA,-0.156140350877193,0.5232597112042988,0.9744029589298666,19
E2,Sex-combined,C18-Pos-001412,Glucose 1-Phosphate,Organic oxygen compounds,map00052;map00520;R-HSA-156588;R-HSA-173599;R-HSA-3322077;R-HSA-446219;R-HSA-480985;R-HSA-70221;R-HSA-70370;R-HSA-8982491;WP3602;WP4297;WP500;WP5043;WP5173;WP5178;WP5312;WP5314;WP698,-0.1544117647058824,0.5540319990921858,0.9744029589298666,17
E2,Sex-combined,Amide-Pos-001983,Gdp-L-Fucose,"Nucleosides, nucleotides, and analogues",NA,-0.15338345864661654,0.5185244542213633,0.9744029589298666,20
E2,Sex-combined,C8-Pos-005761,Pc(22:3cho_28:6),Lipids and lipid-like molecules,NA,0.15338345864661654,0.5185244542213633,0.9744029589298666,20
E2,Sex-combined,C18-Pos-001113,Methyl L-Tryptophanate,Organic acids and derivatives,NA,0.1518796992481203,0.522681911140314,0.9744029589298666,20
E2,Sex-combined,Amide-Pos-001317,N-Acetyl-Neuraminic Acid,Organic oxygen compounds,R-HSA-1660662;R-HSA-4085001;R-HSA-428643;R-HSA-446219;R-HSA-5619035;R-HSA-975576;R-HSA-975577;R-HSA-9840310;WP5151,-0.15164835164835164,0.6047905984521376,0.9744029589298666,14
E2,Sex-combined,C8-Neg-003596,Ps(23:2_21:0),Lipids and lipid-like molecules,NA,-0.15164835164835164,0.6047905984521376,0.9744029589298666,14
E2,Sex-combined,Amide-Pos-001102,Gamma-Glu-Glu,Organic acids and derivatives,NA,-0.14887218045112782,0.5310434616086309,0.9744029589298666,20
E2,Sex-combined,C8-Pos-000610,"2-Methyl-5-{2-[2-(4-Methyl-3,6-Dioxocyclohexa-1,4-Dienyl)Ethoxy]Ethyl}Benzo-1,4-Quinone",Organic oxygen compounds,NA,0.14887218045112782,0.5310434616086306,0.9744029589298666,20
E2,Sex-combined,C8-Pos-004855,Pc(14:1_25:7),Lipids and lipid-like molecules,NA,-0.14887218045112782,0.5310434616086309,0.9744029589298666,20
E2,Sex-combined,Amide-Pos-001033,Hexanoylcarnitine,Lipids and lipid-like molecules,NA,-0.14586466165413534,0.5394664944297438,0.9744029589298666,20
E2,Sex-combined,C8-Pos-000483,5'-S-Methyl-5'-Thioadenosine,"Nucleosides, nucleotides, and analogues",map00270;R-HSA-1237112;R-HSA-1614635;R-HSA-163841;R-HSA-351202;R-HSA-5358493;R-HSA-6782315;R-HSA-6782861;R-HSA-6790901;WP3580;WP4485,-0.14586466165413534,0.5394664944297438,0.9744029589298666,20
E2,Sex-combined,C8-Pos-003642,Palmitoyl Sphingomyelin,Lipids and lipid-like molecules,WP4726,0.14586466165413534,0.5394664944297436,0.9744029589298666,20
E2,Sex-combined,C18-Pos-001046,L-Kynurenine,Organic oxygen compounds,map00380;R-HSA-71240;WP2485;WP3645;WP4210;WP5414,0.1455108359133127,0.5645405304670836,0.9744029589298666,18
E2,Sex-combined,Amide-Pos-000156,Taurine,Organic acids and derivatives,map00120;map00430;R-HSA-159418;R-HSA-1614558;R-HSA-1614635;R-HSA-192105;R-HSA-193368;R-HSA-194068;R-HSA-352230;R-HSA-442660;R-HSA-8963693;WP2333;WP2525;WP2848;WP4292;WP4504;WP5176;WP715,-0.14436090225563908,0.5437007991990146,0.9744029589298666,20
E2,Sex-combined,C8-Pos-000327,Methyl Palmitate,Lipids and lipid-like molecules,NA,0.14436090225563908,0.5437007991990146,0.9744029589298666,20
E2,Sex-combined,Amide-Pos-000781,Phosphoserine,Organic acids and derivatives,R-HSA-977347;WP2525;WP4688;WP5213,0.14285714285714285,0.5479501508336092,0.9744029589298666,20
E2,Sex-combined,Amide-Pos-000866,Pro-Asp,Organic acids and derivatives,NA,0.14285714285714285,0.5479501508336092,0.9744029589298666,20
E2,Sex-combined,C8-Pos-000582,Monopalmitolein (9c),Lipids and lipid-like molecules,NA,0.14285714285714285,0.5479501508336092,0.9744029589298666,20
E2,Sex-combined,C8-Pos-004019,Pa(18:1_20:0),Lipids and lipid-like molecules,NA,0.14285714285714285,0.6261174762253239,0.9744029589298666,14
E2,Sex-combined,Amide-Neg-000032,Pyruvic Acid,Organic acids and derivatives,map00020;map00250;map00270;map00330;map00520;map00620;map00910;R-HSA-1614558;R-HSA-1614635;R-HSA-196807;R-HSA-197264;R-HSA-204174;R-HSA-2408508;R-HSA-389661;R-HSA-4085001;R-HSA-427601;R-HSA-428643;R-HSA-433692;R-HSA-446219;R-HSA-5362517;R-HSA-5619070;R-HSA-6782315;R-HSA-6782861;R-HSA-70171;R-HSA-70263;R-HSA-70268;R-HSA-70326;R-HSA-71240;R-HSA-73621;R-HSA-8956319;R-HSA-8963691;R-HSA-8964208;R-HSA-8964539;R-HSA-8964540;R-HSA-9749641;R-HSA-977347;R-HSA-9861559;R-HSA-9861718;WP106;WP1495;WP1584;WP1946;WP2333;WP2453;WP2456;WP2868;WP357;WP3580;WP3602;WP3644;WP3965;WP4141;WP4206;WP4236;WP4290;WP4297;WP4504;WP4595;WP4628;WP4629;WP4661;WP4688;WP4742;WP5030;WP5031;WP5046;WP5049;WP5050;WP5166;WP5178;WP5211;WP5213;WP5216;WP5220;WP528;WP5312;WP5314;WP534;WP5433;WP661,-0.14210526315789473,0.5616930467377019,0.9744029589298666,19
E2,Sex-combined,Amide-Neg-000781,D-Tyrosine,Organic acids and derivatives,WP5029;WP5274;WP5376,0.13984962406015036,0.5564935505662204,0.9744029589298666,20
E2,Sex-combined,C8-Pos-004650,Tg(39:10_9:2cho),Lipids and lipid-like molecules,NA,-0.13834586466165413,0.5607873732874129,0.9744029589298666,20
E2,Sex-combined,Amide-Pos-001381,O-Dodecanoylcarnitine,Lipids and lipid-like molecules,NA,0.13725490196078433,0.5993690521648236,0.9744029589298666,17
E2,Sex-combined,C18-Pos-001025,D-Panthenol,Organic oxygen compounds,map00770,-0.13725490196078433,0.5993690521648236,0.9744029589298666,17
E2,Sex-combined,Amide-Pos-000604,D-Histidine Methyl Ester,Organic acids and derivatives,NA,-0.1368421052631579,0.5650957921363964,0.9744029589298666,20
E2,Sex-combined,C8-Neg-003405,Ps 18:0_22:5,Lipids and lipid-like molecules,NA,0.1368421052631579,0.5764173798364027,0.9744029589298666,19
E2,Sex-combined,C8-Pos-001637,"2,5-Bis(5-Tert-Butyl-Benzoxazol-2-Yl)Thiophene",Organoheterocyclic compounds,NA,-0.1368421052631579,0.5650957921363964,0.9744029589298666,20
E2,Sex-combined,C8-Pos-004421,Tg(11:0_9:2cho_26:8),Lipids and lipid-like molecules,NA,-0.13406593406593406,0.6477195279851133,0.9744029589298666,14
E2,Sex-combined,Amide-Neg-000605,D-(+)-Glucose,Organic oxygen compounds,map00052;R-HSA-9683686;R-HSA-9683701;R-HSA-9694548;R-HSA-9694635;R-HSA-9772573;WP1403;WP1533;WP1584;WP176;WP1946;WP1982;WP2456;WP2868;WP3602;WP3915;WP4521;WP4628;WP4629;WP500;WP5094;WP5216;WP5312;WP534;WP5394;WP5433;WP661;WP690;WP698,0.13383458646616542,0.5737559530736436,0.9744029589298666,20
E2,Sex-combined,Amide-Neg-001321,Cytidine,"Nucleosides, nucleotides, and analogues",R-HSA-425397;R-HSA-5619063;R-HSA-73614;R-HSA-73621;R-HSA-83936;R-HSA-8956319;R-HSA-8956321;WP4022;WP4225;WP4485;WP4584;WP5408,0.13383458646616542,0.5737559530736436,0.9744029589298666,20
E2,Sex-combined,Amide-Pos-000757,Sb01966,Organic oxygen compounds,NA,-0.13383458646616542,0.5737559530736436,0.9744029589298666,20
E2,Sex-combined,C8-Pos-003714,Pc(O-10:0_23:2),Lipids and lipid-like molecules,NA,0.13383458646616542,0.5737559530736436,0.9744029589298666,20
E2,Sex-combined,C8-Pos-005013,Pc(18:2_20:4cooh),Lipids and lipid-like molecules,NA,-0.1331269349845201,0.5984607651208831,0.9744029589298666,18
E2,Sex-combined,Amide-Neg-001092,D-Mannose,Organic oxygen compounds,map00051;map00052;R-HSA-189200;R-HSA-3000480;R-HSA-446205;R-HSA-446219;R-HSA-532668;R-HSA-8853383;R-HSA-901032;R-HSA-901042;R-HSA-964739;R-HSA-964827;R-HSA-975576;R-HSA-975578,-0.1323308270676692,0.5781074593622945,0.9744029589298666,20
E2,Sex-combined,C8-Pos-000209,Ppg N4,Organic oxygen compounds,NA,-0.1323308270676692,0.5781074593622945,0.9744029589298666,20
E2,Sex-combined,Amide-Neg-000316,Acetyl-D-Alanine,Organic acids and derivatives,NA,0.13214285714285712,0.6387442188840665,0.9744029589298666,15
E2,Sex-combined,C8-Neg-003577,Ps(22:0_22:4),Lipids and lipid-like molecules,NA,0.13214285714285712,0.6387442188840665,0.9744029589298666,15
E2,Sex-combined,C8-Neg-003470,Pc(20:2cho_22:5),Lipids and lipid-like molecules,NA,0.13186813186813187,0.6676075762175147,0.9744029589298666,13
E2,Sex-combined,C8-Pos-004759,Pe(O-20:1_22:6),Lipids and lipid-like molecules,NA,-0.13106295149638802,0.6041941281040621,0.9744029589298666,18
E2,Sex-combined,Amide-Pos-001016,3-Ketocarbofuran,Organoheterocyclic compounds,NA,0.1293233082706767,0.5868527244899817,0.9744029589298666,20
E2,Sex-combined,C8-Pos-004641,N-Nervonoyl-D-Erythro-Sphingosylphosphorylcholine,Lipids and lipid-like molecules,WP4726,0.1293233082706767,0.5868527244899817,0.9744029589298666,20
E2,Sex-combined,Amide-Pos-000317,L-Pyroglutamic Acid,Organic acids and derivatives,map00480;R-HSA-156590;R-HSA-174403;R-HSA-5578998;R-HSA-5579029;WP100;WP2525,-0.12781954887218044,0.5912462398946647,0.9744029589298666,20
E2,Sex-combined,Amide-Neg-000574,N-Acetyl-L-Valine,Organic acids and derivatives,NA,0.12631578947368421,0.5956535128148985,0.9744029589298666,20
E2,Sex-combined,C8-Pos-000342,Palmitic Acid,Lipids and lipid-like molecules,map00062;map00071;map00100;map00120;map00561;R-HSA-112310;R-HSA-1368082;R-HSA-1368108;R-HSA-1592230;R-HSA-163560;R-HSA-1655829;R-HSA-192456;R-HSA-1989781;R-HSA-202131;R-HSA-203615;R-HSA-2151201;R-HSA-2187335;R-HSA-2426168;R-HSA-2453902;R-HSA-2980736;R-HSA-373760;R-HSA-381340;R-HSA-381771;R-HSA-400206;R-HSA-400253;R-HSA-400451;R-HSA-400508;R-HSA-400511;R-HSA-422356;R-HSA-425397;R-HSA-434313;R-HSA-434316;R-HSA-444209;R-HSA-5619108;R-HSA-6806667;R-HSA-75105;R-HSA-75876;R-HSA-75896;R-HSA-804914;R-HSA-8848584;R-HSA-8935690;R-HSA-8963743;R-HSA-8979227;R-HSA-9009391;R-HSA-9648002;R-HSA-9707564;R-HSA-9707616;R-HSA-975634;R-HSA-9843745;R-HSA-9845614;WP357;WP3602;WP3965;WP4724;WP4853;WP4949;WP5181;WP5315,0.12631578947368421,0.5956535128148985,0.9744029589298666,20
E2,Sex-combined,C8-Neg-003404,Ps 40:5,Lipids and lipid-like molecules,NA,-0.12500000000000003,0.6326406085600338,0.9744029589298666,17
E2,Sex-combined,C18-Pos-000742,Uric Acid,Organoheterocyclic compounds,R-HSA-189200;R-HSA-2672351;R-HSA-549132;R-HSA-561048;R-HSA-5619047;R-HSA-5619071;R-HSA-74259;R-HSA-8956319;WP4224;WP4507;WP4792,0.12487100103199174,0.62152591689147,0.9744029589298666,18
E2,Sex-combined,Amide-Pos-002228,1-Oleoyl-2-Myristoyl-Sn-Glycero-3-Phosphocholine,Lipids and lipid-like molecules,NA,0.12481203007518797,0.6000744184144979,0.9744029589298666,20
E2,Sex-combined,C8-Neg-002622,Lpc(23:6),Lipids and lipid-like molecules,NA,-0.12456140350877194,0.6113997291771749,0.9744029589298666,19
E2,Sex-combined,C8-Pos-004302,Pc(18:1_16:2),Lipids and lipid-like molecules,NA,-0.12456140350877194,0.6113997291771749,0.9744029589298666,19
E2,Sex-combined,C8-Neg-003309,Cl(18:0_20:1cho_23:1_21:2),Lipids and lipid-like molecules,NA,0.12330827067669173,0.604508830626885,0.9744029589298666,20
E2,Sex-combined,C8-Pos-000506,D-Erythro-Sphinganine,Organic nitrogen compounds,WP1422;WP4142;WP4577;WP4725;WP4726;WP5121;WP5194,0.12280701754385966,0.616466051759438,0.9744029589298666,19
E2,Sex-combined,C8-Pos-000709,Stearoyl Ethanolamide,Organic nitrogen compounds,R-HSA-112310,0.1218045112781955,0.608956622164901,0.9744029589298666,20
E2,Sex-combined,Amide-Neg-000340,Xylose,Organic oxygen compounds,NA,0.1214285714285714,0.6664011137233894,0.9744029589298666,15
E2,Sex-combined,Amide-Neg-000527,D-(+)-Arabitol,Organic oxygen compounds,NA,-0.12030075187969924,0.6134176645307821,0.9744029589298666,20
E2,Sex-combined,C8-Pos-000820,Docosanamide,Lipids and lipid-like molecules,NA,-0.12030075187969924,0.6134176645307821,0.9744029589298666,20
E2,Sex-combined,C8-Pos-004775,Pc(16:0_22:6),Lipids and lipid-like molecules,NA,0.12030075187969924,0.6134176645307821,0.9744029589298666,20
E2,Sex-combined,Amide-Pos-000561,Acetyl-Β-Methylcholine,Organic nitrogen compounds,NA,-0.1188811188811189,0.7128842192147713,0.9744029589298666,12
E2,Sex-combined,Amide-Neg-000145,Histamine,Organic nitrogen compounds,map00340;R-HSA-2408508;R-HSA-375280;R-HSA-390650;R-HSA-442660;R-HSA-549127;R-HSA-549132;R-HSA-70921;WP2596;WP2597;WP4486;WP4545;WP5097;WP550;WP58,0.11785714285714284,0.6757115292213041,0.9744029589298666,15
E2,Sex-combined,C8-Pos-005020,Pc(11:1_29:4),Lipids and lipid-like molecules,NA,0.11785714285714284,0.6757115292213041,0.9744029589298666,15
E2,Sex-combined,C8-Neg-000556,"7(Z),10(Z),13(Z),16(Z)-Docosatetraenoic Acid",Lipids and lipid-like molecules,map00592;R-HSA-2980736;R-HSA-381771;R-HSA-400508;R-HSA-444209;WP4723;WP5122;WP5321,0.11729323308270678,0.6223789817630216,0.9744029589298666,20
E2,Sex-combined,C8-Pos-003290,Tg(2:0_11:0_23:4),Lipids and lipid-like molecules,NA,-0.11729323308270678,0.6223789817630216,0.9744029589298666,20
E2,Sex-combined,C8-Pos-004241,Hex1cer(D24:2_12:0),Lipids and lipid-like molecules,NA,-0.11729323308270678,0.6223789817630216,0.9744029589298666,20
E2,Sex-combined,C8-Pos-005260,Tg(15:0_15:0_24:6),Lipids and lipid-like molecules,NA,0.11729323308270678,0.6223789817630216,0.9744029589298666,20
E2,Sex-combined,Amide-Neg-000118,3-Hydroxybutyric Acid,Organic acids and derivatives,map00072;R-HSA-3296197;R-HSA-433692;R-HSA-5619070;R-HSA-74182;R-HSA-77108;R-HSA-77111;R-HSA-9749641;WP3602;WP4686;WP4742;WP5175;WP5195;WP661,-0.11578947368421053,0.6368959292043233,0.9744029589298666,19
E2,Sex-combined,Amide-Pos-000025,Putrescine,Organic nitrogen compounds,map00270;R-HSA-140179;R-HSA-141334;R-HSA-351143;R-HSA-351200;R-HSA-351202;WP2525;WP3580;WP4157;WP497,-0.11578947368421053,0.6368959292043233,0.9744029589298666,19
E2,Sex-combined,C8-Neg-003382,Cl(23:1_19:4cho_22:4_22:4cho),Lipids and lipid-like molecules,NA,0.11578947368421051,0.6268789936728247,0.9744029589298666,20
E2,Sex-combined,C8-Pos-001474,Diosgenin,Lipids and lipid-like molecules,NA,0.11578947368421051,0.6268789936728247,0.9744029589298666,20
E2,Sex-combined,C8-Pos-002844,Dg(16:0_16:1),Lipids and lipid-like molecules,NA,0.11578947368421051,0.6268789936728247,0.9744029589298666,20
E2,Sex-combined,Amide-Pos-000224,D-Proline,Organic acids and derivatives,map00330,0.11428571428571428,0.631391730518438,0.9744029589298666,20
E2,Sex-combined,Amide-Neg-001431,D-Glucose 6-Phosphate,Organic oxygen compounds,map00052;map00520;map00562;R-HSA-1483249;R-HSA-1855183;WP134;WP1946;WP3915;WP4141;WP4290;WP4297;WP5153;WP5173;WP5178;WP5211;WP5216;WP5312;WP5314;WP534;WP5380;WP5394;WP698,0.11278195488721804,0.6359170579042358,0.9744029589298666,20
E2,Sex-combined,Amide-Neg-000141,"2,6-Dihydroxypyridine Hcl",Organoheterocyclic compounds,NA,-0.11127819548872181,0.6404548402871413,0.9744029589298666,20
E2,Sex-combined,C8-Pos-005755,Pc(36:6_13:4cooh),Lipids and lipid-like molecules,NA,0.11127819548872181,0.6404548402871408,0.9744029589298666,20
E2,Sex-combined,Amide-Pos-000475,Dl-Glutamine,Organic acids and derivatives,WP4157;WP4290;WP4504;WP5029;WP5049;WP5220;WP5314,-0.10977443609022557,0.6450049409876999,0.9744029589298666,20
E2,Sex-combined,C8-Pos-003944,Pc(O-24:5_10:0),Lipids and lipid-like molecules,NA,-0.10977443609022557,0.6450049409876999,0.9744029589298666,20
E2,Sex-combined,C18-Neg-000283,Octanedioic Acid,Lipids and lipid-like molecules,NA,0.10835913312693499,0.6686595229846738,0.9744029589298666,18
E2,Sex-combined,Amide-Neg-001445,D-Mannitol 1-Phosphate,Organic oxygen compounds,NA,-0.10701754385964912,0.6627888858333018,0.9744029589298666,19
E2,Sex-combined,Amide-Pos-002176,"1,2-Dipentadecanoyl-Sn-Glycero-3-Phosphocholine",Lipids and lipid-like molecules,NA,0.10676691729323308,0.6541415450094847,0.9744029589298666,20
E2,Sex-combined,C8-Pos-000787,1-Linoleoyl Glycerol,Lipids and lipid-like molecules,NA,0.10676691729323308,0.6541415450094847,0.9744029589298666,20
E2,Sex-combined,C18-Neg-000020,Methyl Dihydrogen Phosphate,Organic acids and derivatives,NA,0.10588235294117646,0.6963341050381157,0.9744029589298666,16
E2,Sex-combined,Amide-Neg-000219,N-Acetylglycine,Organic acids and derivatives,NA,0.10526315789473684,0.6587277693915814,0.9744029589298666,20
E2,Sex-combined,C8-Neg-003538,Pc(20:4cooh_23:6),Lipids and lipid-like molecules,NA,-0.10526315789473684,0.6587277693915816,0.9744029589298666,20
E2,Sex-combined,C8-Pos-002038,1-Palmitoyl-Sn-Glycero-3-Phosphocholine,Lipids and lipid-like molecules,map00564;WP4949,-0.10526315789473684,0.6587277693915816,0.9744029589298666,20
E2,Sex-combined,C8-Pos-000500,Rjipnphmqgdubw-Lrankocbsa-N,Lipids and lipid-like molecules,NA,0.1043956043956044,0.7343037452877028,0.9744029589298666,13
E2,Sex-combined,C18-Neg-001640,2'-Guanylic Acid,Organic oxygen compounds,NA,-0.1042311661506708,0.6806381463141874,0.9744029589298666,18
E2,Sex-combined,Amide-Pos-000235,"N,N-Dimethyl-Beta-Alanine Hcl",Organic nitrogen compounds,NA,0.10225563909774436,0.66793535735332,0.9744029589298666,20
E2,Sex-combined,Amide-Pos-000563,5-Methyl D-Glutamate,Organic acids and derivatives,NA,0.1,0.683771944252574,0.9744029589298666,19
E2,Sex-combined,Amide-Neg-001061,2-Deoxyribose 5-Phosphate,Organic oxygen compounds,R-HSA-71336,0.09999999999999998,0.7228973252791182,0.9744029589298666,15
E2,Sex-combined,C18-Pos-000763,N-Acetylglutamic Acid,Organic acids and derivatives,R-HSA-70635;WP4571;WP4583;WP4595;WP497,-0.09999999999999998,0.7228973252791173,0.9744029589298666,15
E2,Sex-combined,Amide-Pos-000319,L-Glutamic Acid,Organic acids and derivatives,map00250;map00270;map00280;map00310;map00330;map00340;map00350;map00360;map00380;map00410;map00480;map00520;map00590;map00640;map00670;map00760;map00910;R-HSA-112310;R-HSA-112313;R-HSA-156590;R-HSA-1614558;R-HSA-1614635;R-HSA-174403;R-HSA-196757;R-HSA-196807;R-HSA-210455;R-HSA-210500;R-HSA-2142691;R-HSA-2682334;R-HSA-352230;R-HSA-379716;R-HSA-379724;R-HSA-379726;R-HSA-3928662;R-HSA-399710;R-HSA-399721;R-HSA-420499;R-HSA-428643;R-HSA-438064;R-HSA-438066;R-HSA-442742;R-HSA-442755;R-HSA-442982;R-HSA-446210;R-HSA-446219;R-HSA-451306;R-HSA-451307;R-HSA-451308;R-HSA-451326;R-HSA-499943;R-HSA-500657;R-HSA-500753;R-HSA-5423646;R-HSA-5578999;R-HSA-5579029;R-HSA-5619062;R-HSA-5619067;R-HSA-5619076;R-HSA-5628897;R-HSA-6794362;R-HSA-70263;R-HSA-70268;R-HSA-70326;R-HSA-70635;R-HSA-70688;R-HSA-70895;R-HSA-70921;R-HSA-71064;R-HSA-71240;R-HSA-73817;R-HSA-8849932;R-HSA-888568;R-HSA-888590;R-HSA-8955332;R-HSA-8956320;R-HSA-8963684;R-HSA-8963691;R-HSA-8963693;R-HSA-8964539;R-HSA-8964540;R-HSA-9018677;R-HSA-9026395;R-HSA-9026762;R-HSA-9026766;R-HSA-916853;R-HSA-9617324;R-HSA-9620244;R-HSA-9659379;R-HSA-9662360;R-HSA-9664535;R-HSA-9717189;R-HSA-9717207;R-HSA-9748787;R-HSA-9753281;R-HSA-977347;R-HSA-9856872;WP100;WP2333;WP2447;WP2485;WP3580;WP3602;WP3853;WP3869;WP4008;WP4157;WP4159;WP4222;WP4224;WP4225;WP4228;WP4259;WP4315;WP4504;WP4571;WP4583;WP4595;WP4661;WP4688;WP497;WP5026;WP5029;WP5094;WP5213;WP5312;WP5402;WP550,-0.09924812030075188,0.6771888443218219,0.9744029589298666,20
E2,Sex-combined,C18-Pos-001332,Hypaphorine,Organic acids and derivatives,NA,0.09924812030075188,0.6771888443218217,0.9744029589298666,20
E2,Sex-combined,C18-Neg-000218,Meglutol,Lipids and lipid-like molecules,WP4686,-0.09803921568627452,0.7081513097186047,0.9744029589298666,17
E2,Sex-combined,C8-Pos-004875,Ps 20:2_20:2,Lipids and lipid-like molecules,NA,-0.09774436090225563,0.6818324385070819,0.9744029589298666,20
E2,Sex-combined,Amide-Neg-000104,Ethyl Acetoacetate,Organic acids and derivatives,map00072;map00280;map00350;map00360;map00650;R-HSA-433692;R-HSA-5619070;R-HSA-74182;R-HSA-77108;R-HSA-77111;R-HSA-8963684;R-HSA-8963691;R-HSA-9749641;WP3602;WP4190;WP4506;WP4686;WP4742;WP5175;WP5195,0.09705882352941177,0.7206513082372035,0.9744029589298666,16
E2,Sex-combined,C8-Neg-000679,Lithocholic Acid,Lipids and lipid-like molecules,map00120;R-HSA-156584;R-HSA-159418;R-HSA-192105;R-HSA-193368;R-HSA-193807;R-HSA-194068;R-HSA-1989781;R-HSA-211976;R-HSA-400206;WP5273,-0.09624060150375939,0.6864870716570239,0.9744029589298666,20
E2,Sex-combined,C8-Pos-000033,"1,3-Diphenylacetone",Phenylpropanoids and polyketides,NA,-0.09624060150375939,0.6864870716570239,0.9744029589298666,20
E2,Sex-combined,Amide-Neg-000753,N-Formyl-L-Methionine,Organic acids and derivatives,NA,0.09597523219814241,0.7048123642968973,0.9744029589298666,18
E2,Sex-combined,C18-Neg-000934,Yrquylsqfnxrba-Izzdovswsa-N,Lipids and lipid-like molecules,NA,0.09597523219814241,0.7048123642968973,0.9744029589298666,18
E2,Sex-combined,Amide-Pos-000155,L-Serine,Organic acids and derivatives,map00270;map00450;map00910;R-HSA-1483101;R-HSA-1614558;R-HSA-1614603;R-HSA-1614635;R-HSA-1660661;R-HSA-196757;R-HSA-2408508;R-HSA-2408557;R-HSA-352230;R-HSA-379716;R-HSA-379724;R-HSA-379726;R-HSA-442660;R-HSA-5619044;R-HSA-5619094;R-HSA-5659735;R-HSA-977347;WP1422;WP1495;WP1533;WP176;WP241;WP2525;WP2533;WP3933;WP3996;WP4142;WP4259;WP4290;WP4297;WP4504;WP4577;WP4589;WP4628;WP4688;WP4725;WP4726;WP5028;WP5029;WP5049;WP5121;WP5166;WP5194;WP5213;WP5312,0.09473684210526316,0.6911525963694354,0.9744029589298666,20
E2,Sex-combined,C8-Pos-000642,"16-Hydroxycleroda-3,13-Dien-15,16-Olide",Lipids and lipid-like molecules,NA,0.09473684210526316,0.6911525963694354,0.9744029589298666,20
E2,Sex-combined,Amide-Neg-000323,6-Aminocaproic Acid,Lipids and lipid-like molecules,NA,-0.0945054945054945,0.7479382611415475,0.9744029589298666,14
E2,Sex-combined,Amide-Neg-000171,Glutaric Anhydride,Organoheterocyclic compounds,NA,0.09391124871001032,0.7108992592881785,0.9744029589298666,18
E2,Sex-combined,Amide-Pos-000836,Cystathionine,Organic acids and derivatives,NA,0.09323308270676692,0.6958288642370747,0.9744029589298666,20
