hormone,subset,covariate,compound_id,Name,Super.Class,Pathways,rho,p,fdr,sig,n
E2,Sex-combined,Sex,C8-Pos-004362,"1,3,5-Tris(3,5-Di-Tert-Butyl-4-Hydroxybenzyl)-1,3,5-Triazine-2,4,6(1h,3h,5h)-Trione",Benzenoids,NA,-0.4808063688563766,0.043398668297152374,0.863701637440574,FALSE,19
E2,Sex-combined,Sex,Amide-Neg-000344,L-Ornithine,Organic acids and derivatives,map00330;R-HSA-351202;R-HSA-352230;R-HSA-420499;R-HSA-70635;R-HSA-71288;R-HSA-8964539;WP2525;WP3580;WP3602;WP4225;WP4571;WP4583;WP4595;WP497;WP5026;WP5078;WP661,0.47861254788858787,0.0445037147737201,0.863701637440574,FALSE,19
E2,Sex-combined,Sex,C8-Pos-004631,Pc(15:1cho_22:2),Lipids and lipid-like molecules,NA,-0.4779579933350636,0.03847359700052592,0.863701637440574,FALSE,20
E2,Sex-combined,Sex,C8-Pos-005302,Pe(26:4_19:6cooh),Lipids and lipid-like molecules,NA,-0.4768961841877625,0.061793368402629806,0.863701637440574,FALSE,17
E2,Sex-combined,Sex,Amide-Pos-000372,Asparagine,Organic acids and derivatives,map00250;map00910;R-HSA-352230;R-HSA-379716;R-HSA-379724;R-HSA-379726;R-HSA-442660;R-HSA-5676934;R-HSA-8963693;WP106;WP3953;WP4290,0.47597640598409824,0.03940052702284694,0.863701637440574,FALSE,20
E2,Sex-combined,Sex,Amide-Pos-001865,Guanosine-5'-Triphosphate,"Nucleosides, nucleotides, and analogues",map00020;map00051;map00250;map00620;map00790;R-HSA-114608;R-HSA-1445148;R-HSA-1483255;R-HSA-1660499;R-HSA-1660514;R-HSA-2132295;R-HSA-432040;R-HSA-445717;R-HSA-5620920;R-HSA-5620922;R-HSA-5620924;R-HSA-5624138;R-HSA-6811438;R-HSA-76005;R-HSA-8854214;R-HSA-9007101;R-HSA-983170;WP4236;WP4539;WP4928;WP4969;WP5366;WP585;WP78,0.474969474969475,0.03987808468822966,0.863701637440574,FALSE,20
E2,Sex-combined,Sex,Amide-Neg-001422,Adenosine Triphosphate (Atp),"Nucleosides, nucleotides, and analogues",map00020;map00051;map00052;map00071;map00100;map00120;map00190;map00250;map00270;map00280;map00330;map00340;map00360;map00380;map00450;map00480;map00520;map00561;map00562;map00620;map00640;map00650;map00670;map00730;map00740;map00760;map00770;map00780;map00910;map00920;map01040;WP111;WP1584;WP1602;WP176;WP2267;WP2333;WP2485;WP2533;WP2571;WP3580;WP3656;WP3869;WP4141;WP4191;WP4195;WP4206;WP4224;WP4236;WP4292;WP4317;WP4321;WP4518;WP4628;WP4629;WP4742;WP4900;WP4950;WP521;WP5283;WP531;WP5396;WP623;WP692;WP698;WP704;WP715;WP78,0.4683729490194961,0.04311775725638966,0.863701637440574,FALSE,20
E2,Sex-combined,Sex,C8-Pos-000708,"N,N-Dimethylsphingosine",Organic nitrogen compounds,NA,-0.46774310301552435,0.04343733193967805,0.863701637440574,FALSE,20
E2,Sex-combined,Sex,Amide-Pos-001585,S-Adenosylmethionine,"Nucleosides, nucleotides, and analogues",NA,-0.4643525680955496,0.045188947575693694,0.863701637440574,FALSE,20
E2,Sex-combined,Sex,Amide-Neg-001626,Uridine 5'-Diphosphoglucuronic Acid,"Nucleosides, nucleotides, and analogues",map00150;map00520;map00860;WP3871;WP4784;WP5312;WP698,0.45767422396904844,0.04879664522933432,0.863701637440574,FALSE,20
E2,Sex-combined,Sex,C18-Pos-000695,2-Aminocaprylate,Organic acids and derivatives,NA,0.4541559883701746,0.050783367017484315,0.863701637440574,FALSE,20
E2,Sex-combined,Sex,C8-Neg-000223,Dodecyl Sulfate,Organic acids and derivatives,NA,0.4500277803500589,0.05319227615111599,0.863701637440574,FALSE,20
E2,Sex-combined,Sex,C8-Neg-003274,Cl(12:0cooh_22:0_24:1_21:2),Lipids and lipid-like molecules,NA,0.4500054199481194,0.053205555606975465,0.863701637440574,FALSE,20
E2,Sex-combined,Sex,C8-Pos-001297,Bis(4-Ethylbenzylidene)Sorbitol,Organoheterocyclic compounds,NA,-0.4494058246638205,0.05356258316359907,0.863701637440574,FALSE,20
E2,Sex-combined,Sex,Amide-Neg-002149,Uridine 5'-Triphosphate Sodium Salt,"Nucleosides, nucleotides, and analogues",map00052;map00520;R-HSA-156588;R-HSA-173599;R-HSA-3322077;R-HSA-417957;R-HSA-418038;R-HSA-429914;R-HSA-429947;R-HSA-446210;R-HSA-446219;R-HSA-499943;R-HSA-5683826;R-HSA-6807505;R-HSA-8850843;R-HSA-8956319;R-HSA-8982491;R-HSA-9816359;R-HSA-9820865;WP4022;WP4225;WP4584;WP466;WP4900;WP698,0.4490831387994795,0.0537554756776062,0.863701637440574,FALSE,20
E2,Sex-combined,Sex,C18-Pos-000219,N-Methylcyclohexylamine,Organic nitrogen compounds,NA,0.4479130653927983,0.05445932992688747,0.863701637440574,FALSE,20
E2,Sex-combined,Sex,Amide-Pos-001621,Cytidine 5'-Diphosphate,"Nucleosides, nucleotides, and analogues",R-HSA-446199;R-HSA-446219;R-HSA-499943;R-HSA-8850843;R-HSA-8956319;R-HSA-9660826;R-HSA-9664424;WP4022;WP4225;WP4584,0.44265216035999416,0.05771055398162599,0.863701637440574,FALSE,20
E2,Sex-combined,Sex,Amide-Neg-000697,Dl-Arginine,Organic acids and derivatives,WP5029;WP5078;WP5192,0.4408028551230044,0.05888751802102134,0.863701637440574,FALSE,20
E2,Sex-combined,Sex,Amide-Pos-000411,Hypoxanthtine,Organoheterocyclic compounds,R-HSA-110331;R-HSA-425397;R-HSA-73884;R-HSA-73927;R-HSA-73929;R-HSA-74217;R-HSA-74259;R-HSA-83936;R-HSA-8956319;R-HSA-8956321;R-HSA-9734207;R-HSA-9734281;R-HSA-9735804;WP4224;WP4792;WP661,-0.43768133918819163,0.06091507651545901,0.863701637440574,FALSE,20
E2,Sex-combined,Sex,Amide-Pos-000448,Proline Betaine,Organic acids and derivatives,NA,0.43414524575982305,0.06327484523374169,0.863701637440574,FALSE,20
E2,Sex-combined,Sex,C8-Neg-003610,Pc(19:5cooh_25:8),Lipids and lipid-like molecules,NA,0.4556844358596701,0.06602711846294093,0.8682199759081259,FALSE,18
E2,Sex-combined,Sex,C8-Neg-003063,Pi(O-5:0_21:0),Lipids and lipid-like molecules,NA,0.42906230453089206,0.06678615199293277,0.8682199759081259,FALSE,20
E2,Sex-combined,Sex,C8-Neg-002972,Oahfa(15:1_27:4),Lipids and lipid-like molecules,NA,-0.43766790324237936,0.06930032529883828,0.8799529677480395,FALSE,19
E2,Sex-combined,Sex,C18-Pos-001575,Asp-Phe,Organic acids and derivatives,NA,0.4221323761002711,0.07180541555144078,0.8910399293428787,FALSE,20
E2,Sex-combined,Sex,C18-Pos-000393,L-Aspartic Acid,Organic acids and derivatives,map00250;map00330;map00350;map00410;map00910;R-HSA-1638091;R-HSA-2024096;R-HSA-379716;R-HSA-379724;R-HSA-379726;R-HSA-389661;R-HSA-500753;R-HSA-5619062;R-HSA-5619067;R-HSA-5676934;R-HSA-70635;R-HSA-73817;R-HSA-8956320;R-HSA-8963691;R-HSA-8963693;R-HSA-8964208;R-HSA-8964539;R-HSA-9717189;R-HSA-9717207;R-HSA-9856872;WP106;WP3602;WP4224;WP4225;WP4519;WP4571;WP4583;WP4595;WP497;WP5029;WP534;WP5365,0.4297980913260756,0.07505001109469676,0.9106068012823207,FALSE,19
E2,Sex-combined,Sex,Amide-Pos-001079,Inosine,"Nucleosides, nucleotides, and analogues",R-HSA-2161522;R-HSA-2161541;R-HSA-425397;R-HSA-5619063;R-HSA-5683826;R-HSA-74217;R-HSA-74259;R-HSA-83936;R-HSA-8956319;R-HSA-8956321;R-HSA-9735763;R-HSA-9735786;R-HSA-9735804;R-HSA-9755088;WP4224;WP4485;WP4792,-0.41134956923021004,0.0801656586676771,0.9515315137511238,FALSE,20
E2,Sex-combined,Sex,Amide-Neg-000195,L-Malic Acid,Organic acids and derivatives,map00020;map00620;R-HSA-1614517;R-HSA-1614558;R-HSA-1614635;R-HSA-428643;R-HSA-70263;R-HSA-70268;R-HSA-70326;R-HSA-71403;R-HSA-9856872;WP106;WP2453;WP3602;WP4206;WP4236;WP4241;WP4290;WP4315;WP4595;WP4661;WP5046;WP5050;WP5213;WP534;WP5401;WP5434;WP661;WP78,0.42442899702085407,0.13038327546901424,0.9534436589801626,FALSE,15
E2,Sex-combined,Sex,C18-Pos-001644,Adenylyl(3'-5')Cytidine,"Nucleosides, nucleotides, and analogues",NA,0.41715192240923643,0.08501400714251921,0.9534436589801626,FALSE,19
E2,Sex-combined,Sex,Amide-Pos-002120,Dihydronicotinamide-Adenine Dinucleotide,"Nucleosides, nucleotides, and analogues",NA,-0.41636416091547634,0.08566507275625172,0.9534436589801626,FALSE,19
E2,Sex-combined,Sex,Amide-Neg-000094,Levulinic Acid,Organic acids and derivatives,NA,0.4089264370582064,0.09199237231099854,0.9534436589801626,FALSE,19
E2,Sex-combined,Sex,Amide-Neg-001041,Phosphocreatine,Organic acids and derivatives,map00330;R-HSA-71288;WP4584;WP4628;WP497;WP5190,0.40304226680923677,0.0870803091636187,0.9534436589801626,FALSE,20
E2,Sex-combined,Sex,C8-Neg-003578,Pc(19:1cooh_23:3),Lipids and lipid-like molecules,NA,0.3998821345177704,0.11175289117545209,0.9534436589801626,FALSE,18
E2,Sex-combined,Sex,Amide-Pos-002316,Pe(18:0_22:6),Lipids and lipid-like molecules,NA,0.39982050285327403,0.11181325429365307,0.9534436589801626,FALSE,18
E2,Sex-combined,Sex,Amide-Neg-000484,L-Lysine,Organic acids and derivatives,map00310;map00780;R-HSA-196780;R-HSA-264876;R-HSA-2980736;R-HSA-352230;R-HSA-379716;R-HSA-379724;R-HSA-379726;R-HSA-420499;R-HSA-442660;R-HSA-5223345;R-HSA-5619094;R-HSA-5619113;R-HSA-5660883;R-HSA-5689603;R-HSA-71064;WP4228;WP661,0.3932562701932439,0.09577489337022144,0.9534436589801626,FALSE,20
E2,Sex-combined,Sex,C8-Pos-005192,Ps(20:5_24:4),Lipids and lipid-like molecules,NA,-0.39271563751646055,0.09627294574080147,0.9534436589801626,FALSE,20
E2,Sex-combined,Sex,Amide-Neg-001170,N-Beta-Alanyl-L-Histidine,Organic acids and derivatives,map00340;map00410;R-HSA-70921;WP106;WP4486;WP5313,0.3883543334624816,0.10035977305509339,0.9534436589801626,FALSE,20
E2,Sex-combined,Sex,Amide-Pos-000536,L-Histidine,Organic acids and derivatives,map00340;map00410;map00910;R-HSA-352230;R-HSA-379716;R-HSA-379724;R-HSA-379726;R-HSA-427975;R-HSA-442660;R-HSA-5223345;R-HSA-5619094;R-HSA-70921;R-HSA-71240;WP4486;WP4661;WP5313;WP550;WP661,0.38473492240887175,0.10384556112984011,0.9534436589801626,FALSE,20
E2,Sex-combined,Sex,Amide-Pos-000599,1-Methylhistidine,Organic acids and derivatives,map00340;map00410,0.3844339622641509,0.12761317801683084,0.9534436589801626,FALSE,18
E2,Sex-combined,Sex,Amide-Neg-000214,L-Valine,Organic acids and derivatives,map00280;map00640;R-HSA-352230;R-HSA-379716;R-HSA-379724;R-HSA-379726;R-HSA-442660;R-HSA-5619044;R-HSA-5619094;R-HSA-5659735;R-HSA-70895;R-HSA-71240;WP3953;WP4225;WP4233;WP4686;WP661,0.3825519412365297,0.10598971026638133,0.9534436589801626,FALSE,20
E2,Sex-combined,Sex,Amide-Pos-000296,5-Methylcytosine,Organoheterocyclic compounds,R-HSA-212300;R-HSA-427413;R-HSA-5221030;R-HSA-5250941;R-HSA-5334118;R-HSA-73728;R-HSA-73854;R-HSA-73864;R-HSA-9816359;R-HSA-9821002;R-HSA-9842860;R-HSA-9845323;WP3585,-0.3812923018467849,0.10724134936991417,0.9534436589801626,FALSE,20
E2,Sex-combined,Sex,Amide-Pos-000383,Adenine,Organoheterocyclic compounds,R-HSA-110331;R-HSA-1237112;R-HSA-1614635;R-HSA-425397;R-HSA-5619063;R-HSA-73884;R-HSA-73927;R-HSA-73929;R-HSA-74217;R-HSA-83936;R-HSA-8956321;R-HSA-9734195;R-HSA-9734207;R-HSA-9735804;WP3580;WP4224;WP4792;WP5078;WP80,-0.38071403239630947,0.1190797757325062,0.9534436589801626,FALSE,19
E2,Sex-combined,Sex,Amide-Pos-000376,L(+)-Ornithine,Organic acids and derivatives,map00330;R-HSA-351202;R-HSA-352230;R-HSA-420499;R-HSA-70635;R-HSA-71288;R-HSA-8964539;WP2525;WP3580;WP3602;WP4225;WP4571;WP4583;WP4595;WP497;WP5026;WP5078;WP661,0.38060372496491884,0.1079300294327122,0.9534436589801626,FALSE,20
E2,Sex-combined,Sex,C8-Pos-003647,Lpe 34:1,Lipids and lipid-like molecules,NA,0.3795797057998649,0.10896007255945024,0.9534436589801626,FALSE,20
E2,Sex-combined,Sex,C18-Pos-002636,S-4-(2-Oxo-Butyl)Glutathione,Organic acids and derivatives,NA,0.37628737703606707,0.12379208270229795,0.9534436589801626,FALSE,19
E2,Sex-combined,Sex,Amide-Pos-000754,Acetyl-L-Carnitine,Lipids and lipid-like molecules,map01040;R-HSA-389887;R-HSA-390918;WP106,0.3751614369074914,0.11348533879538765,0.9534436589801626,FALSE,20
E2,Sex-combined,Sex,C8-Pos-004628,Pc(9:0_28:7),Lipids and lipid-like molecules,NA,0.3734170708405649,0.11530843019608464,0.9534436589801626,FALSE,20
E2,Sex-combined,Sex,Amide-Pos-000094,3-(Ethenyloxy)Propan-1-Amine,Organic oxygen compounds,NA,0.37142517854293516,0.11741568259453115,0.9534436589801626,FALSE,20
E2,Sex-combined,Sex,Amide-Neg-001243,D-Ribose 5-Phosphate,Organic oxygen compounds,R-HSA-163754;R-HSA-2393930;R-HSA-5663084;R-HSA-6791465;R-HSA-71336;R-HSA-73843;R-HSA-74259;R-HSA-8956319;WP134;WP3602;WP4224;WP4290;WP4297;WP4792;WP5043;WP5220,0.3681361842931286,0.12095499451203878,0.9534436589801626,FALSE,20
E2,Sex-combined,Sex,C8-Neg-003619,Ps(22:3_24:7),Lipids and lipid-like molecules,NA,-0.36729029565248283,0.12187738214931686,0.9534436589801626,FALSE,20
E2,Sex-combined,Sex,C18-Pos-002570,Myristoyl-L-Carnitine,Lipids and lipid-like molecules,NA,0.36502289282203854,0.1243744495635835,0.9534436589801626,FALSE,20
E2,Sex-combined,Sex,Amide-Neg-000135,D-Glyceric Acid,Organic oxygen compounds,map00561;R-HSA-5652084;R-HSA-70350;WP5166;WP5178,0.3634452429079855,0.1261331383175278,0.9534436589801626,FALSE,20
E2,Sex-combined,Sex,C8-Pos-005434,Pi(18:0_22:6),Lipids and lipid-like molecules,NA,-0.3620394740290958,0.1277149766126861,0.9534436589801626,FALSE,20
E2,Sex-combined,Sex,Amide-Neg-000331,D-Asparagine,Organic acids and derivatives,NA,0.3620268620268621,0.12772923134034658,0.9534436589801626,FALSE,20
E2,Sex-combined,Sex,Amide-Pos-000747,"N3,N4-Dimethyl-L-Arginine",Organic acids and derivatives,WP4947,-0.3604038601221446,0.12957301986664505,0.9534436589801626,FALSE,20
E2,Sex-combined,Sex,C18-Pos-002454,Guanosine-5'-Monophosphate,"Nucleosides, nucleotides, and analogues",map00250;R-HSA-157579;R-HSA-174414;R-HSA-174417;R-HSA-174437;R-HSA-180786;R-HSA-2485179;R-HSA-2514856;R-HSA-3000480;R-HSA-3299685;R-HSA-392154;R-HSA-4086398;R-HSA-418346;R-HSA-418457;R-HSA-425397;R-HSA-429914;R-HSA-429958;R-HSA-430039;R-HSA-499943;R-HSA-69166;R-HSA-69183;R-HSA-69186;R-HSA-69190;R-HSA-69239;R-HSA-72086;R-HSA-727802;R-HSA-73817;R-HSA-73886;R-HSA-74217;R-HSA-74259;R-HSA-8850843;R-HSA-8956319;R-HSA-8956320;R-HSA-8956321;R-HSA-9660826;R-HSA-9664424;R-HSA-9717189;R-HSA-9717207;WP411;WP4222;WP4224;WP4792;WP5294;WP5348,-0.3591871166469571,0.13096753557419816,0.9534436589801626,FALSE,20
E2,Sex-combined,Sex,Amide-Pos-000661,N8-Acetylspermidine,Organic acids and derivatives,NA,-0.44359860211906743,0.14860101303574452,0.9595466927602103,FALSE,13
E2,Sex-combined,Sex,C8-Pos-004340,Pc(19:1_15:0),Lipids and lipid-like molecules,NA,0.41565114387876034,0.15779336904737107,0.9595466927602103,FALSE,14
E2,Sex-combined,Sex,Amide-Neg-000866,N-Acetyl-L-Methionine,Organic acids and derivatives,NA,0.4142665472473027,0.1408432902345805,0.9595466927602103,FALSE,15
E2,Sex-combined,Sex,Amide-Pos-000860,L-Ergothioneine,Organic acids and derivatives,R-HSA-549127;R-HSA-549132,0.4130675868767851,0.14211314907530362,0.9595466927602103,FALSE,15
E2,Sex-combined,Sex,C8-Pos-003929,Tg(28:6_14:3cho),Lipids and lipid-like molecules,NA,0.38729172623272046,0.15380246566046543,0.9595466927602103,FALSE,16
E2,Sex-combined,Sex,C8-Pos-003874,Pc 16:0_16:1,Lipids and lipid-like molecules,NA,0.3856739828310449,0.24141922565404317,0.9595466927602103,FALSE,12
E2,Sex-combined,Sex,C8-Pos-003685,Pe(O-26:3_7:0),Lipids and lipid-like molecules,NA,0.3839221993097365,0.14208394687525994,0.9595466927602103,FALSE,17
E2,Sex-combined,Sex,C8-Neg-003596,Ps(23:2_21:0),Lipids and lipid-like molecules,NA,-0.3830229586152079,0.19642378426732465,0.9595466927602103,FALSE,14
E2,Sex-combined,Sex,C18-Pos-002092,Adenosine 3'5'-Cyclic Monophosphate,"Nucleosides, nucleotides, and analogues",R-HSA-109703;R-HSA-109704;R-HSA-111885;R-HSA-111931;R-HSA-111933;R-HSA-111957;R-HSA-111996;R-HSA-111997;R-HSA-112040;R-HSA-112043;R-HSA-112399;R-HSA-1296061;R-HSA-1296071;R-HSA-1489509;R-HSA-163359;R-HSA-163615;R-HSA-164378;R-HSA-165160;R-HSA-170660;R-HSA-180024;R-HSA-2404192;R-HSA-2428924;R-HSA-2428928;R-HSA-381676;R-HSA-392517;R-HSA-418597;R-HSA-422356;R-HSA-432040;R-HSA-438064;R-HSA-442720;R-HSA-442755;R-HSA-445717;R-HSA-5210891;R-HSA-5339562;R-HSA-5610787;R-HSA-70171;R-HSA-70268;R-HSA-70326;R-HSA-74751;R-HSA-74752;R-HSA-9634597;R-HSA-9660821;R-HSA-9664323;WP1403;WP1602;WP1981;WP2197;WP2355;WP2380;WP2526;WP2571;WP2636;WP3298;WP35;WP3676;WP3869;WP3876;WP391;WP4008;WP4149;WP4222;WP4321;WP4549;WP4589;WP474;WP4746;WP4808;WP4838;WP4900;WP4941;WP500;WP5085;WP5088;WP5094;WP5122;WP5191;WP5231;WP5318;WP5321;WP5342;WP5344;WP5360;WP5366;WP5408;WP5434;WP712;WP734,0.37553753609755747,0.18577264838972735,0.9595466927602103,FALSE,15
E2,Sex-combined,Sex,C8-Pos-004871,Pe(20:5_22:2),Lipids and lipid-like molecules,NA,-0.35648798312830227,0.16016027785637904,0.9595466927602103,FALSE,18
E2,Sex-combined,Sex,C8-Neg-003418,Ps(15:0_25:3),Lipids and lipid-like molecules,NA,0.3532682497967385,0.21534225549801372,0.9595466927602103,FALSE,15
E2,Sex-combined,Sex,C8-Pos-004942,Pc(21:2cho_19:4),Lipids and lipid-like molecules,NA,-0.3500085702249735,0.14182889290581027,0.9595466927602103,FALSE,20
E2,Sex-combined,Sex,Amide-Neg-002218,Cytidine-5'-Monophospho-N-Acetylneuraminic Acid,"Nucleosides, nucleotides, and analogues",map00520;WP5151,0.34956332964724024,0.14237125045629673,0.9595466927602103,FALSE,20
E2,Sex-combined,Sex,C8-Neg-002450,Lpc(20:1),Lipids and lipid-like molecules,NA,-0.348765939053407,0.14334618052894454,0.9595466927602103,FALSE,20
E2,Sex-combined,Sex,C8-Neg-003730,Pc(18:3cho_26:8),Lipids and lipid-like molecules,NA,0.34743873353326915,0.14497918457866246,0.9595466927602103,FALSE,20
E2,Sex-combined,Sex,Amide-Pos-000937,Cytarabine,"Nucleosides, nucleotides, and analogues",NA,-0.34450916845931795,0.14862945000482186,0.9595466927602103,FALSE,20
E2,Sex-combined,Sex,C8-Neg-003556,Ps(20:1_24:6),Lipids and lipid-like molecules,NA,0.34316516579280104,0.1774931677507044,0.9595466927602103,FALSE,18
E2,Sex-combined,Sex,C8-Neg-003439,Dgdg(18:0_11:1),Lipids and lipid-like molecules,NA,-0.34065934065934067,0.1535225998394784,0.9595466927602103,FALSE,20
E2,Sex-combined,Sex,Amide-Neg-001697,Udp-N-Acetylglucosamine,"Nucleosides, nucleotides, and analogues",map00520;WP5151;WP5220,0.33878194162932507,0.281389141929412,0.9595466927602103,FALSE,13
E2,Sex-combined,Sex,C8-Neg-003644,Pc(21:1cooh_23:6),Lipids and lipid-like molecules,NA,0.3370578437189742,0.15819979292223885,0.9595466927602103,FALSE,20
E2,Sex-combined,Sex,C8-Pos-004614,Pc(15:2cho_22:2),Lipids and lipid-like molecules,NA,-0.33325746456902133,0.1632405463601831,0.9595466927602103,FALSE,20
E2,Sex-combined,Sex,C18-Neg-001236,"5,5-Dimethyl-2-{[(2-Phenylacetyl)Amino]Methyl}-1,3-Thiazolane-4-Carboxylic Acid",Organic acids and derivatives,NA,-0.33154952036859436,0.19358981675189033,0.9595466927602103,FALSE,18
E2,Sex-combined,Sex,C8-Pos-001332,Palmitoylcarnitine,Lipids and lipid-like molecules,NA,0.3311932841670872,0.16602401964313232,0.9595466927602103,FALSE,20
E2,Sex-combined,Sex,Amide-Pos-001107,L-Saccharopine,Organic acids and derivatives,map00310;R-HSA-71064;WP4228,-0.33086541892336196,0.16646909866509071,0.9595466927602103,FALSE,20
E2,Sex-combined,Sex,Amide-Neg-000523,Xanthine,Organoheterocyclic compounds,R-HSA-74259;R-HSA-8956319;WP3633;WP4224;WP4507;WP4792,0.330728528224221,0.16665516945808545,0.9595466927602103,FALSE,20
E2,Sex-combined,Sex,C8-Pos-004831,2-Docosahexaenoyl-1-Stearoyl-Sn-Glycero-3-Phosphoserine,Lipids and lipid-like molecules,NA,-0.32977398844830047,0.23000363959262732,0.9595466927602103,FALSE,16
E2,Sex-combined,Sex,Amide-Pos-001025,5-Methylcytidine,"Nucleosides, nucleotides, and analogues",NA,-0.32709874889652824,0.1851935085054663,0.9595466927602103,FALSE,19
E2,Sex-combined,Sex,C8-Pos-004505,Pe(P-19:4_23:5),Lipids and lipid-like molecules,NA,0.32646232093119054,0.1725253911712292,0.9595466927602103,FALSE,20
E2,Sex-combined,Sex,C18-Pos-002507,2-(Alpha-D-Mannopyranosyl)-L-Tryptophan,Organoheterocyclic compounds,NA,0.3215473990741407,0.22458103060577267,0.9595466927602103,FALSE,17
E2,Sex-combined,Sex,C18-Pos-000567,Phloretic Acid,Phenylpropanoids and polyketides,NA,0.3203942480514286,0.18111443780375888,0.9595466927602103,FALSE,20
