"Compound.ID","Name","Formula","Sample01","Sample08","Sample09","Sample10","Sample19","Sample20","Sample32","Sample35"
"C8-Pos-005105","Pe(P-26:6_21:1)","C52 H90 N O7 P",555225.829599806,1193164.00442933,118561.798949488,138970.396836804,945902.148852994,NA,182817.151396104,482123.387795098
"C8-Pos-002320","Peg N11","C22 H46 O12",914465.065966523,1504843.83423665,925111.666172696,1580975.08240685,1549857.26224411,1183756.10910122,1491530.73008144,1178165.7384681
"C8-Pos-000470","Peg N13","C26 H54 O14",436592.610283861,666004.551227638,668732.818129282,734496.256356791,687573.19742603,569945.522539137,687631.961269538,615637.858713178
"C8-Pos-003314","Peg N14","C28 H58 O15",282714.431144045,435129.437320343,409091.65833441,456290.48266336,447396.53349726,251579.670725564,391797.066987745,405278.242604076
"C18-Pos-001272","Peg N5","C10 H22 O6",NA,320252.862122754,739134.056584689,NA,896892.985554387,1025968.2661392,NA,1118693.44876058
"C18-Pos-001609","Peg N6","C12 H26 O7",277763.536475802,NA,NA,136764.775046243,NA,94011.971086288,232730.852961,228228.138369422
"C18-Pos-002054","Peg N7","C14 H30 O8",1116866.57171234,973785.394697784,2187692.3375745,856386.634621025,1221356.44348074,692026.065315924,1083762.81457703,1239599.86666817
"C8-Pos-001222","Peg N8","C16 H34 O9",618644.002794177,1052148.51849082,612480.914795681,588219.78515783,459006.709804879,1473134.26301871,NA,594100.32984516
"C18-Pos-002148","Penicillin G","C16 H18 N2 O4 S",803812.140994414,1163407.00106454,1153589.24129921,2008947.56598744,2268043.32263046,2251597.87162271,754653.133789074,1353337.14653456
"C8-Pos-004866","Pet(16:0_27:7)","C48 H81 O8 P",1181367.06671478,2081085.52697766,1495802.10073465,1252968.01589539,1027031.20626437,54192482.4581127,1326034.94878922,1278769.51355107
"C8-Pos-004891","Pet(20:0_23:6)","C48 H83 O8 P",507858.453081314,208509.783377573,1485284.71213553,90491.2260516024,767331.690505568,NA,2334083.64724552,2041644.15757695
"C8-Pos-004897","Pg(17:1_23:4)","C46 H81 O10 P",4224488.7748001,9264911.83501396,1858742.43446365,2550245.2734446,4078344.24626292,1444095.19630151,4366961.44423953,7103538.97676766
"C8-Neg-003343","Pg(20:3_20:4)","C46 H77 O10 P",832195.344597261,7937807.36103471,492868.416201291,573079.16502179,2222178.56728762,359050.708482422,1431823.11386124,1307829.52425804
"C8-Pos-005033","Pg(20:4_22:6)","C48 H75 O10 P",1763455.78990013,NA,1516595.212653,NA,3654258.5344881,50473.2221273607,NA,3427331.44310443
"C8-Neg-003433","Pg(21:4_21:5)","C48 H77 O10 P",NA,88006.5204289703,NA,38492.4651022064,NA,NA,60342.7032376547,24898.4668730188
"C8-Neg-003495","Pg(22:5_22:6)","C50 H77 O10 P",4119526.38248345,15529726.5242552,959616.670705524,1454555.22744906,6600147.8994693,686035.218345638,3001479.29415266,4664419.76695687
"C8-Neg-003604","Pg(24:1_22:7)","C52 H87 O10 P",381167.062493605,37028.1333752232,370595.049714096,565444.120126009,447518.598321211,458435.880545512,435380.364979115,393454.636759148
"C8-Pos-005548","Pg(O-29:8_21:6)","C56 H85 O9 P",142321.446365213,241526.391206733,101618.000145498,127307.989945978,169130.037088693,104075.213929432,180292.06186433,197572.884885316
"C18-Pos-001439","Phenylacetylglutamine","C13 H16 N2 O4",66009.9881497777,280163.661817059,547120.157946744,214249.10257067,120226.489865933,130619.433686498,192572.732332774,258679.096247365
"C18-Pos-000567","Phloretic Acid","C9 H10 O3",200311.080014556,124187.901696037,157382.97235931,125878.942271357,135481.759731595,105315.471282683,187276.420127263,233615.755354324
"Amide-Neg-001040","Phosphocreatine","C4 H10 N3 O5 P",109979.12096657,214183.695453854,10202.9873543214,55493.3952125605,334713.415657635,68940.8402785126,227623.375659763,68712.7299783964
"Amide-Neg-000648","Phosphoenolpyruvic Acid","C3 H5 O6 P",1372841.60870983,1802871.35383268,409925.943558191,278858.219502357,2414481.60102697,323440.795506361,674057.944852088,1801148.12792742
"Amide-Pos-000781","Phosphoserine","C3 H8 N O6 P",861084.410549155,1073883.69808447,1257858.88044861,983250.736933012,894949.74759516,1016086.6413307,1150775.76981993,1283427.562018
"Amide-Pos-001547","Phthalylsulfathiazole","C17 H13 N3 O5 S2",2375917.58514791,2108202.31145631,1670887.48105261,3443295.03674432,3733415.58849467,2175138.16791292,3665418.52914653,1946840.33901621
"C8-Pos-005112","Pi 36:4","C45 H79 O13 P",69936837.499219,78740309.4670013,43601891.1975915,37648892.6769783,78607310.8393382,30737954.1578564,68646437.1351711,66377955.7052102
"C8-Neg-003536","Pi 38:6","C47 H79 O13 P",2479364.87011149,4494536.09534753,1560441.01038791,2027385.49007342,7048751.53031037,942588.530664267,2684257.34612987,2438545.3647719
"C8-Pos-005076","Pi(16:0_20:4)","C45 H79 O13 P",90134.1270226643,352152.485738719,67046.7703423475,NA,185406.466393789,NA,115159.819174187,327179.7534795
"C8-Neg-003377","Pi(16:1_18:3)","C43 H75 O13 P",107902.515930049,151528.024632925,48938.9446306992,64942.2762646176,157750.319635207,43822.7980387332,133744.95274666,91760.9173708251
"C8-Neg-003687","Pi(17:3_25:6)","C51 H81 O13 P",47743.789136074,63420.7401042956,21169.9194309932,33486.7093666257,48211.7913037727,37042.0099162612,45729.3984701409,36126.1991292502
"C8-Pos-005434","Pi(18:0_22:6)","C49 H83 O13 P",7530818.71155769,5264817.13522358,4523675.37601606,5221656.32156679,5731344.36010925,1963299.10121357,6156893.6410264,5277860.72122115
"C8-Pos-005132","Pi(19:4_19:4)","C47 H75 O13 P",240129.605644143,82137.7002958685,183773.48076885,383162.210578817,1424748.4251731,583214.250367954,382864.650319996,576124.679239605
"C8-Pos-005440","Pi(20:4_20:4)","C49 H79 O13 P",471860.010388821,513923.760110481,282831.234819878,269854.836179074,400957.157660767,900797.589146059,876675.333058329,248582.013695533
"C8-Neg-003396","Pi(22:0_12:1)","C43 H81 O13 P",40804.5206992943,1906573.49674542,81682.1703530437,529582.984752324,2145549.9302315,228761.533046508,687305.863412967,1009078.95716077
"C8-Pos-005326","Pi(29:7_11:0)","C49 H81 O13 P",NA,457466.426382196,2775295.95856167,2832768.07228252,1012492.96397885,2847275.61441095,3044804.51130641,NA
"C8-Neg-003063","Pi(O-5:0_21:0)","C35 H69 O12 P",127388.205170342,337814.122512588,115299.965658478,248094.972987755,313093.882460643,138638.387537782,178424.767471333,204610.924060582
"C8-Pos-000414","Piperine","C17 H19 N O3",2107787.13163735,8397169.78684796,7059085.36759372,2690540.01599815,6371855.93114449,781816.762004255,163065.242864528,5098148.15568074
"Amide-Neg-000638","Piperonylic Acid","C8 H6 O4",1137419.33176099,1078796.12858405,1239470.07989856,2374092.39811211,1923146.42642851,1132500.09168568,1605921.93352763,1400522.29832828
"C8-Pos-000209","Ppg N4","C12 H26 O5",1115077.76341758,1013515.90038863,1397685.47012065,1917809.46347839,2007652.2975449,807858.514950125,1104197.53845667,1421222.96104787
"C18-Pos-001870","Ppg N5","C15 H32 O6",313844.888643917,411531.292440743,329790.493446652,447835.103211963,395792.568747996,266130.817606767,647463.028006054,565890.050421058
"C18-Pos-003457","Ppg N7","C21 H44 O8",106082.359539646,111007.106978796,82406.3798009967,238285.698104696,131724.951512264,119054.449590322,260008.310331846,239656.75187323
"C18-Pos-004243","Ppg N8","C24 H50 O9",107565.271971986,103911.00178807,82275.6025362876,180672.663401729,97151.030692009,63106.6001310191,159648.181575427,156508.713740717
"Amide-Pos-000865","Pro-Asp","C9 H14 N2 O5",2476733.59248676,2684658.41940855,988932.005534714,2266458.89260435,3463631.67516517,1537685.23979093,3641400.98920349,1802621.87499411
"Amide-Pos-000960","Pro-Glu","C10 H16 N2 O5",139709.96062257,145084.655156711,79366.016721161,180657.722326496,387722.311462846,111574.000547957,450246.052689085,44475.0705024138
"C18-Pos-001891","Pro-Pro-Pro","C15 H23 N3 O4",1132466.78175718,NA,NA,549205.380779016,NA,651783.347983089,860307.970464156,NA
"C8-Pos-000616","Progesterone","C21 H30 O2",2375262.00663457,2226590.42189729,3049544.56981212,46292.6704680097,2282095.17242658,553725.905825509,33471.9808694185,8855931.18569665
"Amide-Pos-000222","Prolinamide","C5 H10 N2 O",962880.629493837,1085039.01588055,NA,776789.190536182,NA,579875.446460915,979054.419202375,NA
"C18-Pos-000820","Propham","C10 H13 N O2",10254.0642783726,196361.813059962,50667.1072925398,34166.6762133325,35432.9787284285,74000.0123521266,33396.5383970282,71520.5804118739
"Amide-Pos-000824","Propionylcarnitine","C10 H19 N O4",1482868.36921489,3752834.40752471,713979.687044661,230395.304208252,1301933.39798193,1197293.66837714,1719064.21652128,1390160.7178887
"C8-Neg-003405","Ps 18:0_22:5","C46 H80 N O10 P",NA,1924278.9930171,583642.960499747,721715.287137336,1015193.92011672,935202.202086978,1519948.71568758,NA
"C8-Pos-004873","Ps 20:2_20:2","C46 H82 N O10 P",132828473.139494,204294855.046626,96085960.3852321,93851325.8998602,131905449.026665,86426842.0814594,141286984.025944,154961869.097911
"C8-Pos-005187","Ps 22:4_22:5","C50 H80 N O10 P",18537866.4015526,26261155.2453984,13997509.7104593,13258109.1529793,24485877.1145053,16301799.8304981,17367372.7399912,19758758.4325214
"C8-Neg-003529","Ps 22:6_22:6","C50 H74 N O10 P",466872.342308271,1964629.98487314,615074.904286931,640531.203267409,4081574.57208764,543768.723797461,873448.28290699,1052189.08269915
"C8-Neg-003404","Ps 40:5","C46 H80 N O10 P",1456231.52198678,2173205.71757994,NA,810080.171831388,2361223.98934602,NA,1254073.22010353,1615948.38518558
"C8-Neg-003269","Ps(12:0_24:2)","C42 H78 N O10 P",NA,NA,135288.937929133,196547.137182562,NA,21677.6421998873,NA,239929.276453923
"C8-Neg-003509","Ps(14:2_29:7)","C49 H78 N O10 P",24230.9987516496,525589.915086589,202092.139008044,481678.802083765,166893.059671544,234882.621385364,238226.258546446,263092.342769901
"C8-Neg-003418","Ps(15:0_25:3)","C46 H84 N O10 P",293663.424840855,2768604.61420331,501016.241194018,137572.908839886,352159.261262723,242084.243605924,6443112.40199854,1135744.71564605
"C8-Neg-003488","Ps(15:0_27:5)","C48 H84 N O10 P",3578053.00980666,9237506.6511949,944475.699621675,1406382.81635593,4753785.42502401,370449.368495716,1506777.94612472,2781195.88251657
"C8-Neg-003486","Ps(16:1_26:4)","C48 H84 N O10 P",8044343.28971765,15243946.9410943,3700376.97442426,4900365.0559454,7604326.43712933,1821192.04000067,6144844.23976884,9689803.76266797
"C8-Neg-003530","Ps(17:0_26:5)","C49 H86 N O10 P",189391.49061363,251307.423369554,164739.256315446,322949.209556074,252806.503300996,163901.228409594,233072.533142647,280229.974748744
"C8-Neg-003657","Ps(17:1_29:3)","C52 H94 N O10 P",402868.223207146,458997.933630274,280448.68093314,353988.2937525,350111.299749212,177267.211634727,NA,354124.61640885
"C8-Neg-003479","Ps(18:0_24:6)","C48 H82 N O10 P",201965.486230499,208608.151596757,223999.476702575,334946.099063383,285943.993078711,252637.615308147,223609.493012068,196305.520636722
"C8-Neg-003255","Ps(19:1_17:2)","C42 H76 N O10 P",297984.998410011,287771.075582332,107533.152014636,215552.621830449,320857.314422523,97106.7932847666,257399.112935188,166028.068099481
"C8-Neg-003555","Ps(20:1_24:6)","C50 H84 N O10 P",2086292.63366046,4142020.36515216,926557.53089536,1073353.42848889,2827353.32639025,504069.566184463,2016435.11439852,2380137.84760752
"C8-Neg-003633","Ps(20:4_26:4)","C52 H86 N O10 P",1217563.25740051,2454089.78749951,433559.986492581,632968.267813514,1391094.76494043,299375.200411553,822764.614412981,1187390.11534801
"C8-Neg-003577","Ps(22:0_22:4)","C50 H90 N O10 P",2333271.48061799,2845643.92508444,1498885.81930886,2057123.75525542,1808417.60942351,1125032.19642944,2098925.19213986,2287224.62491948
"C8-Neg-003619","Ps(22:3_24:7)","C52 H82 N O10 P",2754241.19911564,689016.006332689,802511.016626657,946375.467588044,4768176.12285171,401255.705955536,1915245.2700856,637864.833674539
"C8-Neg-003596","Ps(23:2_21:0)","C50 H94 N O10 P",535062.287865726,1024329.07488404,382268.639289683,411200.605211836,839985.151444366,284107.317024343,640535.154254414,749777.674334673
"C8-Neg-003546","Ps(23:4_21:5)","C50 H80 N O10 P",3031786.33213909,4719051.28925588,NA,6205251.7248118,5286290.05672034,4323147.92122891,3305451.04337322,3709750.6001761
"C8-Neg-003554","Ps(24:2_20:5)","C50 H84 N O10 P",1549238.83350644,3763679.2764505,701689.713499423,943883.296026176,2562918.79309158,457652.401811435,1194768.86673305,1808234.69090345
"C8-Neg-003707","Ps(24:4_24:4)","C54 H90 N O10 P",142236.953085175,83815.8761070497,32366.060701917,59627.4043754008,NA,26727.8799047616,NA,75292.3565260601
"Amide-Neg-001331","Pseudouridine","C9 H12 N2 O6",924036.146450344,935556.861262625,536753.88744226,1643429.45761805,1041853.41050385,424590.489494244,1008672.0995417,660084.480446089
"Amide-Neg-000033","Pyruvic Acid","C3 H4 O3",36185815.2858068,66011849.2636933,30570935.2839535,76028619.7286505,67976742.2196512,37280862.1374706,61779119.1211536,38197388.4880552
"C18-Pos-003662","Riboflavin Phosphate","C17 H21 N4 O9 P",128375.335592199,22841.3479558176,40982.7440700749,28164.1475730627,30154.2347822014,24164.9675364628,192380.611691474,48863.5774612462
"Amide-Pos-001546","S-Adenosyl-L-Homocysteine","C14 H20 N6 O5 S",598795.434486693,335355.489944336,430175.177996157,493266.839390847,224842.365370377,330861.574393613,395596.891744792,271797.223640557
"Amide-Pos-001585","S-Adenosylmethionine","C15 H22 N6 O5 S",150612.191308637,299790.204420983,75709.1550930235,NA,NA,159637.097284094,NA,43523.0455201451
"Amide-Pos-000068","Sarcosine","C3 H7 N O2",4263976.82525932,2632917.81107446,868424.794947053,2099065.49388386,1459609.42097731,650292.951789548,1478248.08393896,2371437.12728668
"Amide-Pos-000756","Sb01966","C8 H15 N O6",1490974.35364744,1617755.91483724,690778.73446645,999627.13611863,1136420.86898762,933642.29828578,1659386.105289,886200.940603187
"Amide-Pos-000616","Ser-Ser","C6 H12 N2 O5",682422.899849963,1582347.75760765,616299.544080091,488323.307822656,1174212.7079948,1292920.63077689,881468.008486248,1036755.62574251
"Amide-Pos-001133","Skimmianine","C14 H13 N O4",2091687.36501379,3474012.81685427,2236994.10576975,1703200.69551096,2071164.08028135,1904484.20462014,1439280.12741887,3373994.10342448
"C8-Pos-003846","Sm 18:1;2o/18:1","C41 H81 N2 O6 P",NA,2989537.33559225,NA,966539.565396509,3409343.48069979,2044515.61806161,1648822.82689819,1579577.48554743
"C8-Pos-004390","Sm 8:1;2o/32:0","C45 H91 N2 O6 P",41904606.5502795,53268368.3144739,15213803.5328225,13319305.9444847,48028855.2832518,7795719.16244198,18900926.9970074,34958676.101468
"C8-Pos-004781","Sm 8:1;2o/35:0","C48 H97 N2 O6 P",380974.317998259,670129.239819213,165481.134799465,94160.1099620263,398271.005451538,33503.2757134312,145123.65665109,436906.033412234
"C8-Pos-001317","Solanidine","C27 H43 N O",329102.499982604,1998811.41407659,36158.770119539,893882.880515293,61625.8927797636,42413.3961627411,43410.3897577994,1257052.75807998
"Amide-Neg-001329","Spongouridin","C9 H12 N2 O6",126831226.138141,53769162.3616205,47638902.0523099,260796940.183859,74142534.4864633,25407376.5718761,78767364.8616026,44905126.5125967
"C8-Pos-000709","Stearoyl Ethanolamide","C20 H41 N O2",1223374.16170379,2847957.82928463,966912.959769739,470943.123982039,2874695.93145355,593576.443667022,731634.288232752,1545721.88942531
"Amide-Neg-000224","Succinic Acid","C4 H6 O4",688139.788300882,1738860.50110114,522350.396633332,1132546.38327494,1134858.78410639,813454.829891101,1426435.592991,579271.178592128
"Amide-Pos-001481","Sucrose","C12 H22 O11",756489.21524145,16280985.7348596,4234091.21587381,85238.513216187,NA,472689.23992193,498549.321145609,26399.3759708085
"Amide-Pos-000156","Taurine","C2 H7 N O3 S",553521380.589521,574137754.949889,352143958.675935,373798544.836774,492510676.756684,566346872.867785,486723345.204104,379220791.279029
"Amide-Pos-001507","Tetradecanoyl-L-Carnitine","C21 H41 N O4",1182984.49753031,2006330.85526926,745836.270108024,630142.483710889,1553715.27811143,522061.958683381,423129.078637623,1673115.64762236
"C18-Pos-001141","Tetraglyme","C10 H22 O5",199115.302320224,15108.6895249867,291451.913881336,338667.36749058,70801.9860418085,37994.2577111289,488951.177230287,310939.11330456
"C8-Pos-004421","Tg(11:0_9:2cho_26:8)","C49 H72 O7",1346931.15197739,1125854.77216671,1696586.82419976,1288666.33658385,846075.466829899,824837.30031452,1050293.96844846,692010.594180337
"C8-Pos-005768","Tg(11:2_20:2cooh_29:6)","C63 H100 O8",206977.720048566,230853.533451862,177762.470190046,127990.402946966,298360.018906009,154798.016336446,248771.237063163,186832.079148237
"C8-Pos-003961","Tg(13:0_13:0cho_15:0)","C44 H82 O7",33616.7599729394,174935.898825422,NA,21362.4761037825,172719.097458265,NA,137104.854806134,57621.8774495109
"C8-Pos-005777","Tg(13:0_17:2_32:6)","C65 H110 O6",830086.690066907,1236561.47307357,400000.74897727,442015.832672866,649580.740740155,241353.234883933,517572.287434194,669461.129805767
"C8-Pos-005540","Tg(14:0_16:1_28:7)","C61 H102 O6",4111381.05036077,9390613.23013903,2811175.90416574,2153325.74561205,4772198.98110392,1121781.51495238,NA,3770221.04055687
"C8-Pos-005260","Tg(15:0_15:0_24:6)","C57 H98 O6",2710638.98529191,704905.143428965,1330541.17143746,1554580.3577039,1096760.55667548,1007875.43818151,1942307.68941532,2412229.56492514
"C8-Pos-005462","Tg(15:0cooh_22:2_17:3)","C57 H98 O8",392004.184896232,468189.285463035,321730.139739647,NA,395849.970807772,194064.329076076,403338.3022623,281827.575699627
"C8-Pos-003694","Tg(15:1cooh_24:0)","C42 H76 O8",1531905.30504285,2531799.61730141,911916.188426859,235052.0492652,1747513.71236017,302967.312604147,1500354.88639904,2130015.64118499
"C8-Pos-005818","Tg(15:2_24:6_25:6)","C67 H102 O6",93236.4957005105,112576.248240041,71738.5903249998,21010.419279839,166451.125910773,65245.2367232336,143865.359647595,61564.2634383405
"C8-Pos-005783","Tg(16:0_22:2_24:5)","C65 H112 O6",655385.206547463,963832.147832889,191943.771582985,197189.745445683,151024.573226983,24174.4241338112,NA,350356.495615125
"C8-Pos-005259","Tg(16:1_15:1_23:4)","C57 H98 O6",2494082.96641414,4661716.35677079,1401872.31594529,1280674.48784116,3146203.72137394,966260.957992247,2235143.83245712,2121885.84353364
"C8-Pos-005622","Tg(17:2_17:2_26:8)","C63 H98 O6",87283.8410771016,174539.570255632,NA,52595.0794895938,187553.060902753,NA,77425.9980750415,58346.5810672796
"C8-Pos-006052","Tg(17:3_24:4_28:7)","C72 H112 O6",36486.1470445648,151459.79050094,NA,25460.0585865736,130646.247784057,NA,54088.3360767244,107954.412464092
"C8-Pos-005736","Tg(18:1_22:5_22:5)","C65 H104 O6",537687.013467242,757521.230230602,475260.380000902,312506.29465658,701624.768977443,276685.386711769,685674.449551705,452806.353844544
"C8-Pos-005739","Tg(18:1_22:6_22:6)","C65 H100 O6",481936.744643897,741643.674022722,265774.692675616,180637.548659003,624899.975768446,237268.202083437,399037.109909297,365893.84185777
"C8-Pos-005843","Tg(20:1_24:5_20:6)","C67 H106 O6",244078.507139912,380046.542252138,337662.246601084,1647327.0284185,248604.11497553,768345.042208673,97134.0216235668,311743.651245754
"C8-Pos-004352","Tg(20:2cho_26:3)","C49 H82 O7",25670021.9084781,6004918.09647563,20392722.6376227,2143128.52909991,3173669.14415984,18035093.597711,25561368.5532069,4342993.02475999
"C8-Pos-005671","Tg(22:0_12:1cooh_24:7)","C61 H100 O8",430643.84866194,730698.10415379,388424.145965496,374271.095422121,746256.688487592,286182.221462618,542102.381410027,499007.97309268
"C8-Pos-005953","Tg(24:1_16:3cooh_24:8)","C67 H104 O8",72837.3611994486,152868.215576955,102832.796359608,67686.807208601,183493.373644031,69271.5496851213,126372.696732243,63307.6449211908
"C8-Pos-005797","Tg(24:1_24:2_12:3cooh)","C63 H108 O8",152452.346743122,562261.029600125,54038.6839514916,139402.507879893,324571.687656001,89591.6103051859,300475.978089576,395429.875972693
"C8-Pos-003929","Tg(28:6_14:3cho)","C45 H66 O7",499999.508672786,NA,135656.611887665,240693.948625219,158806.312208292,1605288.81521395,244461.871769769,51894.1106937711
"C8-Pos-003050","Tg(29:3cooh_2:0)","C34 H56 O8",342472.576681175,476695.333571418,276176.159796708,237564.823830468,1120607.57570725,134260.046643795,171784.469828101,227356.82364997
"C8-Pos-003290","Tg(2:0_11:0_23:4)","C39 H66 O6",30780064.7743091,41453185.5965457,21779406.1111377,8650615.88281654,35355474.4126109,12250180.237946,27999000.7194601,40118004.5907158
"C8-Pos-005790","Tg(32:1_20:2_10:3)","C65 H114 O6",617549.291688947,1098609.08876018,NA,157675.702553939,262989.134279423,NA,146879.895872068,320530.594184701
"C8-Pos-005157","Tg(33:1_20:5)","C56 H96 O6",42446.6341206953,174801.143492341,NA,NA,138241.826529165,NA,61799.8485030229,49608.8467962764
"C8-Pos-003614","Tg(36:6_4:0)","C43 H70 O6",339346.03232787,NA,86415.1435234551,235895.794031778,NA,165240.646649696,80668.2792963729,NA
"C8-Pos-004736","Tg(37:0_11:1)","C51 H96 O6",116300.27932895,250437.061064629,NA,31280.6189292286,171139.866111148,NA,56979.5977808023,265320.802808179
"C8-Pos-004650","Tg(39:10_9:2cho)","C51 H72 O7",568107.021193495,627950.662206681,530066.20435641,506153.114416114,749422.77656336,469457.353095579,1052893.53588042,707527.595996631
"C8-Pos-005791","Tg(46:9cooh_15:2)","C64 H100 O8",281271.94535105,340050.144432646,NA,NA,151531.910900195,NA,110737.977759531,258663.947953743
"C8-Pos-004921","Tg(49:11_2:0)","C54 H82 O6",564342.669055378,314047.144770768,1118112.93493803,1292789.55248804,414696.678827649,1430269.66618114,565960.670572006,532401.538520354
"C8-Pos-001736","Tg(5:0_10:0_6:1cho)","C24 H40 O7",3077053.06868761,1204806.83703879,2500977.31776734,1591748.21916638,2490174.89451936,1748930.86104644,1192741.30403706,551458.282582864
"C8-Pos-004667","Tg(5:0_15:0cho_28:3)","C51 H90 O7",234977.545670662,479623.755452713,61441.9716326541,82842.3585569677,327418.704752001,39805.2630273191,176051.652340995,360753.405055396
"C8-Pos-004085","Tg(7:0_14:0_20:0cooh)","C44 H82 O8",187488.862270458,565963.216630366,124877.020437852,177660.967129554,264714.285836133,85970.1385940362,125908.844706596,170963.85217786
"C8-Pos-005670","Tg(8:0_22:1_30:4)","C63 H112 O6",1189225.04876628,2568968.12792187,366271.360272315,416249.700808533,894506.31289532,222083.626465336,645785.889198496,924676.191905177
"C8-Pos-005745","Tg(8:0_29:5_25:7)","C65 H102 O6",514430.101910974,535000.566618358,424396.995848527,316366.501884555,447089.508611538,382658.11726586,464007.554266946,370660.952584979
"C8-Pos-004104","Tg(O-25:8_2:0_19:4)","C49 H72 O5",285281.440422077,1595885.85267533,82375.6414373756,183733.024168112,1417119.21107099,120510.356163164,2075276.47524891,2544678.44502524
"C8-Pos-004339","Tg(O-27:8_21:6)","C51 H72 O5",255165.623079486,NA,217361.310177947,NA,355408.943716564,NA,NA,223048.090826534
"C8-Pos-005494","Tg(O-40:6_18:0)","C61 H108 O5",49976.09228561,317241.028324501,NA,NA,89997.4670201945,NA,100651.625636786,73371.179823834
"C8-Pos-004103","Tg(O-44:12_2:0)","C49 H72 O5",4735084.95458892,7044578.46285183,NA,227981.066997019,5693783.4419516,72791.535981025,268010.032210366,3091401.24309127
"Amide-Pos-001055","Thiamine","C12 H16 N4 O S",1750121.54087359,3794319.85524541,594407.887498859,308006.008460631,273464.656376956,785003.997780115,1321303.58919609,616631.282147843
"Amide-Pos-000658","Trans-3-Indoleacrylic Acid","C11 H9 N O2",9277205.65141454,14395698.6558552,7083772.70876169,5170397.03547092,8727840.06436422,6889328.00303507,8244257.0521626,6209809.32354311
"Amide-Neg-001883","Trehalose","C12 H22 O11",234855.008955152,7934518.54391702,3164775.78483322,131451.106591598,2663897.33545632,259155.220603399,263697.25619856,30968.9376725399
"Amide-Pos-000365","Triethanolamine","C6 H15 N O3",13656778.0707626,5063179.47210532,30720173.7339227,142779824.48363,49657800.0910038,8507901.96534491,30607304.6090073,43241287.3681387
"C18-Pos-001549","Triethyl Citrate","C12 H20 O7",415662.220175678,728946.09186134,334073.957430313,545293.488074529,736765.900522151,524998.431494444,928645.007408897,731831.126591907
"C18-Pos-000839","Triethyl Phosphate","C6 H15 O4 P",800595.120577186,5536775.57456005,1344112.54167418,3736783.11319144,401235.739080716,1128606.07491222,2552290.79490312,4336816.10946399
"C18-Pos-001031","Triethylene Glycol Monobutyl Ether","C10 H22 O4",1072381.59571283,1711184.26490953,999058.659247237,754601.418071234,1873684.34209719,971460.184677858,1750356.83526961,1961893.67391371
"C8-Pos-001521","Triethyleneglycol Bis(2-Ethylhexanoate)","C22 H42 O6",350464.869383233,386805.323027125,330130.884994451,326492.351392571,397796.897861577,322410.285497645,364886.252703939,404410.969187038
"C8-Pos-000692","Triphenyl Phosphate","C18 H15 O4 P",255179044.156491,250509478.816073,252886497.717648,238826411.238955,259826586.638004,259139482.94583,258900583.885367,256877909.918837
"Amide-Pos-000270","Trometamol","C4 H11 N O3",18145810.4734544,NA,NA,3163039.60669539,9498112.97007589,NA,9394184.5803814,NA
"Amide-Pos-000761","Tryptophan","C11 H12 N2 O2",9216354.93241735,13847104.9692954,7317462.83116781,5465309.25341112,9562416.97216407,6659050.73719798,8470397.82201662,6185395.74171326
"Amide-Pos-002021","Udp-N-Acetylglucosamine","C17 H27 N3 O17 P2",2712968.81318839,2848828.50548777,1585558.63532761,2655435.23383647,2750901.85363818,1373474.98507434,3393034.49825719,2080587.54778679
"Amide-Pos-001947","Udp-Β-D-Glucose (Sodium Salt)","C15 H24 N2 O17 P2",476415.645948501,642106.570692362,708762.315726629,1195212.88614554,1152189.60629754,474663.315777244,1145854.12153366,801999.119732314
"C18-Neg-000592","Undecanedionic Acid","C11 H20 O4",NA,2249.69554679407,NA,NA,5897.42967503432,NA,4798.31019375828,3836.25067948841
"Amide-Pos-000180","Uracil","C4 H4 N2 O2",NA,8364.05986570718,NA,6203.88211579497,7336.8244476783,6812.44072536054,42977.2121863703,NA
"C18-Pos-000741","Uric Acid","C5 H4 N4 O3",1303312.47215659,1119195.91253528,2817425.64783526,NA,1556504.44158202,NA,NA,897672.147611205
"Amide-Pos-001616","Uridine 5'-Diphosphate","C9 H14 N2 O12 P2",1978477.2645639,3402601.64193399,652630.048014807,624108.32626267,2214105.51883674,1576052.09346054,2182138.25917852,1961479.86849374
"Amide-Neg-001628","Uridine 5'-Diphosphoglucuronic Acid","C15 H22 N2 O18 P2",22507.1250529342,36654.0528260197,9502.87303726556,66770.8782541587,72521.9926496811,10982.6242549901,34946.2104731538,29796.0797395449
"Amide-Neg-002152","Uridine 5'-Triphosphate Sodium Salt","C9 H15 N2 O15 P3",27392.9672843278,88461.5195929016,NA,12723.3488739901,104738.585362903,11121.3243597128,88833.0796121314,48781.8272480965
"C18-Pos-002017","Uridine Monophosphate","C9 H13 N2 O9 P",7508102.29881255,4476717.14029607,6153413.46298506,NA,8372202.89680556,NA,4783536.77078728,7600613.83870751
"Amide-Neg-001813","Uridine Monophosphate (Ump)","C9 H13 N2 O9 P",1049665.75570677,1354446.36993685,504690.828597064,1570497.25303778,1668122.74093744,1104179.47193759,1911739.89465776,963511.406330657
"C8-Pos-002037","Victoria Pure Blue Bo","C33 H39 N3",62762.9306052882,NA,2675906.90778846,57680.450388694,91457.42402871,18980.666496028,NA,NA
