gene,logFC,AveExpr,t,P.Value,adj.P.Val,B,cell_type,sex
CRYAB,-0.4946685540579864,15.63046200262907,-1.2401708207724536,0.22264910636897442,0.623463429238474,-4.790038348601271,Astrocyte-Immature,combined
ETV4,0.21606542503770396,15.886429405694072,0.6055224052783337,0.5484949917857147,0.8913043616517864,-5.141238925838455,Astrocyte-Immature,combined
FGF1,0.405177473627657,17.57953368489338,1.332551428516659,0.19075424348491749,0.623463429238474,-4.66280960375578,Astrocyte-Immature,combined
GADD45B,-0.09798312885581899,15.0774058469732,-0.28227748593955426,0.779289519255919,0.9209785227569953,-5.369492711764591,Astrocyte-Immature,combined
H2BC8,-0.386205325324596,15.442616141072742,-1.2503832364622853,0.21893890482774142,0.623463429238474,-4.7775876848023655,Astrocyte-Immature,combined
LMO2,-0.7338926424137251,16.441690071548884,-2.4458090478240697,0.01928303581642531,0.25067946561352905,-3.1616851364176735,Astrocyte-Immature,combined
OTOF,0.5325420649293249,16.758954475265124,1.1945557139895149,0.2397936266301823,0.623463429238474,-4.783101664995789,Astrocyte-Immature,combined
PCDHA13,0.02048735070153374,14.925099520781009,0.062480081058919085,0.9505137844282902,0.9796644646910551,-5.401299909400031,Astrocyte-Immature,combined
PPP1R1B,0.2420911849960843,14.809708392786902,0.8620102462600314,0.3941842456896708,0.8540658656609533,-5.100394873066135,Astrocyte-Immature,combined
RPH3A,-0.08951727557943973,15.150443644391334,-0.34727523781819064,0.7303343782296093,0.9209785227569953,-5.365239274399589,Astrocyte-Immature,combined
SCGN,0.006908190211141275,14.610006086438464,0.025660897561240018,0.9796644646910551,0.9796644646910551,-5.4434522444990945,Astrocyte-Immature,combined
SLC13A4,-0.2277561779396516,16.7996531896669,-0.642226182174445,0.524650018734389,0.8913043616517864,-5.128247479094212,Astrocyte-Immature,combined
SOX21,-0.12138706346755657,16.04358831441295,-0.37891473406837894,0.7068973152394185,0.9209785227569953,-5.260878538567535,Astrocyte-Immature,combined
