Name,logFC,AveExpr,t,P.Value,adj.P.Val,B,Compound.ID,Sub.Class,Class,Direction,FDR_label
Lithocholic Acid,-0.12189164677033244,19.1197338021375,-2.1655093297454147,0.03898468822544358,0.2552172954068894,-3.6442526719301727,C8-Neg-000679,"Bile acids, alcohols and derivatives",Steroids and steroid derivatives,Decreases with GW,
"17-(1-Hydroxyethyl)-10,13-Dimethyl-2,3,6,7,8,9,10,11,12,13,14,15,16,17-Tetradecahydro-1h-Cyclopenta[A]Phenanthren-3-One",-0.127877450931469,18.430373008910543,-1.9513011911073006,0.06380432385172236,0.2552172954068894,-3.942618757790769,C8-Pos-000495,Pregnane steroids,Steroids and steroid derivatives,Decreases with GW,
Solanidine,-0.05935616504909418,18.306150296594375,-1.2712357199676327,0.2140632988421834,0.5708354635791557,-4.815250743570179,C8-Pos-001317,Steroidal alkaloids,Steroids and steroid derivatives,Decreases with GW,
Cholest-4-En-3-One,0.09386674420107792,16.745763175725383,1.0559158013554566,0.30192029978582946,0.6038405995716589,-4.940289519441315,C8-Pos-001061,Cholestane steroids,Steroids and steroid derivatives,Increases with GW,
Progesterone,-0.02794735831404718,14.951108265074668,-0.734649046482914,0.46910016010963485,0.7346150354237206,-5.235396990888135,C8-Pos-000616,Pregnane steroids,Steroids and steroid derivatives,Decreases with GW,
4-Cholestenone,0.025408427523935167,21.348525023940386,0.5792680441327435,0.567190843998169,0.7346150354237206,-5.326287025270219,C8-Pos-001064,Cholestane steroids,Steroids and steroid derivatives,Increases with GW,
3-Hydroxystigmast-5-En-7-One,-0.027728813060318082,16.78792622590656,-0.469465153052788,0.6427881559957556,0.7346150354237206,-5.36082916355488,C8-Pos-001621,Stigmastanes and derivatives,Steroids and steroid derivatives,Decreases with GW,
Vitamin D3,-0.00406331392735851,23.956055354033825,-0.1288506344173978,0.8983933095129282,0.8983933095129282,-5.482529155867141,C8-Pos-001060,Vitamin D and derivatives,Steroids and steroid derivatives,Decreases with GW,
