Name,VIP_comp1,Compound.ID,Sub.Class,Class,Name_display
Vitamin D3,1.503910030221572,C8-Pos-001060,Vitamin D and derivatives,Steroids and steroid derivatives,Vitamin D3
Cholest-4-En-3-One,1.1278211620229022,C8-Pos-001061,Cholestane steroids,Steroids and steroid derivatives,Cholest-4-En-3-One
Progesterone,1.0682096790933489,C8-Pos-000616,Pregnane steroids,Steroids and steroid derivatives,Progesterone
4-Cholestenone,0.9980106625882137,C8-Pos-001064,Cholestane steroids,Steroids and steroid derivatives,4-Cholestenone
"17-(1-Hydroxyethyl)-10,13-Dimethyl-2,3,6,7,8,9,10,11,12,13,14,15,16,17-Tetradecahydro-1h-Cyclopenta[A]Phenanthren-3-One",0.8989810067293972,C8-Pos-000495,Pregnane steroids,Steroids and steroid derivatives,17-(1-Hydroxyethy...
3-Hydroxystigmast-5-En-7-One,0.7742026062197594,C8-Pos-001621,Stigmastanes and derivatives,Steroids and steroid derivatives,3-Hydroxystigmast...
Solanidine,0.7721448745438232,C8-Pos-001317,Steroidal alkaloids,Steroids and steroid derivatives,Solanidine
Lithocholic Acid,0.5704494834091921,C8-Neg-000679,"Bile acids, alcohols and derivatives",Steroids and steroid derivatives,Lithocholic Acid
