Name,logFC,AveExpr,t,P.Value,adj.P.Val,B,Compound.ID,Sub.Class,Class,Direction,FDR_label
7-Oxocholesterol,-0.8253902520118702,20.140495981032974,-3.128126376582846,0.005348748817934703,0.09627747872282466,-2.091952399388662,C8-Pos-000100,Cholestane steroids,Steroids and steroid derivatives,Higher in Females,
Calcitriol,0.37312355267965513,23.770182820096316,1.5330625493741352,0.14639937578112175,0.582747587849552,-4.7312867318575345,C8-Neg-000216,Vitamin D and derivatives,Steroids and steroid derivatives,Higher in Males,
Cholest-4-En-3-One,0.18107684968131033,24.7608978020394,1.5458257114521736,0.13482905430666567,0.582747587849552,-4.912361035781888,C8-Pos-000270,Cholestane steroids,Steroids and steroid derivatives,Higher in Males,
Norethandrolone,-0.20622832328535257,21.710434346947952,-1.3477422518302367,0.18994010169646294,0.582747587849552,-5.170314345671097,C8-Pos-000347,Pregnane steroids,Steroids and steroid derivatives,Higher in Females,
Methasterone,0.5171876402815664,17.176309781902685,1.0264135564968144,0.32374865991641777,0.582747587849552,-5.213664436190164,C8-Pos-000124,Androstane steroids,Steroids and steroid derivatives,Higher in Males,
Cortisol,0.6355561642642361,17.407063679224265,1.2357977648396197,0.230329465305971,0.582747587849552,-5.224585188724383,C8-Pos-000701,Hydroxysteroids,Steroids and steroid derivatives,Higher in Males,
Norgestrel,-0.6204563779227981,16.578512067125327,-1.2205326828158753,0.2337557102466428,0.582747587849552,-5.320003014268863,C8-Pos-000681,Estrane steroids,Steroids and steroid derivatives,Higher in Females,
"Spectral Match To Cholesta-4,6-Dien-3-One From Nist14",0.18741762313299845,19.341240817881687,1.0725642310895467,0.29423609175992216,0.582747587849552,-5.4577358302842525,C8-Pos-000321,Cholestane steroids,Steroids and steroid derivatives,Higher in Males,
Methyl Deoxycholate,-0.2808869576199065,20.560099218434463,-1.0700109424266657,0.2949311267156709,0.582747587849552,-5.480126065463313,C8-Pos-000363,"Bile acids, alcohols and derivatives",Steroids and steroid derivatives,Higher in Females,
Progesterone,-0.20839293559479252,21.42044041330648,-1.0185227427513908,0.31827564554053245,0.582747587849552,-5.530530140166047,C8-Pos-000112,Pregnane steroids,Steroids and steroid derivatives,Higher in Females,
Corticosterone,0.32279668329170014,18.766722083505726,0.7696608677799189,0.451079630929457,0.6319799260782732,-5.6046293251274,C8-Pos-000625,Hydroxysteroids,Steroids and steroid derivatives,Higher in Males,
"Cholestan-3-One, (5α)-",-0.36932792274706,18.01102711199437,-0.592661099062803,0.560481419640807,0.6725777035689684,-5.718962871316328,C8-Pos-000611,Cholestane steroids,Steroids and steroid derivatives,Higher in Females,
7α-Hydroxytestosterone,-0.13798553420810986,19.008624621847662,-0.726854732676702,0.47412907067404997,0.6319799260782732,-5.772201256681274,C8-Pos-000589,Androstane steroids,Steroids and steroid derivatives,Higher in Females,
Solanidine,-0.16846488242275665,19.437511545744684,-0.7014495493462263,0.4895612022920869,0.6319799260782732,-5.7896235579387225,C8-Pos-000378,Steroidal alkaloids,Steroids and steroid derivatives,Higher in Females,
Cortisone,-0.24857573446105996,18.3114367358244,-0.6982255284494995,0.4915399425053236,0.6319799260782732,-5.791792052666051,C8-Pos-000623,Hydroxysteroids,Steroids and steroid derivatives,Higher in Females,
Methyltestosterone,0.056110311759947414,18.460823786081793,0.5008172419754641,0.6211059388288052,0.6987441811824058,-5.885325972009754,C8-Pos-000522,Androstane steroids,Steroids and steroid derivatives,Higher in Males,
"17-(1-Hydroxyethyl)-10,13-Dimethyl-2,3,6,7,8,9,10,11,12,13,14,15,16,17-Tetradecahydro-1h-Cyclopenta[A]Phenanthren-3-One",-0.055605735311855274,22.706245034091015,-0.2737109240496264,0.7865763315347282,0.8328455275073593,-5.991816365775327,C8-Pos-000157,Pregnane steroids,Steroids and steroid derivatives,Higher in Females,
"Cholan-24-Oic Acid, 12-Hydroxy-3-Oxo-, Methyl Ester (With Partial Stereo Definitions)",-0.025171499631728038,21.08330318513427,-0.11783457312778954,0.9071490965811386,0.9071490965811386,-6.021702232568228,C8-Pos-000432,"Bile acids, alcohols and derivatives",Steroids and steroid derivatives,Higher in Females,
