"Compound.ID","Name","Formula","Sex","mean_intensity","display_name"
"Amide-Pos-000001","Choline","C5 H13 N O","F",24224989519.6549,"Choline"
"Amide-Pos-000002","CHOLINE","C5 H13 N O","F",13991961398.7966,"CHOLINE"
"C18-Pos-000001","Choline","C5 H13 N O","F",6090499538.33112,"Choline"
"C8-Pos-000001","1-Palmitoylglycerol","C19 H38 O4","F",1973973005.93296,"1-Palmitoylglycerol"
"C8-Pos-000002","Spectral Match to 1-(9Z-Octadecenoyl)-2-tetradecanoyl-sn-glycero-3-phosphocholine from NIST14","C40 H78 N O8 P","F",1752547387.77326,"Spectral Match to 1-(9Z-Octadecenoyl)-2-tetradecanoyl-sn-glycero-3-phosphocholine from NIST14"
"C18-Pos-000002","Creatine","C4 H9 N3 O2","F",1343408108.56513,"Creatine"
"C8-Pos-000004","2-Oleoyl-1-palmitoyl-sn-glycero-3-phosphocholine","C42 H82 N O8 P","F",1032176805.67834,"2-Oleoyl-1-palmitoyl-sn-glycero-3-phosphocholine"
"Amide-Pos-100001",NA,"C7 H10 O7 P2","F",875249438.78198,"Amide-Pos-100001"
"C8-Pos-000003","Erucamide","C22 H43 N O","F",863659171.741334,"Erucamide"
"C8-Pos-000005","1-Stearoylglycerol","C21 H42 O4","F",858066036.980164,"1-Stearoylglycerol"
"C8-Pos-000007","PC 14:0_16:1","C38 H74 N O8 P","F",821713231.841841,"PC 14:0_16:1"
"Amide-Neg-100001",NA,"C10 H14 Cl N5 O4","F",719665613.426423,"Amide-Neg-100001"
"C18-Pos-100001",NA,"C7 H5 N6 O P","F",714669501.009651,"C18-Pos-100001"
"Amide-Pos-100006",NA,"C3 H5 P S","F",711711108.240932,"Amide-Pos-100006"
"Amide-Pos-000019","Hypoxanthine","C5 H4 N4 O","F",703253536.449853,"Hypoxanthine"
"Amide-Pos-000025","Creatine","C4 H9 N3 O2","F",693293267.126722,"Creatine"
"Amide-Pos-000023","PHOSPHOCHOLINE","C5 H14 N O4 P","F",686439032.574725,"PHOSPHOCHOLINE"
"C8-Pos-000008","1,2-Dipalmitoleoyl-sn-glycero-3-phosphocholine","C40 H76 N O8 P","F",615466495.325817,"1,2-Dipalmitoleoyl-sn-glycero-3-phosphocholine"
"Amide-Pos-100004",NA,"C12 H18 N6","F",613135044.234085,"Amide-Pos-100004"
"Amide-Pos-000028","Taurine","C2 H7 N O3 S","F",588874293.337094,"Taurine"
"Amide-Pos-100003",NA,"C12 H18 N6","F",572204280.039201,"Amide-Pos-100003"
"C8-Pos-000012","1-Hexadecanoyl-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phosphocholine","C44 H80 N O8 P","F",508959214.517276,"1-Hexadecanoyl-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phosphocholine"
"C8-Pos-000011","1-Palmitoyl-2-linoleoyl-sn-glycero-3-phosphocholine","C42 H80 N O8 P","F",508057570.462716,"1-Palmitoyl-2-linoleoyl-sn-glycero-3-phosphocholine"
"C8-Pos-000010","1,2-Dipentadecanoyl-sn-glycero-3-phosphocholine","C38 H76 N O8 P","F",499719002.291193,"1,2-Dipentadecanoyl-sn-glycero-3-phosphocholine"
"Amide-Pos-100005",NA,"C12 H18 N6","F",449330229.451411,"Amide-Pos-100005"
"C8-Pos-000015","1,2-Dipalmitoleoyl-sn-glycero-3-phosphocholine","C40 H76 N O8 P","F",417846546.501451,"1,2-Dipalmitoleoyl-sn-glycero-3-phosphocholine"
"C18-Pos-000003","L-Glutathione (reduced)","C10 H17 N3 O6 S","F",414260206.800641,"L-Glutathione (reduced)"
"C18-Pos-100005",NA,"C4 H N4 O3 P","F",389379722.366201,"C18-Pos-100005"
"C18-Pos-100004",NA,"C7 H5 N6 O P","F",380355912.821872,"C18-Pos-100004"
"C8-Pos-000009","1-Palmitoyl-sn-glycero-3-phosphocholine","C24 H50 N O7 P","F",373564928.403927,"1-Palmitoyl-sn-glycero-3-phosphocholine"
"C8-Pos-000014","1,2-dioleoyl-sn-glycero-3-phosphatidylcholine","C44 H84 N O8 P","F",367391989.905761,"1,2-dioleoyl-sn-glycero-3-phosphatidylcholine"
"Amide-Pos-000033","Creatinine","C4 H7 N3 O","F",362990675.616834,"Creatinine"
"Amide-Pos-000035","Adenine","C5 H5 N5","F",356076040.59827,"Adenine"
"C18-Pos-000004","L-Glutamic acid","C5 H9 N O4","F",348829194.81196,"L-Glutamic acid"
"Amide-Pos-100008",NA,"C12 H18 N6","F",345764373.788333,"Amide-Pos-100008"
"C8-Pos-100001",NA,"C21 H33 N3 O3","F",344870881.24158,"C8-Pos-100001"
"Amide-Pos-100007",NA,"C10 H22 O4 P2","F",335417530.519223,"Amide-Pos-100007"
"C8-Pos-100002",NA,"C32 H69 N10 O5 P","F",335399563.67549,"C8-Pos-100002"
"C18-Pos-100006",NA,"C7 H5 N6 O P","F",315765653.550689,"C18-Pos-100006"
"Amide-Neg-100002",NA,"C6 H9 Cl O7","F",312394898.134662,"Amide-Neg-100002"
"C8-Neg-000001","Arachidonic acid","C20 H32 O2","F",305473630.388683,"Arachidonic acid"
"C18-Pos-000005","Adenosine 5'-monophosphate","C10 H14 N5 O7 P","F",302723834.348543,"Adenosine 5'-monophosphate"
"C8-Pos-000019","1-Stearoyl-2-arachidonyl-sn-glycero-3-phosphocholine","C46 H84 N O8 P","F",297773142.246324,"1-Stearoyl-2-arachidonyl-sn-glycero-3-phosphocholine"
"C8-Pos-000020","Palmitoyleicosapentaenoyl phosphatidylcholine","C44 H78 N O8 P","F",295709337.274373,"Palmitoyleicosapentaenoyl phosphatidylcholine"
"C18-Pos-100007",NA,"C7 H12 O4 P2","F",292309035.662805,"C18-Pos-100007"
"C8-Pos-100003",NA,"C28 H44 N2 O2 S","F",271058235.401871,"C8-Pos-100003"
"Amide-Neg-100008",NA,"C2 H7 O6 P","F",267383627.509357,"Amide-Neg-100008"
"Amide-Pos-000039","Tetraglyme","C10 H22 O5","F",247761436.397687,"Tetraglyme"
"Amide-Neg-000001","L-(+)-Lactic acid","C3 H6 O3","F",244601927.146848,"L-(+)-Lactic acid"
"Amide-Pos-100013",NA,"C10 H15 N5","F",244346575.132502,"Amide-Pos-100013"
"Amide-Pos-100011",NA,"C5 H11 N4 O10 P S","F",241032952.756896,"Amide-Pos-100011"
"C8-Pos-000022","1-Octadecanoyl-2-octadecenoyl-sn-glycero-3-phosphocholine","C44 H86 N O8 P","F",237348382.169187,"1-Octadecanoyl-2-octadecenoyl-sn-glycero-3-phosphocholine"
"C8-Pos-000023","1,2-Ditetradecanoyl-sn-glycero-3-phosphocholine","C36 H72 N O8 P","F",235933622.215351,"1,2-Ditetradecanoyl-sn-glycero-3-phosphocholine"
"Amide-Neg-100007",NA,"C10 H17 N3 O4 P2","F",235868321.742022,"Amide-Neg-100007"
"C18-Neg-000001","Ascorbic acid","C6 H8 O6","F",233780366.102108,"Ascorbic acid"
"Amide-Pos-000036","Hypoxanthine","C5 H4 N4 O","F",233254803.215247,"Hypoxanthine"
"Amide-Neg-100011",NA,"C2 H3 N O3 S","F",228760306.250639,"Amide-Neg-100011"
"Amide-Pos-100002",NA,"C12 H18 N6","F",226277749.914891,"Amide-Pos-100002"
"Amide-Neg-100003",NA,"C6 H9 Cl O7","F",223205820.840021,"Amide-Neg-100003"
"C8-Pos-000025","Triphenyl phosphate","C18 H15 O4 P","F",222608364.099949,"Triphenyl phosphate"
"Amide-Pos-000022","N,N-Diethylethanolamine","C6 H15 N O","F",220193606.556738,"N,N-Diethylethanolamine"
"C18-Pos-000007","2,5-Dimethyl-4-pyrimidinamine","C6 H9 N3","F",217818628.269325,"2,5-Dimethyl-4-pyrimidinamine"
"Amide-Neg-100005",NA,"C9 H21 N O5","F",216499228.027589,"Amide-Neg-100005"
"C18-Pos-100002",NA,"C7 H10 O2 S","F",208606992.746781,"C18-Pos-100002"
"C8-Neg-100003",NA,"C21 H42 O6","F",207493409.251802,"C8-Neg-100003"
"C8-Pos-000016","1,2-dioleoyl-sn-glycero-3-phosphatidylcholine","C44 H84 N O8 P","F",206156055.774191,"1,2-dioleoyl-sn-glycero-3-phosphatidylcholine"
"C18-Pos-100008",NA,"C11 H15 N O10","F",205732223.813769,"C18-Pos-100008"
"C18-Pos-100003",NA,"C7 H13 N O2 S","F",204504032.818152,"C18-Pos-100003"
"C8-Pos-000021","PC 16:1_16:2","C40 H74 N O8 P","F",204335067.353295,"PC 16:1_16:2"
"C8-Pos-000024","PC 17:2_17:2","C42 H76 N O8 P","F",203432223.398985,"PC 17:2_17:2"
"Amide-Neg-100010",NA,"C6 H7 Cl O6","F",198217146.666753,"Amide-Neg-100010"
"Amide-Pos-100012",NA,"C11 H10 N6 O9 P2","F",194828549.146826,"Amide-Pos-100012"
"Amide-Pos-000052","Betaine","C5 H11 N O2","F",191957799.257083,"Betaine"
"C18-Pos-100010",NA,"C3 H7 P S2","F",184222662.273242,"C18-Pos-100010"
"C8-Neg-100002",NA,"C8 H9 N3 O5 P2","F",184181682.496005,"C8-Neg-100002"
"C8-Pos-000018","DL-Dipalmitoylphosphatidylcholine","C40 H80 N O8 P","F",182989616.84268,"DL-Dipalmitoylphosphatidylcholine"
"Amide-Neg-100004",NA,"C9 H21 N O5","F",180263637.854248,"Amide-Neg-100004"
"Amide-Pos-000054","L-Glutamic acid","C5 H9 N O4","F",179386093.791559,"L-Glutamic acid"
"C18-Pos-000009","L-Pyroglutamic acid","C5 H7 N O3","F",176460805.281942,"L-Pyroglutamic acid"
"C8-Pos-100013",NA,"C24 H27 O4 P","F",175525105.213652,"C8-Pos-100013"
"C8-Neg-100001",NA,"C8 H9 N3 O5 P2","F",168918789.479123,"C8-Neg-100001"
"Amide-Pos-100009",NA,"C12 H18 N6","F",164828019.063832,"Amide-Pos-100009"
"C8-Pos-000029","1-Palmitoyl-2-docosahexaenoyl-sn-glycero-3-phosphocholine","C46 H80 N O8 P","F",164083084.084618,"1-Palmitoyl-2-docosahexaenoyl-sn-glycero-3-phosphocholine"
"C18-Pos-000016","L-Serine","C3 H7 N O3","F",160198634.010834,"L-Serine"
"Amide-Pos-000049","Creatinine","C4 H7 N3 O","F",157264467.237396,"Creatinine"
"C8-Pos-000034","Monoolein","C21 H40 O4","F",156533856.277328,"Monoolein"
"Amide-Pos-000040","Adenosine","C10 H13 N5 O4","F",156458243.829467,"Adenosine"
"Amide-Neg-100012",NA,"C6 H10 Cl N O6","F",156415702.551713,"Amide-Neg-100012"
"Amide-Neg-100013",NA,"C6 H12 Cl N O7","F",156415702.551713,"Amide-Neg-100013"
"C8-Pos-100014",NA,"C21 H21 O4 P","F",155439253.535353,"C8-Pos-100014"
"C8-Pos-100015",NA,"C15 H28 N2 O2 P2","F",155439253.535353,"C8-Pos-100015"
"C8-Pos-100016",NA,"C24 H18 N2 O3","F",155286767.561037,"C8-Pos-100016"
"C8-Neg-100006",NA,"C21 H42 O6","F",152506844.016956,"C8-Neg-100006"
"C18-Neg-000004","N-Acetylaspartic acid","C6 H9 N O5","F",152400792.968513,"N-Acetylaspartic acid"
"C18-Pos-100015",NA,"C5 H2 N2 O4 S","F",150707029.731608,"C18-Pos-100015"
"Amide-Pos-100010",NA,"C7 H10 O2 S","F",140326592.073831,"Amide-Pos-100010"
"C8-Pos-100019",NA,"C21 H21 O4 P","F",139098197.806078,"C8-Pos-100019"
"Amide-Pos-000053","Adenosine","C10 H13 N5 O4","F",139053374.245003,"Adenosine"
"C18-Pos-000015","L-Isoleucine","C6 H13 N O2","F",138970145.160232,"L-Isoleucine"
"C18-Pos-000013","Glutathione, oxidized","C20 H32 N6 O12 S2","F",136491098.971582,"Glutathione, oxidized"
"C8-Pos-000013","Didodecyl 3,3'-thiodipropionate oxide","C30 H58 O5 S","F",135608714.881867,"Didodecyl 3,3'-thiodipropionate oxide"
"C8-Neg-100010",NA,"C8 H9 N3 O5 P2","F",135446198.332341,"C8-Neg-100010"
"C18-Pos-000012","Adenosine","C10 H13 N5 O4","F",131847639.864225,"Adenosine"
"Amide-Neg-100009",NA,"C6 H9 Cl O7","F",131367342.937516,"Amide-Neg-100009"
"C8-Neg-100008",NA,"C18 H36 O2","F",130884177.635756,"C8-Neg-100008"
"C18-Neg-000002","N-Acetylaspartic acid","C6 H9 N O5","F",129570535.283353,"N-Acetylaspartic acid"
"Amide-Pos-000063","DL-Glutamine","C5 H10 N2 O3","F",125600291.887931,"DL-Glutamine"
"C18-Pos-100017",NA,"C4 H N4 O3 P","F",121775149.163539,"C18-Pos-100017"
"C18-Pos-100009",NA,"C11 H15 N O10","F",121528172.694243,"C18-Pos-100009"
"Amide-Pos-000056","Inosine","C10 H12 N4 O5","F",118816491.170616,"Inosine"
"Amide-Neg-100019",NA,"C2 H4 O4 S","F",118763190.630001,"Amide-Neg-100019"
"Amide-Pos-100018",NA,"C6 H9 N3","F",118668565.122939,"Amide-Pos-100018"
"Amide-Pos-100014",NA,"C4 H4 Cl N4 O4 P3 S","F",118404613.892384,"Amide-Pos-100014"
"C8-Neg-100012",NA,"C9 H7 N2 P3","F",118182914.137346,"C8-Neg-100012"
"Amide-Neg-100025",NA,"C2 H3 N O3 S","F",117730793.467996,"Amide-Neg-100025"
"Amide-Pos-000048","Glycerophosphocholine","C8 H20 N O6 P","F",116525731.816228,"Glycerophosphocholine"
"C8-Pos-000045","1-Palmitoylglycerol","C19 H38 O4","F",116463195.317767,"1-Palmitoylglycerol"
"C18-Pos-000018","N-Acetylaspartate","C6 H9 N O5","F",116459751.191845,"N-Acetylaspartate"
"Amide-Pos-000065","D-(+)-Proline","C5 H9 N O2","F",116134614.508049,"D-(+)-Proline"
"Amide-Neg-000003","2-Deoxyribose 5-phosphate","C5 H11 O7 P","F",116131017.553872,"2-Deoxyribose 5-phosphate"
"Amide-Neg-100014",NA,"C6 H13 Cl O6","F",113843396.536554,"Amide-Neg-100014"
"C8-Neg-100005",NA,"C5 H5 N2 O7 P","F",112539331.918359,"C8-Neg-100005"
"C8-Neg-100004",NA,"C23 H46 O6","F",110721036.470796,"C8-Neg-100004"
"C8-Pos-000040","7(Z),10(Z),13(Z),16(Z),19(Z)-N-(2-Hydroxyethyl)docosapentaenamide","C24 H39 N O2","F",110045654.958598,"7(Z),10(Z),13(Z),16(Z),19(Z)-N-(2-Hydroxyethyl)docosapentaenamide"
"C8-Pos-000043","PC 12:0_28:7","C48 H82 N O8 P","F",109889369.477339,"PC 12:0_28:7"
"C18-Pos-000008","Pantothenic acid","C9 H17 N O5","F",109072152.343632,"Pantothenic acid"
"C8-Pos-100020",NA,"C17 H36 N6 S","F",106810688.22954,"C8-Pos-100020"
"Amide-Pos-100015",NA,"C10 H12 N8 O13 P2","F",106024278.726975,"Amide-Pos-100015"
"C18-Pos-000017","DL-Glutamine","C5 H10 N2 O3","F",105764340.224823,"DL-Glutamine"
"C8-Pos-000041","PC 15:1_15:1","C38 H72 N O8 P","F",103046450.902525,"PC 15:1_15:1"
"C18-Pos-100016",NA,"C3 H3 N5 P2","F",102762190.251102,"C18-Pos-100016"
"C8-Pos-000046","1-Stearoyl-2-docosahexaenoyl-sn-glycero-3-phosphocholine","C48 H84 N O8 P","F",102649179.256106,"1-Stearoyl-2-docosahexaenoyl-sn-glycero-3-phosphocholine"
"C8-Pos-000044","PC 16:1_18:2","C42 H78 N O8 P","F",101622408.038266,"PC 16:1_18:2"
"C18-Pos-000034","N-Acetyl-1-aspartylglutamic acid","C11 H16 N2 O8","F",100166789.517677,"N-Acetyl-1-aspartylglutamic acid"
"Amide-Neg-100020",NA,"C7 H8 N2 O3 P2","F",100040680.721173,"Amide-Neg-100020"
"Amide-Neg-000007","Itaconic acid","C5 H6 O4","F",99477545.5820031,"Itaconic acid"
"C8-Pos-100011",NA,"C19 H41 N3 O3","F",99297778.5373356,"C8-Pos-100011"
"C8-Neg-100009",NA,"C23 H46 O6","F",98038794.2220927,"C8-Neg-100009"
"C8-Neg-100018",NA,"C9 H7 N2 P3","F",97868164.8486101,"C8-Neg-100018"
"Amide-Pos-000074","Betaine","C5 H11 N O2","F",97437237.7049469,"Betaine"
"Amide-Neg-000009","N-Acetylaspartic acid","C6 H9 N O5","F",96271218.8960695,"N-Acetylaspartic acid"
"Amide-Neg-100032",NA,"C6 H9 Cl O7","F",95251151.1060251,"Amide-Neg-100032"
"Amide-Neg-100033",NA,"C5 H7 Cl O5","F",94389944.2883274,"Amide-Neg-100033"
"Amide-Pos-000064","Creatine","C4 H9 N3 O2","F",93965936.9168269,"Creatine"
"C18-Neg-100002",NA,"C6 H9 Cl O7","F",93949304.814454,"C18-Neg-100002"
"C8-Neg-100014",NA,"C25 H26 N4 O3","F",92278031.7287928,"C8-Neg-100014"
"C18-Pos-100013",NA,"C11 H15 N O10","F",92273768.5134156,"C18-Pos-100013"
"C8-Pos-100023",NA,"C26 H43 N O2","F",92172555.9858229,"C8-Pos-100023"
"C8-Pos-000038","1-Oleoyl-sn-glycero-3-phosphocholine","C26 H52 N O7 P","F",91607615.5972568,"1-Oleoyl-sn-glycero-3-phosphocholine"
"Amide-Neg-000012","Ascorbic acid","C6 H8 O6","F",90310131.2772826,"Ascorbic acid"
"C18-Pos-000025","L-Phenylalanine","C9 H11 N O2","F",89800172.8650664,"L-Phenylalanine"
"C8-Neg-100015",NA,"C16 H32 O2","F",88290229.5025856,"C8-Neg-100015"
"C8-Pos-000050","PC 16:1_22:6","C46 H78 N O8 P","F",87159984.459919,"PC 16:1_22:6"
"C8-Pos-000037","1-Stearoyl-2-arachidonyl-sn-glycero-3-phosphocholine","C46 H84 N O8 P","F",86609988.2085653,"1-Stearoyl-2-arachidonyl-sn-glycero-3-phosphocholine"
"C18-Pos-100012",NA,"C3 H6 N2 O5","F",85430522.4120613,"C18-Pos-100012"
"Amide-Pos-100020",NA,"C4 H13 N P2 S","F",85096383.6091689,"Amide-Pos-100020"
"C8-Pos-000051","Bis(methylbenzylidene)sorbitol","C22 H26 O6","F",84608856.9618698,"Bis(methylbenzylidene)sorbitol"
"Amide-Pos-000073","Triethylamine","C6 H15 N","F",83429942.3313534,"Triethylamine"
"C8-Pos-000052","1-Stearoylglycerol","C21 H42 O4","F",83182330.7252581,"1-Stearoylglycerol"
"Amide-Neg-100017",NA,"C6 H10 Cl N O6","F",83063245.9398861,"Amide-Neg-100017"
"Amide-Neg-000013","β-Hydroxypropionic acid","C3 H6 O3","F",82155783.4292734,"β-Hydroxypropionic acid"
"C18-Pos-000030","Spermidine","C7 H19 N3","F",81674237.6965544,"Spermidine"
"C18-Pos-000027","Adenosine","C10 H13 N5 O4","F",79219926.6688519,"Adenosine"
"C8-Pos-000032","2-Docosahexaenoyl-1-stearoyl-sn-glycero-3-phosphoserine","C46 H78 N O10 P","F",79024338.4270125,"2-Docosahexaenoyl-1-stearoyl-sn-glycero-3-phosphoserine"
"C8-Pos-100030",NA,"C38 H74 N6 O2 P2","F",78488620.4589939,"C8-Pos-100030"
"C8-Neg-100019",NA,"C21 H42 O6","F",77648450.0521941,"C8-Neg-100019"
"C8-Pos-100031",NA,"C26 H31 O4 P","F",77020202.7354268,"C8-Pos-100031"
"Amide-Pos-000068","3-Methoxypropylamine","C4 H11 N O","F",76608166.1789599,"3-Methoxypropylamine"
"C18-Pos-100023",NA,"C3 H N4 O P","F",76309711.1639385,"C18-Pos-100023"
"Amide-Neg-100016",NA,"C6 H10 Cl N O6","F",74776064.5832318,"Amide-Neg-100016"
"C18-Pos-000026","Hypoxanthine","C5 H4 N4 O","F",74503575.3049512,"Hypoxanthine"
"Amide-Neg-100021",NA,"C7 H11 Cl O S2","F",73361260.6837212,"Amide-Neg-100021"
"C8-Pos-100032",NA,"C29 H28 N2 O3","F",72516593.443213,"C8-Pos-100032"
"Amide-Neg-100027",NA,"C7 H6 N2 O2 P2","F",72281057.5046073,"Amide-Neg-100027"
"C18-Pos-100021",NA,"C11 H15 N O10","F",71829113.1318002,"C18-Pos-100021"
"Amide-Neg-100024",NA,"C2 H4 O4 S","F",71698061.0861149,"Amide-Neg-100024"
"Amide-Neg-000021","β-Hydroxypropionic acid","C3 H6 O3","F",71546936.5756107,"β-Hydroxypropionic acid"
"Amide-Neg-000018","L-Threonic acid","C4 H8 O5","F",71314717.9532705,"L-Threonic acid"
"C8-Neg-100011",NA,"C18 H34 O2","F",71029838.0001982,"C8-Neg-100011"
"C8-Pos-000042","Spectral Match to 1-Octadecanoyl-sn-glycero-3-phosphocholine from NIST14","C26 H54 N O7 P","F",70740065.1530461,"Spectral Match to 1-Octadecanoyl-sn-glycero-3-phosphocholine from NIST14"
"Amide-Pos-100026",NA,"C6 H4 O13","F",70096083.1944009,"Amide-Pos-100026"
"Amide-Neg-100028",NA,"C6 H9 Cl O7","F",70095632.7592061,"Amide-Neg-100028"
"C18-Pos-100014",NA,"C11 H15 N O10","F",69744607.9390354,"C18-Pos-100014"
"C18-Pos-100018",NA,"C11 H15 N O10","F",69352148.5077753,"C18-Pos-100018"
"Amide-Pos-000070","N8-Acetylspermidine","C9 H21 N3 O","F",68239836.5249671,"N8-Acetylspermidine"
"C8-Pos-000054","PC 16:1_18:2","C42 H78 N O8 P","F",67975900.7900897,"PC 16:1_18:2"
"C18-Pos-100024",NA,"C2 H5 P S2","F",67788313.3578622,"C18-Pos-100024"
"Amide-Pos-100016",NA,"C12 H26 O6","F",67382606.7483849,"Amide-Pos-100016"
"C18-Pos-000029","L-Aspartic acid","C4 H7 N O4","F",66337987.9561459,"L-Aspartic acid"
"Amide-Neg-000004","Hypoxanthine","C5 H4 N4 O","F",65356018.927782,"Hypoxanthine"
"C18-Pos-100020",NA,"C3 H9 N O6 P2","F",64940380.2153647,"C18-Pos-100020"
"Amide-Neg-000014","D-(-)-Erythrose","C4 H8 O4","F",64731140.727903,"D-(-)-Erythrose"
"Amide-Pos-100022",NA,"C12 H18 N6","F",62960674.1636762,"Amide-Pos-100022"
"Amide-Pos-000072","L-Pyroglutamic acid","C5 H7 N O3","F",62907713.1644978,"L-Pyroglutamic acid"
"C18-Neg-100001",NA,"C6 H9 Cl O7","F",62731727.4646875,"C18-Neg-100001"
"Amide-Neg-100031",NA,"C5 H4 O4","F",62457758.2477644,"Amide-Neg-100031"
"Amide-Neg-000017","L-Threonic acid-1,4-lactone","C4 H6 O4","F",61042095.1677943,"L-Threonic acid-1,4-lactone"
"Amide-Neg-100018",NA,"C6 H9 Cl O7","F",61022948.0168608,"Amide-Neg-100018"
"C18-Neg-100003",NA,"C11 H13 N O9","F",60918723.8220325,"C18-Neg-100003"
"C8-Pos-000063","Muscone","C16 H30 O","F",60503781.3670912,"Muscone"
"C8-Neg-000002","Docosahexaenoic acid","C22 H32 O2","F",59604432.308207,"Docosahexaenoic acid"
"Amide-Neg-000019","L-Threonic acid-1,4-lactone","C4 H6 O4","F",59254241.0748303,"L-Threonic acid-1,4-lactone"
"Amide-Pos-100019",NA,"C12 H18 N6","F",58942983.4141966,"Amide-Pos-100019"
"C18-Pos-000038","N-Acetylneuraminic acid","C11 H19 N O9","F",58877432.5060659,"N-Acetylneuraminic acid"
"C18-Pos-100028",NA,"C5 H7 N3 O7","F",58509928.4041491,"C18-Pos-100028"
"C18-Neg-000005","L-Glutamic acid","C5 H9 N O4","F",58502108.9337596,"L-Glutamic acid"
"C18-Pos-000014","Hypoxanthine","C5 H4 N4 O","F",58000198.9188285,"Hypoxanthine"
"C18-Neg-100010",NA,"C3 H7 N2 P3 S","F",57937501.301053,"C18-Neg-100010"
"Amide-Neg-100026",NA,"C6 H7 Cl O6","F",56292362.1937239,"Amide-Neg-100026"
"C18-Pos-100027",NA,"C2 H2 N4 O2 P2","F",55973483.1633296,"C18-Pos-100027"
"Amide-Pos-100017",NA,"C7 H10 O2 S","F",55926356.5614684,"Amide-Pos-100017"
"C18-Pos-000043","D-(+)-Proline","C5 H9 N O2","F",55832042.0835438,"D-(+)-Proline"
"Amide-Pos-000075","Adenosine 5'-monophosphate","C10 H14 N5 O7 P","F",55742845.7678351,"Adenosine 5'-monophosphate"
"C18-Neg-000007","2'-Deoxyguanosine 5'-monophosphate (dGMP)","C10 H14 N5 O7 P","F",54924328.5065757,"2'-Deoxyguanosine 5'-monophosphate (dGMP)"
"Amide-Neg-000016","INO","C10 H12 N4 O5","F",54813234.7381106,"INO"
"C8-Pos-100042",NA,"C24 H27 O4 P","F",54562182.7296767,"C8-Pos-100042"
"C18-Pos-000024","Glycerophosphocholine","C8 H20 N O6 P","F",54244056.4166503,"Glycerophosphocholine"
"C18-Pos-000028","Tetraglyme","C10 H22 O5","F",54095525.1982718,"Tetraglyme"
"C18-Pos-100019",NA,"C7 H21 N3 O5 P2 S","F",53515989.4940064,"C18-Pos-100019"
"C8-Neg-100007",NA,"C14 H19 N2 O3 P3 S","F",53432553.3950709,"C8-Neg-100007"
"C8-Pos-100044",NA,"C30 H39 O4 P","F",52842002.3799076,"C8-Pos-100044"
"C8-Pos-000049","Octyl decyl phthalate","C26 H42 O4","F",52746762.8895627,"Octyl decyl phthalate"
"C8-Pos-100041",NA,"C29 H28 N2 O3","F",52235958.1669186,"C8-Pos-100041"
"C18-Pos-000041","Taurine","C2 H7 N O3 S","F",51895402.2842199,"Taurine"
"C8-Pos-000067","Octadecyl 3-(3,5-di-tert-butyl-4-hydroxyphenyl)propionate","C35 H62 O3","F",51796294.5764584,"Octadecyl 3-(3,5-di-tert-butyl-4-hydroxyphenyl)propionate"
"Amide-Pos-100021",NA,"C2 H2 N4 P2","F",51572688.672541,"Amide-Pos-100021"
"C8-Pos-100036",NA,"C13 H31 N9","F",51025243.3479578,"C8-Pos-100036"
"C8-Neg-100017",NA,"C12 H12 N4 O9 S","F",50696653.0399554,"C8-Neg-100017"
"Amide-Neg-100034",NA,"C7 H8 N2 O3 P2","F",50673983.6470379,"Amide-Neg-100034"
"Amide-Neg-100042",NA,"C6 H10 Cl N O6","F",50641527.2095162,"Amide-Neg-100042"
"Amide-Neg-100040",NA,"C5 H6 O6","F",50380419.1656489,"Amide-Neg-100040"
"C8-Pos-000072","Mono(2-ethylhexyl) phthalate (MEHP)","C16 H22 O4","F",50280971.3178957,"Mono(2-ethylhexyl) phthalate (MEHP)"
"C18-Pos-100031",NA,"C3 H2 N2 O6","F",50101710.1374679,"C18-Pos-100031"
"Amide-Pos-000079","5-Methyl-1H-pyrazole-3-carbaldehyde","C5 H6 N2 O","F",49048383.9729856,"5-Methyl-1H-pyrazole-3-carbaldehyde"
"Amide-Neg-100039",NA,"C5 H12 N O5 P S","F",48970874.0025087,"Amide-Neg-100039"
"C18-Neg-100007",NA,"C11 H13 N O9","F",48586605.2395088,"C18-Neg-100007"
"C18-Neg-100009",NA,"C11 H15 N O10","F",48586605.2395088,"C18-Neg-100009"
"C8-Pos-100037",NA,"C34 H78 N8 O6 P2","F",47545019.0341585,"C8-Pos-100037"
"Amide-Neg-100038",NA,"C7 H8 N2 O4 S","F",47481040.9707499,"Amide-Neg-100038"
"C8-Pos-000057","3'-Adenosine monophosphate (3'-AMP)","C10 H14 N5 O7 P","F",47374820.2816376,"3'-Adenosine monophosphate (3'-AMP)"
"C18-Neg-000011","2'-Deoxyguanosine 5'-monophosphate (dGMP)","C10 H14 N5 O7 P","F",47323691.155737,"2'-Deoxyguanosine 5'-monophosphate (dGMP)"
"C8-Pos-000053","1-Hexadecyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine","C42 H84 N O7 P","F",47057219.4527649,"1-Hexadecyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine"
"C18-Pos-000023","Glycerophosphocholine","C8 H20 N O6 P","F",46931815.6241046,"Glycerophosphocholine"
