"Compound.ID","Name","Formula","Sex","mean_intensity","display_name"
"Amide-Pos-100568",NA,"C7 H18 N7 O P3","M",144730.727082143,"Amide-Pos-100568"
"C8-Pos-101868",NA,"C20 H39 N O4","M",144553.733124405,"C8-Pos-101868"
"Amide-Neg-100774",NA,"C5 H7 N3 O8","M",144521.467374792,"Amide-Neg-100774"
"C8-Pos-000692","Dimethyl sebacate","C12 H22 O4","M",144497.623811934,"Dimethyl sebacate"
"C18-Pos-100916",NA,"C4 H4 N4 O9 P2","M",144411.173865145,"C18-Pos-100916"
"C8-Pos-101975",NA,"C9 H22 N9 P","M",144402.23300747,"C8-Pos-101975"
"C8-Pos-101939",NA,"C43 H70 N3 O7 P","M",144285.058297133,"C8-Pos-101939"
"C8-Pos-101576",NA,"C23 H35 N5 O2","M",144154.452368025,"C8-Pos-101576"
"C8-Neg-101587",NA,"C44 H74 N5 O6 P3","M",144110.048062751,"C8-Neg-101587"
"Amide-Pos-100772",NA,"C5 H9 N3","M",144094.131893075,"Amide-Pos-100772"
"C8-Pos-102005",NA,"C17 H41 N4 O2 P","M",144039.890940322,"C8-Pos-102005"
"C18-Pos-100853",NA,"C59 H111 N4 O17 P3 S","M",144007.374703194,"C18-Pos-100853"
"Amide-Neg-100743",NA,"C7 H13 N O5","M",143851.956428561,"Amide-Neg-100743"
"C8-Neg-101410",NA,"C25 H53 N5 O3","M",143783.143809516,"C8-Neg-101410"
"C8-Neg-100867",NA,"C21 H38 N4 O3 S","M",143779.703745109,"C8-Neg-100867"
"C8-Pos-101478",NA,"C22 H43 N O4","M",143775.829568034,"C8-Pos-101478"
"C18-Pos-100826",NA,"C68 H99 N8 O12 P3","M",143745.818453377,"C18-Pos-100826"
"C8-Neg-101433",NA,"C4 H12 Cl N8 O P S3","M",143687.940918228,"C8-Neg-101433"
"C8-Neg-101489",NA,"C24 H57 N6 O6 P S","M",143451.688147383,"C8-Neg-101489"
"C8-Pos-100963",NA,"C21 H37 N5 S","M",143373.644094084,"C8-Pos-100963"
"Amide-Pos-100734",NA,"C13 H26 N3 O6 P3 S3","M",143340.745619085,"Amide-Pos-100734"
"C8-Neg-101643",NA,"C7 H22 Cl N7 O5 P2 S","M",143308.544059103,"C8-Neg-101643"
"C18-Pos-100843",NA,"C29 H57 N2 O7 P S","M",143051.665488534,"C18-Pos-100843"
"C18-Pos-100910",NA,"C56 H97 N9 O18 P2 S","M",143019.663045169,"C18-Pos-100910"
"C8-Pos-101138",NA,"C15 H30 N2 O3","M",142841.03136291,"C8-Pos-101138"
"Amide-Neg-100815",NA,"C8 H17 N O8","M",142780.917646972,"Amide-Neg-100815"
"C8-Neg-101386",NA,"C26 H50 O4","M",142689.119775165,"C8-Neg-101386"
"C8-Pos-101388",NA,"C2 H3 Cl3 O P2 S5","M",142685.583218085,"C8-Pos-101388"
"Amide-Neg-100841",NA,"C3 H8 N9 O P","M",142214.044681088,"Amide-Neg-100841"
"C8-Neg-101419",NA,"C13 H37 Cl N10 S","M",142085.370974517,"C8-Neg-101419"
"Amide-Pos-100750",NA,"C44 H62 N10 O2","M",142069.058346098,"Amide-Pos-100750"
"C18-Pos-100872",NA,"C9 H20 O4","M",141912.50290252,"C18-Pos-100872"
"C8-Pos-101881",NA,"C43 H75 N8 O5 P","M",141898.968953315,"C8-Pos-101881"
"C8-Neg-101628",NA,"C30 H66 N8 O8 P2","M",141880.544574985,"C8-Neg-101628"
"C18-Pos-100993",NA,"C88 H156 N7 O15 P3 S2","M",141787.419029628,"C18-Pos-100993"
"C8-Pos-101721",NA,"C22 H42 N6 O3 S","M",141772.730976685,"C8-Pos-101721"
"C8-Pos-000658","Amorfrutin A","C21 H24 O4","M",141713.106297304,"Amorfrutin A"
"C8-Pos-101914",NA,"C29 H47 N3 O2 S","M",141626.662158395,"C8-Pos-101914"
"C8-Pos-000663","5(Z),8(Z),11(Z)-Eicosatrienoic acid methyl ester","C21 H36 O2","M",141455.26511082,"5(Z),8(Z),11(Z)-Eicosatrienoic acid methyl ester"
"Amide-Pos-000536","Guanosine 5'-diphospho-α-D-mannose","C16 H25 N5 O16 P2","M",141403.551707288,"Guanosine 5'-diphospho-α-D-mannose"
"C18-Pos-100940",NA,"C89 H140 N10 O18 P2 S","M",141393.008481189,"C18-Pos-100940"
"C8-Pos-101353",NA,"C38 H73 N O2","M",141307.907661318,"C8-Pos-101353"
"C18-Pos-100869",NA,"C60 H99 N6 O17 P3","M",141243.190343961,"C18-Pos-100869"
"C8-Neg-101278",NA,"C24 H50 N7 P S2","M",141113.70466264,"C8-Neg-101278"
"C18-Pos-100908",NA,"C63 H95 N2 O16 P S3","M",141002.564388465,"C18-Pos-100908"
"C8-Pos-000626","[6]-Paradol","C17 H26 O3","M",140980.654192047,"[6]-Paradol"
"C8-Neg-101555",NA,"C7 H17 Cl N10 O2","M",140928.564560099,"C8-Neg-101555"
"C8-Neg-101411",NA,"C20 H45 N4 O P","M",140868.088226365,"C8-Neg-101411"
"Amide-Neg-100822",NA,"C2 H2 Cl3 N4 O3 P","M",140817.157007286,"Amide-Neg-100822"
"Amide-Pos-000508","Oleoyl-L-carnitine","C25 H47 N O4","M",140803.395233443,"Oleoyl-L-carnitine"
"Amide-Neg-100846",NA,"C10 H18 N4 O7 S","M",140673.989644134,"Amide-Neg-100846"
"C8-Neg-101459",NA,"C5 H5 N5 O2 P2","M",140632.944199267,"C8-Neg-101459"
"Amide-Neg-100654",NA,"C6 H8 O4","M",140632.767957127,"Amide-Neg-100654"
"C8-Neg-101279",NA,"C35 H77 N3 O2 P2 S2","M",140623.708974694,"C8-Neg-101279"
"C8-Pos-101927",NA,"C18 H42 N2 O2 P2 S","M",140479.247516679,"C8-Pos-101927"
"C18-Pos-000310","6-Methoxyquinoline","C10 H9 N O","M",140452.603710283,"6-Methoxyquinoline"
"Amide-Neg-100682",NA,"C28 H42 N4 O6 P2 S","M",140417.123855771,"Amide-Neg-100682"
"C8-Pos-101839",NA,"C24 H39 N O3","M",140315.778441496,"C8-Pos-101839"
"C18-Pos-101087",NA,"C35 H65 N4 O6 P S","M",140295.297401864,"C18-Pos-101087"
"C8-Pos-101896",NA,"C30 H61 N9 O14 P2","M",140251.33619805,"C8-Pos-101896"
"C8-Pos-101580",NA,"C36 H80 N7 O9 P3","M",140227.050288997,"C8-Pos-101580"
"Amide-Pos-100721",NA,"C13 H17 O5 P","M",140202.492320167,"Amide-Pos-100721"
"C8-Neg-100958",NA,"C7 H17 Br N6 O5","M",140057.936581506,"C8-Neg-100958"
"C18-Neg-100535",NA,"C8 H8 Cl2 N6 O5 P2 S2","M",140050.808453889,"C18-Neg-100535"
"C18-Neg-100510",NA,"C19 H4 Cl O6 P S","M",140002.313372151,"C18-Neg-100510"
"C8-Neg-101346",NA,"C20 H39 N O2 S","M",139886.463118291,"C8-Neg-101346"
"C8-Pos-101720",NA,"C84 H125 N7 O15 P2 S","M",139865.13851238,"C8-Pos-101720"
"C18-Pos-100999",NA,"C2 H7 O13 P3","M",139715.318724181,"C18-Pos-100999"
"Amide-Pos-100667",NA,"C2 H6 Cl N5 O6 P2","M",139577.191905581,"Amide-Pos-100667"
"C8-Neg-101429",NA,"C23 H42 N10 S","M",139461.003258574,"C8-Neg-101429"
"C8-Pos-101795",NA,"C37 H78 N9 O3 P","M",139446.630217137,"C8-Pos-101795"
"Amide-Neg-100837",NA,"C6 H13 Cl N2 O5","M",139440.738367013,"Amide-Neg-100837"
"C8-Pos-101615",NA,"C4 H4 Cl N O8 P2 S","M",139392.575897519,"C8-Pos-101615"
"C18-Neg-100495",NA,"C3 H Cl3 N3 P","M",139323.020268104,"C18-Neg-100495"
"C8-Neg-101564",NA,"C27 H54 N2 O2 S3","M",139271.552623811,"C8-Neg-101564"
"C18-Pos-000275","3'-O-Methylinosine","C11 H14 N4 O5","M",139232.860404086,"3'-O-Methylinosine"
"C8-Pos-102026",NA,"C23 H41 N7 O3 S","M",139212.354928064,"C8-Pos-102026"
"C8-Pos-102027",NA,"C18 H42 Br N9","M",139212.354928064,"C8-Pos-102027"
"Amide-Neg-000496","Linoleic acid","C18 H32 O2","M",139192.188115837,"Linoleic acid"
"Amide-Pos-100717",NA,"C2 H4 N3 O3 P","M",139042.115090959,"Amide-Pos-100717"
"C8-Pos-101884",NA,"C7 H4 Cl N O8","M",139040.494601623,"C8-Pos-101884"
"C8-Neg-000207","Lignoceric acid","C24 H48 O2","M",138998.381925678,"Lignoceric acid"
"C8-Pos-101891",NA,"C37 H74 N3 O10 P S","M",138987.964428714,"C8-Pos-101891"
"C8-Pos-101916",NA,"C40 H87 N7 O S3","M",138971.750478354,"C8-Pos-101916"
"C8-Pos-101367",NA,"C41 H71 N O2 P2","M",138949.271583554,"C8-Pos-101367"
"C8-Pos-101793",NA,"C35 H79 N7 O S","M",138944.282098657,"C8-Pos-101793"
"C18-Pos-100781",NA,"C21 H39 N O4","M",138730.598172422,"C18-Pos-100781"
"C8-Pos-101848",NA,"C15 H40 N10 O6 S","M",138616.303192078,"C8-Pos-101848"
"C18-Neg-100275",NA,"C7 H11 O10 P","M",138609.319508281,"C18-Neg-100275"
"Amide-Neg-100719",NA,"C7 H3 N7 O","M",138583.389503617,"Amide-Neg-100719"
"C8-Neg-101233",NA,"C8 H17 Cl N8 O11","M",138475.085870948,"C8-Neg-101233"
"C8-Neg-101476",NA,"C26 H50 O4","M",138454.264135431,"C8-Neg-101476"
"C18-Pos-100862",NA,"C23 H48 N3 O4 P S2","M",138295.265941354,"C18-Pos-100862"
"C18-Pos-101120",NA,"C14 H25 N O4 S","M",138268.045359435,"C18-Pos-101120"
"C18-Pos-101122",NA,"C22 H43 N O3","M",138262.989124658,"C18-Pos-101122"
"C18-Pos-100751",NA,"C47 H101 N10 O9 P S","M",137838.104980475,"C18-Pos-100751"
"Amide-Pos-100672",NA,"C6 H7 N2 O10 P","M",137765.143920745,"Amide-Pos-100672"
"C18-Pos-101032",NA,"C52 H87 N4 O14 P3","M",137752.598746324,"C18-Pos-101032"
"C8-Neg-101377",NA,"C22 H36 N4 O2","M",137678.23319213,"C8-Neg-101377"
"C8-Neg-101169",NA,"C9 H18 N5 O2 P3","M",137671.174079998,"C8-Neg-101169"
"Amide-Pos-100767",NA,"C4 H4 S","M",137589.480730859,"Amide-Pos-100767"
"C8-Neg-101467",NA,"C9 H13 Br O5","M",137553.240943132,"C8-Neg-101467"
"C18-Pos-100919",NA,"C33 H71 N4 O6 P3","M",137415.633147969,"C18-Pos-100919"
"Amide-Pos-100723",NA,"C4 H9 N O7","M",137309.123307604,"Amide-Pos-100723"
"C18-Pos-100954",NA,"C25 H45 N","M",137060.316259597,"C18-Pos-100954"
"C8-Pos-101593",NA,"C27 H66 N9 O4 P","M",137019.090579534,"C8-Pos-101593"
"C8-Pos-101542",NA,"C27 H44","M",136958.876896206,"C8-Pos-101542"
"C8-Neg-101588",NA,"C29 H69 N6 O4 P3","M",136886.7780558,"C8-Neg-101588"
"C8-Pos-000691","Terbutol","C17 H27 N O2","M",136683.236066746,"Terbutol"
"Amide-Neg-100862",NA,"C5 H8 N9 O3 P","M",136620.498698864,"Amide-Neg-100862"
"C8-Neg-101526",NA,"C9 H12 Cl N4 O7 P3","M",136608.926536023,"C8-Neg-101526"
"Amide-Neg-100854",NA,"C16 H30 O3","M",136583.711817487,"Amide-Neg-100854"
"C8-Neg-101530",NA,"C36 H72 Cl N O3","M",136473.776906656,"C8-Neg-101530"
"C18-Pos-100911",NA,"C6 H12 N3 P","M",136448.735837805,"C18-Pos-100911"
"C18-Pos-100912",NA,"C4 H9 N2 P","M",136448.735837805,"C18-Pos-100912"
"Amide-Pos-100745",NA,"C12 H17 N3 O2 P2 S","M",136311.004224982,"Amide-Pos-100745"
"C8-Pos-101642",NA,"C41 H55 N7 O15 P2","M",136305.617283395,"C8-Pos-101642"
"C8-Pos-101657",NA,"C20 H36 O3","M",136176.741841446,"C8-Pos-101657"
"C18-Pos-000321","o_coumaric acid","C9 H8 O3","M",136069.399761165,"o_coumaric acid"
"C8-Pos-101842",NA,"C19 H28 Cl N2 O2 P","M",135924.016416448,"C8-Pos-101842"
"C8-Pos-101843",NA,"C23 H21 Cl N4 O","M",135924.016416448,"C8-Pos-101843"
"C8-Neg-101374",NA,"C19 H36 Cl2 N4 O5 S","M",135889.03561707,"C8-Neg-101374"
"C8-Neg-101379",NA,"C29 H46 O3","M",135696.531662134,"C8-Neg-101379"
"C8-Pos-000637","Sebacic acid","C10 H18 O4","M",135662.137066232,"Sebacic acid"
"C8-Pos-000671","(3β,9ξ)-3,14-Dihydroxycarda-5,20(22)-dienolide","C23 H32 O4","M",135639.517071422,"(3β,9ξ)-3,14-Dihydroxycarda-5,20(22)-dienolide"
"C18-Neg-100184",NA,"C14 H22 N3 O3 P3 S","M",135586.377750201,"C18-Neg-100184"
"C18-Neg-100557",NA,"C7 H7 Cl2 N3 O2 S","M",135541.232805948,"C18-Neg-100557"
"C18-Pos-100556",NA,"C23 H46 N2 O3","M",135499.610751882,"C18-Pos-100556"
"C18-Pos-100877",NA,"C84 H147 N9 O18 P2 S","M",135448.7304012,"C18-Pos-100877"
"C18-Pos-100817",NA,"C63 H116 N9 O17 P","M",135436.435564904,"C18-Pos-100817"
"C18-Neg-100549",NA,"C4 H10 N5 O10 P3 S","M",135392.121613017,"C18-Neg-100549"
"C18-Pos-100857",NA,"C83 H152 N3 O17 P3 S2","M",135150.876616469,"C18-Pos-100857"
"C8-Neg-100925",NA,"C21 H28 Cl N2 O5 P3 S2","M",134924.776578615,"C8-Neg-100925"
"Amide-Neg-100818",NA,"C5 H N7 O","M",134901.440486381,"Amide-Neg-100818"
"C8-Neg-101406",NA,"C5 H10 N3 O14 P","M",134874.992460282,"C8-Neg-101406"
"C8-Neg-101574",NA,"C19 H44 N2 O3 P2 S2","M",134751.773752969,"C8-Neg-101574"
"C8-Pos-101878",NA,"C19 H28 N2 O3","M",134719.672086579,"C8-Pos-101878"
"C8-Neg-101152",NA,"C7 H17 N O6 P2","M",134704.717657531,"C8-Neg-101152"
"C8-Pos-101982",NA,"C25 H52 N2 O","M",134691.62524154,"C8-Pos-101982"
"C8-Neg-101284",NA,"C6 H15 N7 O2 P2 S","M",134648.45809932,"C8-Neg-101284"
"C8-Neg-101365",NA,"C22 H44 N2 O3 P2 S","M",134524.928704364,"C8-Neg-101365"
"Amide-Neg-100819",NA,"C4 H6 N4 O3","M",134496.39979884,"Amide-Neg-100819"
"Amide-Pos-100754",NA,"C21 H38 N4 O4","M",134181.185113824,"Amide-Pos-100754"
"Amide-Pos-100636",NA,"C15 H13 N O3 P2 S","M",134156.65584837,"Amide-Pos-100636"
"C8-Pos-101480",NA,"C19 H40 N2 O","M",134033.278804891,"C8-Pos-101480"
"C18-Pos-100914",NA,"C28 H41 N5","M",133987.086705911,"C18-Pos-100914"
"C8-Pos-101456",NA,"C63 H116 N9 O17 P","M",133984.225718055,"C8-Pos-101456"
"Amide-Neg-000595","Ornithine","C5 H12 N2 O2","M",133931.220132959,"Ornithine"
"C8-Neg-101394",NA,"C14 H36 N6 S","M",133920.223921254,"C8-Neg-101394"
"C8-Pos-101889",NA,"C23 H51 N7 O3","M",133906.11666145,"C8-Pos-101889"
"C8-Neg-101579",NA,"C H Cl N4 O S3","M",133851.647299978,"C8-Neg-101579"
"C8-Pos-101387",NA,"C20 H43 N O3","M",133792.886304711,"C8-Pos-101387"
"C18-Neg-100509",NA,"C3 H9 Cl N8 O","M",133630.163086744,"C18-Neg-100509"
"C8-Pos-101672",NA,"C21 H45 N4 O3 P","M",133471.772077585,"C8-Pos-101672"
"C8-Neg-101507",NA,"C16 H35 N4 O4 P S","M",133449.831972901,"C8-Neg-101507"
"Amide-Neg-100689",NA,"C4 H8 O4","M",133449.314795039,"Amide-Neg-100689"
"C8-Neg-101047",NA,"C13 H26 Cl N10 O12 P3 S2","M",133440.845560805,"C8-Neg-101047"
"C8-Pos-000649","UDP-N-acetylglucosamine","C17 H27 N3 O17 P2","M",133398.844610028,"UDP-N-acetylglucosamine"
"C8-Neg-101355",NA,"C22 H44 N2 O S2","M",133387.195722308,"C8-Neg-101355"
"C8-Pos-000653","1-Oxaspiro[2.7]decane-6,7-dione, 10-hydroxy-8-methoxy-10-methyl-9-(3-methyl-2-buten-1-yl)-","C16 H24 O5","M",133376.858778288,"1-Oxaspiro[2.7]decane-6,7-dione, 10-hydroxy-8-methoxy-10-methyl-9-(3-methyl-2-buten-1-yl)-"
"Amide-Pos-100572",NA,"C2 H N5 O5 S","M",133180.401587822,"Amide-Pos-100572"
"C18-Pos-100955",NA,"C21 H31 N3 O5 S2","M",133156.742509424,"C18-Pos-100955"
"C8-Neg-101252",NA,"C9 H24 Br N4 P3","M",133070.658803781,"C8-Neg-101252"
"Amide-Neg-100858",NA,"C12 H19 N4 O P3 S","M",133038.956376839,"Amide-Neg-100858"
"C18-Neg-100442",NA,"C10 H11 N O6","M",132930.388864615,"C18-Neg-100442"
"C8-Neg-101570",NA,"C6 H6 N3 O5 P","M",132852.519074084,"C8-Neg-101570"
"Amide-Pos-100725",NA,"C22 H36 N4 O","M",132808.730369549,"Amide-Pos-100725"
"C8-Pos-101322",NA,"C26 H39 N5 O","M",132707.264123758,"C8-Pos-101322"
"C8-Pos-101323",NA,"C22 H46 N3 O2 P","M",132707.264123758,"C8-Pos-101323"
"C8-Pos-101820",NA,"C38 H83 N7 O7 P2","M",132600.407459782,"C8-Pos-101820"
"C8-Pos-101944",NA,"C21 H51 N10 O2 P","M",132460.045712377,"C8-Pos-101944"
"C8-Pos-101965",NA,"C18 H37 N O S","M",132406.053627132,"C8-Pos-101965"
"Amide-Neg-100750",NA,"C15 H15 N O2 P2","M",132231.408819982,"Amide-Neg-100750"
"C8-Neg-000210","LPE 24:4","C29 H52 N O7 P","M",132157.118215045,"LPE 24:4"
"C8-Pos-000553","2,3-Di(2-furyl)quinoxaline","C16 H10 N2 O2","M",132100.847783146,"2,3-Di(2-furyl)quinoxaline"
"C8-Neg-101330",NA,"C30 H50 O2","M",132098.66286728,"C8-Neg-101330"
"Amide-Neg-100865",NA,"C42 H77 N2 O4 P","M",132005.413339555,"Amide-Neg-100865"
"C8-Pos-000642","N-({(2R,4S,5R)-5-[3-(4-Methoxyphenyl)-1-methyl-1H-pyrazol-5-yl]-1-azabicyclo[2.2.2]oct-2-yl}methyl)acetamide","C21 H28 N4 O2","M",131980.914959394,"N-({(2R,4S,5R)-5-[3-(4-Methoxyphenyl)-1-methyl-1H-pyrazol-5-yl]-1-azabicyclo[2.2.2]oct-2-yl}methyl)acetamide"
"C8-Neg-100989",NA,"C3 H9 Cl N6 O2 S2","M",131963.465100082,"C8-Neg-100989"
"C8-Neg-101586",NA,"C30 H50 O2","M",131963.40306238,"C8-Neg-101586"
"C8-Pos-101966",NA,"C25 H40 O3","M",131847.417201049,"C8-Pos-101966"
"Amide-Neg-100802",NA,"C11 H29 N4 P3","M",131803.319012724,"Amide-Neg-100802"
"C8-Pos-101997",NA,"C60 H84 O3 P2","M",131709.06307864,"C8-Pos-101997"
"C8-Neg-101438",NA,"C6 H8 Br N5 O2 P2","M",131685.44128945,"C8-Neg-101438"
"C8-Neg-101213",NA,"C6 H18 Cl N6 O5 P3 S","M",131681.066724111,"C8-Neg-101213"
"C8-Pos-101334",NA,"C23 H42 N9 O5 P","M",131608.998295432,"C8-Pos-101334"
"C8-Neg-100876",NA,"C5 H3 N6 O8 P3","M",131599.314494085,"C8-Neg-100876"
"C8-Neg-101597",NA,"C40 H82 N6 S3","M",131597.664036869,"C8-Neg-101597"
"C18-Pos-101136",NA,"C7 H15 Br N10 O6","M",131575.932595899,"C18-Pos-101136"
"C8-Neg-101364",NA,"C6 H19 Br Cl N10 O7 P","M",131551.025158577,"C8-Neg-101364"
"Amide-Pos-100732",NA,"C8 H10 N3 O2 P","M",131531.517288929,"Amide-Pos-100732"
"C8-Pos-101819",NA,"C27 H55 N O4 S","M",131520.764386991,"C8-Pos-101819"
"C18-Pos-100867",NA,"C5 H9 N2 O3 P S","M",131350.263106135,"C18-Pos-100867"
"Amide-Pos-100741",NA,"C14 H35 N10 O3 P S2","M",131301.783935767,"Amide-Pos-100741"
"C18-Pos-000309","3-Hydroxydodecanoic acid","C12 H24 O3","M",131169.103955952,"3-Hydroxydodecanoic acid"
"C18-Pos-101079",NA,"C41 H81 N7 O15 P2","M",130946.592734323,"C18-Pos-101079"
"Amide-Neg-100898",NA,"C10 H17 N O2 S2","M",130926.78413595,"Amide-Neg-100898"
"C8-Neg-000199","Phosphatidylethanolamine lyso 18:2","C23 H44 N O7 P","M",130881.410879285,"Phosphatidylethanolamine lyso 18:2"
"Amide-Neg-100807",NA,"C6 H7 N7 O5","M",130840.076805996,"Amide-Neg-100807"
"Amide-Neg-100836",NA,"C8 H19 N O8 S","M",130761.180884591,"Amide-Neg-100836"
"C18-Neg-100517",NA,"C8 H18 Cl N6 O P","M",130745.35943499,"C18-Neg-100517"
"C8-Pos-101806",NA,"C16 H32 N2 O2","M",130694.400045814,"C8-Pos-101806"
"C18-Pos-000291","Triethylene glycol monomethyl ether","C7 H16 O4","M",130562.21462311,"Triethylene glycol monomethyl ether"
"C18-Pos-101123",NA,"C6 H10 O4 P2","M",130516.20773883,"C18-Pos-101123"
"C18-Pos-100948",NA,"C8 H18 O4","M",130514.439188345,"C18-Pos-100948"
"Amide-Neg-000582","Guanosine 5'-diphosphate (GDP)","C10 H15 N5 O11 P2","M",130474.178059385,"Guanosine 5'-diphosphate (GDP)"
"C18-Pos-100925",NA,"C3 H4 N6 O12 P2 S","M",130453.980534616,"C18-Pos-100925"
"C8-Neg-101506",NA,"C38 H87 N10 O17 P3","M",130209.215519991,"C8-Neg-101506"
"C8-Neg-101320",NA,"C12 H17 N2 O2 P3 S2","M",130157.044171245,"C8-Neg-101320"
"C18-Pos-100831",NA,"C33 H72 N7 O8 P3","M",130033.509774413,"C18-Pos-100831"
"C8-Pos-102024",NA,"C25 H38 N2 O2 S","M",129995.244552723,"C8-Pos-102024"
"C8-Pos-101883",NA,"C21 H39 N9 O11 P2 S","M",129975.380665249,"C8-Pos-101883"
"C18-Neg-100519",NA,"C7 H10 O9","M",129891.42163132,"C18-Neg-100519"
"C8-Pos-101984",NA,"C30 H56 N6 O4 S","M",129876.592813287,"C8-Pos-101984"
"Amide-Neg-100727",NA,"C10 H21 N5 O6 P2","M",129791.412009796,"Amide-Neg-100727"
"C8-Neg-101551",NA,"C24 H37 Cl O2","M",129723.440969053,"C8-Neg-101551"
"C8-Neg-101552",NA,"C24 H36 O2","M",129723.440969053,"C8-Neg-101552"
"Amide-Pos-100719",NA,"C6 H9 N6 O7 P3","M",129709.699252546,"Amide-Pos-100719"
"C8-Neg-101594",NA,"C17 H28 N4 O5 S","M",129700.083563567,"C8-Neg-101594"
"Amide-Pos-100706",NA,"C3 H5 N3 O7 P2 S2","M",129619.149143855,"Amide-Pos-100706"
"C8-Pos-101778",NA,"C6 H16 N9 O2 P3","M",129460.02570617,"C8-Pos-101778"
"C8-Pos-101812",NA,"C17 H31 O2 P","M",129223.634503931,"C8-Pos-101812"
"C18-Pos-101071",NA,"C76 H105 N10 O17 P S","M",129156.184461485,"C18-Pos-101071"
"Amide-Neg-100794",NA,"C13 H35 N8 O P S","M",129116.008176355,"Amide-Neg-100794"
"C8-Pos-101954",NA,"C25 H32 O2 S2","M",129113.537413437,"C8-Pos-101954"
"C8-Pos-101955",NA,"C18 H40 N O5 P S2","M",129113.537413437,"C8-Pos-101955"
"C18-Pos-101039",NA,"C37 H83 N10 O8 P3","M",129075.340482834,"C18-Pos-101039"
"C8-Pos-101573",NA,"C24 H43 N5","M",128961.98709832,"C8-Pos-101573"
"Amide-Pos-100779",NA,"C36 H45 Cl N5 O3 P S3","M",128842.994082297,"Amide-Pos-100779"
"C8-Pos-101960",NA,"C35 H36 N9 O2 P S","M",128792.773404561,"C8-Pos-101960"
"C8-Pos-102054",NA,"C31 H52 N4 O3 S","M",128746.195902683,"C8-Pos-102054"
"Amide-Pos-100716",NA,"C6 H2 Br N5 O4 S","M",128718.154359315,"Amide-Pos-100716"
"C8-Pos-102064",NA,"C36 H63 N9 O3","M",128705.728299451,"C8-Pos-102064"
"C8-Pos-101978",NA,"C22 H52 N9 O2 P","M",128696.833952754,"C8-Pos-101978"
"Amide-Pos-100607",NA,"C8 H O9 P3","M",128682.88479303,"Amide-Pos-100607"
"Amide-Neg-100899",NA,"C8 H17 O11 P","M",128569.943772585,"Amide-Neg-100899"
"C8-Neg-101101",NA,"C26 H30 Cl N2 O5 P3 S2","M",128457.254625425,"C8-Neg-101101"
"Amide-Pos-100604",NA,"C3 H9 N3 O18","M",128397.354011185,"Amide-Pos-100604"
"Amide-Neg-100806",NA,"C12 H18 N6 O5","M",128308.046647232,"Amide-Neg-100806"
"C8-Neg-101487",NA,"C37 H81 N5 O P2 S","M",128181.178907537,"C8-Neg-101487"
"C8-Pos-101871",NA,"C23 H5 N O8 P2 S2","M",128180.511855819,"C8-Pos-101871"
"C18-Neg-100502",NA,"C8 H8 N4 O5 S","M",128054.107656498,"C18-Neg-100502"
"C18-Pos-101103",NA,"C22 H3 N6 O5 P S4","M",128044.722753127,"C18-Pos-101103"
"C8-Pos-000532","NCGC00381029-01!1-(3-ethyl-2,4-dihydroxy-6-methoxyphenyl)butan-1-one","C13 H18 O4","M",128028.499132569,"NCGC00381029-01!1-(3-ethyl-2,4-dihydroxy-6-methoxyphenyl)butan-1-one"
"C18-Pos-100678",NA,"C55 H97 N4 O5 P S2","M",128028.216581733,"C18-Pos-100678"
"Amide-Pos-000534","α-Asp-Gly","C6 H10 N2 O5","M",127944.998124462,"α-Asp-Gly"
"C8-Neg-101527",NA,"C20 H40 N2 O4 S","M",127881.198057068,"C8-Neg-101527"
"C18-Pos-100959",NA,"C20 H44 Cl N5 O3 S2","M",127755.034471479,"C18-Pos-100959"
"C8-Neg-101239",NA,"C5 H17 Cl N4 O8 P2 S","M",127435.006354286,"C8-Neg-101239"
"Amide-Pos-100758",NA,"C30 H43 N3 O S2","M",127424.627940657,"Amide-Pos-100758"
"C8-Neg-101258",NA,"C19 H37 N O3 S","M",127346.548375739,"C8-Neg-101258"
"C8-Neg-100787",NA,"C17 H27 Br Cl N2 O2 P S","M",127269.411981915,"C8-Neg-100787"
"Amide-Pos-100541",NA,"C24 H48 N3 O6 P S2","M",127246.354500086,"Amide-Pos-100541"
"C8-Neg-101468",NA,"C45 H90 N3 O5 P3 S","M",127181.958994283,"C8-Neg-101468"
"Amide-Neg-100814",NA,"C H2 O3 S2","M",127110.582507865,"Amide-Neg-100814"
"Amide-Neg-100887",NA,"C14 H22 O2","M",127109.884601649,"Amide-Neg-100887"
"C8-Pos-000673","Tuberostemonine","C22 H33 N O4","M",127044.924877551,"Tuberostemonine"
"C8-Neg-101391",NA,"C34 H58 O2","M",127016.764770291,"C8-Neg-101391"
"C8-Neg-101601",NA,"C17 H48 N9 O2 P3 S","M",126999.188535315,"C8-Neg-101601"
"C8-Pos-000623","Cortisone","C21 H28 O5","M",126980.744800606,"Cortisone"
"Amide-Neg-100891",NA,"C9 H27 N4 O8 P3 S","M",126953.920489429,"Amide-Neg-100891"
"Amide-Pos-100728",NA,"C7 H17 N4 O6 P3","M",126889.541156127,"Amide-Pos-100728"
"Amide-Neg-000423","Diethylene glycol dodecyl ether sulfate","C16 H34 O6 S","M",126751.062211093,"Diethylene glycol dodecyl ether sulfate"
"C8-Neg-101565",NA,"C3 H8 Cl N8 O3 P S2","M",126744.354261961,"C8-Neg-101565"
"C8-Neg-101560",NA,"C37 H75 N2 O4 P3 S","M",126727.991943575,"C8-Neg-101560"
