"Compound.ID","Name","Formula","mean_intensity","display_name"
"C8-Pos-100946",NA,"C37 H84 N7 O7 P S",714711.478979974,"C8-Pos-100946"
"C8-Pos-100886",NA,"C34 H70 N6 O3 S",714709.521210025,"C8-Pos-100886"
"Amide-Pos-100474",NA,"C8 H11 Cl2 N O4",714559.393681346,"Amide-Pos-100474"
"C18-Neg-100316",NA,"C8 H3 N3 O7",714443.307471772,"C18-Neg-100316"
"C8-Pos-101098",NA,"C19 H38 O5",714278.033105771,"C8-Pos-101098"
"Amide-Neg-000415","DL-4-Hydroxyphenyllactic acid","C9 H10 O4",714227.567258142,"DL-4-Hydroxyphenyllactic acid"
"C8-Pos-101124",NA,"C26 H38 O S",713760.566372314,"C8-Pos-101124"
"C8-Pos-101076",NA,"C22 H48 N2 O2 S2",713694.282587693,"C8-Pos-101076"
"C8-Pos-000449","Hexanoylcarnitine","C13 H25 N O4",713251.276919015,"Hexanoylcarnitine"
"Amide-Pos-100375",NA,"C16 H20 N2 O5 S",713162.413299835,"Amide-Pos-100375"
"C18-Pos-100582",NA,"C60 H117 N9 O3 S5",712988.926169133,"C18-Pos-100582"
"C8-Pos-100555",NA,"C15 H35 N4 O4 P",712964.197673701,"C8-Pos-100555"
"C8-Neg-100696",NA,"C10 H19 N4 O4 P S",712760.097207904,"C8-Neg-100696"
"C8-Neg-100816",NA,"C7 H5 Br N P S",712145.549399313,"C8-Neg-100816"
"C8-Neg-100678",NA,"C3 H5 Cl N8 O",712098.54235259,"C8-Neg-100678"
"C8-Neg-100694",NA,"C2 H2 Br Cl2 N S4",711868.616720681,"C8-Neg-100694"
"C18-Pos-100577",NA,"C3 H6 P2",711399.739781921,"C18-Pos-100577"
"C8-Pos-100817",NA,"C45 H91 O4 P3",711386.776868861,"C8-Pos-100817"
"C8-Pos-100864",NA,"C30 H45 N4 O8 P",710816.778605221,"C8-Pos-100864"
"Amide-Pos-000443","Gabapentin","C9 H17 N O2",710586.432115603,"Gabapentin"
"Amide-Pos-000465","Nα-Methyl-L-lysine","C7 H16 N2 O2",710380.864517851,"Nα-Methyl-L-lysine"
"C8-Neg-100599",NA,"C8 H23 Br N6 O P2",709859.12231577,"C8-Neg-100599"
"C8-Pos-100669",NA,"C13 H16 N4 O10 P2 S3",709742.33302727,"C8-Pos-100669"
"C8-Neg-100320",NA,"C4 H8 Cl2 N9 O18 P3 S",709672.849394475,"C8-Neg-100320"
"C18-Pos-100552",NA,"C14 H21 N O2 P2 S2",709543.568093551,"C18-Pos-100552"
"Amide-Neg-000427","2-Amino-4-(methylthio)butanoic acid","C5 H11 N O2 S",708887.879378386,"2-Amino-4-(methylthio)butanoic acid"
"Amide-Neg-100492",NA,"C12 H17 N2 O2 P3 S",708450.529754971,"Amide-Neg-100492"
"Amide-Neg-000402","(2R)-2,3-Dihydroxypropanoic acid","C3 H6 O4",708033.1127332,"(2R)-2,3-Dihydroxypropanoic acid"
"C18-Pos-100572",NA,"C22 H39 N O S3",707528.693783198,"C18-Pos-100572"
"C8-Pos-000467","1-Hexadecyl-sn-glycero-3-phosphocholine","C24 H52 N O6 P",707333.833851537,"1-Hexadecyl-sn-glycero-3-phosphocholine"
"C8-Neg-100509",NA,"C3 H5 Cl2 N6 P S",707311.278064655,"C8-Neg-100509"
"C8-Neg-100510",NA,"C2 H5 Br N4 O S",707311.278064655,"C8-Neg-100510"
"C8-Pos-100876",NA,"C16 H41 N8 O4 P",706960.534270998,"C8-Pos-100876"
"C18-Pos-000258","5-(6-Methyl-7-oxooctyl)furan-2(5H)-one","C13 H20 O3",706492.796611898,"5-(6-Methyl-7-oxooctyl)furan-2(5H)-one"
"C8-Pos-100544",NA,"C19 H40 N5 O4 P",706327.836203248,"C8-Pos-100544"
"Amide-Pos-100341",NA,"C9 H14 N2 O6",705914.003007779,"Amide-Pos-100341"
"C18-Neg-100299",NA,"C3 H7 N3 O9 S",705749.316616856,"C18-Neg-100299"
"Amide-Pos-100394",NA,"C14 H29 N4 O8 P S2",705649.21513908,"Amide-Pos-100394"
"C8-Pos-101030",NA,"C51 H45 N6 O3 P",705343.774861524,"C8-Pos-101030"
"C8-Neg-000154","PG 36:4","C42 H75 O10 P",704224.136908504,"PG 36:4"
"C18-Pos-100445",NA,"C9 H19 N O P2 S",703759.004856962,"C18-Pos-100445"
"C8-Neg-100341",NA,"C7 H17 O7 P3",703658.810246396,"C8-Neg-100341"
"C8-Neg-100848",NA,"C46 H96 N3 O7 P3 S",703312.685977623,"C8-Neg-100848"
"C8-Pos-100697",NA,"C9 H21 N6 O3 P S",702833.502970975,"C8-Pos-100697"
"Amide-Neg-100551",NA,"C5 H8 Cl N O5",702524.126038715,"Amide-Neg-100551"
"C8-Pos-101004",NA,"C40 H88 N9 O6 P3",702193.121194434,"C8-Pos-101004"
"C8-Neg-100648",NA,"C24 H42 N4 O2",701629.642701893,"C8-Neg-100648"
"C8-Pos-101252",NA,"C26 H56 Cl N10 O3 P S",701495.752418647,"C8-Pos-101252"
"Amide-Pos-100148",NA,"C20 H43 N",701220.841286985,"Amide-Pos-100148"
"C8-Pos-100664",NA,"C88 H165 N10 O16 P3 S5",701044.056816522,"C8-Pos-100664"
"C8-Pos-100920",NA,"C26 H57 N9 O4 P2",700076.716096403,"C8-Pos-100920"
"C8-Neg-100348",NA,"C41 H86 Cl N5 O6 P2",699884.050898708,"C8-Neg-100348"
"C8-Pos-100954",NA,"C40 H80 N3 O8 P",699796.789045797,"C8-Pos-100954"
"Amide-Neg-100488",NA,"C3 H8 O3 S2",699597.709913908,"Amide-Neg-100488"
"C18-Pos-100486",NA,"C13 H11 N5 O5 S",699260.285666542,"C18-Pos-100486"
"C8-Pos-000510","[6]-Paradol","C17 H26 O3",698761.718281767,"[6]-Paradol"
"C8-Pos-100938",NA,"C36 H63 N3 O2 S",698729.398396645,"C8-Pos-100938"
"Amide-Neg-100550",NA,"C10 H17 N O8",698518.866447207,"Amide-Neg-100550"
"C8-Pos-000472","LPE 18:2","C23 H44 N O7 P",698394.579993701,"LPE 18:2"
"C8-Pos-000486","PC O-30:0","C38 H78 N O7 P",698301.695860516,"PC O-30:0"
"Amide-Neg-100562",NA,"C7 H3 N9 O",697784.953384095,"Amide-Neg-100562"
"Amide-Pos-100442",NA,"C11 H19 N2 O8 P",696193.543295308,"Amide-Pos-100442"
"Amide-Pos-100443",NA,"C6 H13 N9 O3 P2",696193.543295308,"Amide-Pos-100443"
"C18-Neg-100291",NA,"C9 H2 O16 P2 S2",696010.805090901,"C18-Neg-100291"
"C8-Pos-101125",NA,"C14 H31 N7 O4",695710.832613591,"C8-Pos-101125"
"C18-Neg-100239",NA,"C4 H Cl N O4 P S3",695316.267329797,"C18-Neg-100239"
"C18-Pos-100525",NA,"C16 H34 N2 O16 P2",695238.969004844,"C18-Pos-100525"
"Amide-Neg-000369","Adenosine","C10 H13 N5 O4",694727.272662337,"Adenosine"
"C18-Pos-000253","N6-Threonylcarbamoyladenosine","C15 H20 N6 O8",694721.402981894,"N6-Threonylcarbamoyladenosine"
"C8-Pos-101050",NA,"C37 H58 N4 O3",694248.470345745,"C8-Pos-101050"
"C8-Pos-101051",NA,"C30 H66 N5 O6 P",694248.470345745,"C8-Pos-101051"
"C8-Pos-100994",NA,"C19 H43 N7 S",693257.845213725,"C8-Pos-100994"
"C8-Neg-100783",NA,"C2 H Cl N P3 S4",692718.246370884,"C8-Neg-100783"
"C8-Neg-000112","PI 16:1_18:1","C43 H79 O13 P",692238.291332531,"PI 16:1_18:1"
"C18-Pos-100581",NA,"C2 H2 Cl N4 P S",691833.847747235,"C18-Pos-100581"
"C18-Pos-000247","5-Hydroxyindole-3-acetic acid","C10 H9 N O3",691700.966137159,"5-Hydroxyindole-3-acetic acid"
"C8-Pos-100763",NA,"C22 H34 N4 O",691576.957754762,"C8-Pos-100763"
"C8-Neg-000155","LPE 16:1","C21 H42 N O7 P",690784.028298974,"LPE 16:1"
"C8-Pos-100956",NA,"C20 H45 N5 O3 P2 S",690345.219514562,"C8-Pos-100956"
"C18-Neg-100329",NA,"C5 H11 N8 O6 P",690308.724527003,"C18-Neg-100329"
"C8-Pos-100642",NA,"C16 H40 N6 O2 S",690049.232176314,"C8-Pos-100642"
"Amide-Pos-100435",NA,"C5 H16 Cl3 N6 P3",690044.212306551,"Amide-Pos-100435"
"C8-Neg-000119","PS(16:1_18:1)","C40 H74 N O10 P",689614.987143091,"PS(16:1_18:1)"
"C8-Pos-000497","PE O-18:2_16:1","C39 H74 N O7 P",689169.147377279,"PE O-18:2_16:1"
"C18-Pos-000231","Cytarabine","C9 H13 N3 O5",687674.088002133,"Cytarabine"
"Amide-Pos-000447","N6,N6-dimethyllysine","C8 H18 N2 O2",687523.87462522,"N6,N6-dimethyllysine"
"Amide-Neg-100603",NA,"C7 H13 Cl O2 S2",687228.369753177,"Amide-Neg-100603"
"C18-Pos-100592",NA,"C36 H69 N8 O5 P3",686293.608905092,"C18-Pos-100592"
"C8-Neg-100435",NA,"C8 H9 N3 O5 P2",686196.391784246,"C8-Neg-100435"
"Amide-Pos-100429",NA,"C3 H N4 O9 P",685482.176898111,"Amide-Pos-100429"
"C8-Pos-100824",NA,"C6 H12 Br N2 O6 P",685291.989574968,"C8-Pos-100824"
"C8-Pos-100875",NA,"C30 H68 N5 O2 P S",685072.447256596,"C8-Pos-100875"
"Amide-Neg-100418",NA,"C7 H17 Cl N O3 P3 S2",684443.285577535,"Amide-Neg-100418"
"C8-Pos-100804",NA,"C43 H64 N9 O4 P3",684393.673660595,"C8-Pos-100804"
"C8-Neg-100712",NA,"C5 H6 Br2 Cl4 N5 O2 P",684316.939915982,"C8-Neg-100712"
"C18-Pos-000214","Xanthosine","C10 H12 N4 O6",683802.568064142,"Xanthosine"
"Amide-Neg-100417",NA,"C12 H14 N6 O8 S",683688.504940669,"Amide-Neg-100417"
"C8-Pos-000529","Methyl 3,5-di-tert-butyl-4-hydroxybenzoate","C16 H24 O3",683456.116205399,"Methyl 3,5-di-tert-butyl-4-hydroxybenzoate"
"C8-Pos-101013",NA,"C17 H32 O5",683357.672591683,"C8-Pos-101013"
"C8-Neg-100624",NA,"C10 H21 N O9",682849.731860683,"C8-Neg-100624"
"C18-Pos-000209","2-Amino-5-chlorobenzoic acid","C7 H6 Cl N O2",682380.459095885,"2-Amino-5-chlorobenzoic acid"
"C8-Neg-100505",NA,"C H2 Br P S3",682221.713756425,"C8-Neg-100505"
"C18-Neg-100313",NA,"C2 H3 N5 O6 S",682042.75966758,"C18-Neg-100313"
"C8-Neg-100354",NA,"C39 H84 N4 O12 P2",682001.779378364,"C8-Neg-100354"
"C8-Pos-101099",NA,"C17 H37 N7 O4",681216.480629133,"C8-Pos-101099"
"C8-Neg-100829",NA,"C3 H5 Cl N3 P S3",680886.768572224,"C8-Neg-100829"
"C8-Pos-100921",NA,"C29 H50 N5 O5 P",680869.696770866,"C8-Pos-100921"
"C18-Pos-000252","7-Methylguanosine","C11 H15 N5 O5",680729.042223015,"7-Methylguanosine"
"C18-Pos-100427",NA,"C71 H126 N9 O12 P3",680227.010511229,"C18-Pos-100427"
"C8-Pos-000514","2-Ethyl-N-({(2R,4S,5R)-5-[6-(2-furyl)-2-methyl-4-pyrimidinyl]-1-azabicyclo[2.2.2]oct-2-yl}methyl)butanamide","C23 H32 N4 O2",680183.673977908,"2-Ethyl-N-({(2R,4S,5R)-5-[6-(2-furyl)-2-methyl-4-pyrimidinyl]-1-azabicyclo[2.2.2]oct-2-yl}methyl)butanamide"
"C18-Neg-000163","Citric acid","C6 H8 O7",680060.185504999,"Citric acid"
"Amide-Neg-100520",NA,"C19 H18 N2 O15 P2 S",680040.732572906,"Amide-Neg-100520"
"Amide-Neg-100353",NA,"C26 H21 N2 O3 P3 S",680012.375156236,"Amide-Neg-100353"
"C8-Pos-101168",NA,"C26 H63 N7 O4 P2",679682.172050159,"C8-Pos-101168"
"C8-Pos-101169",NA,"C26 H60 N6 O4 P2",679682.172050159,"C8-Pos-101169"
"Amide-Neg-100421",NA,"C4 H8 O2 S",679241.408409151,"Amide-Neg-100421"
"C8-Neg-100569",NA,"C44 H74 N4 O2",678956.546175536,"C8-Neg-100569"
"Amide-Pos-100376",NA,"C2 H7 N O6",678613.949272245,"Amide-Pos-100376"
"C8-Neg-100752",NA,"C23 H40 Cl N2 P",678116.538307549,"C8-Neg-100752"
"Amide-Neg-100463",NA,"C8 H15 N O9 S",677838.068687418,"Amide-Neg-100463"
"Amide-Neg-100527",NA,"C12 H20 N2 O5 P2 S",677561.180742793,"Amide-Neg-100527"
"C8-Pos-100258",NA,"C23 H47 N4 O6 P",677107.740816106,"C8-Pos-100258"
"C8-Pos-100400",NA,"C83 H143 N2 O18 P3",676909.52980096,"C8-Pos-100400"
"C8-Neg-100786",NA,"C10 H23 Cl N8 O4 P2 S",676835.586104242,"C8-Neg-100786"
"Amide-Pos-100436",NA,"C4 H13 N9 O18",676453.495094806,"Amide-Pos-100436"
"Amide-Pos-100460",NA,"C3 H9 N O2 P2 S",676017.910636746,"Amide-Pos-100460"
"C18-Pos-000248","Methyl 2-amino-3,3-dimethylbutanoate","C7 H15 N O2",674294.697846587,"Methyl 2-amino-3,3-dimethylbutanoate"
"Amide-Pos-000417","Spectral Match to 1,2-Di-(9Z-octadecenoyl)-sn-glycero-3-phosphoethanolamine from NIST14","C41 H78 N O8 P",673590.994262266,"Spectral Match to 1,2-Di-(9Z-octadecenoyl)-sn-glycero-3-phosphoethanolamine from NIST14"
"C18-Pos-100633",NA,"C15 H31 Cl2 N5 O5",671971.69406856,"C18-Pos-100633"
"C18-Pos-100634",NA,"C17 H38 Cl N6 O P S2",671971.69406856,"C18-Pos-100634"
"C8-Neg-100413",NA,"C6 H21 Br N8 O7 P2",671791.47011068,"C8-Neg-100413"
"C18-Pos-100669",NA,"C18 H36 N2",671396.679928625,"C18-Pos-100669"
"C18-Neg-100362",NA,"C14 H27 N3 O15 P2",671300.106841919,"C18-Neg-100362"
"C8-Pos-100943",NA,"C31 H71 N10 O5 P",671116.339376902,"C8-Pos-100943"
"C8-Pos-100971",NA,"C35 H77 N9 O11",670018.187693616,"C8-Pos-100971"
"Amide-Pos-100412",NA,"C8 H21 N3 O12 P2",669644.659419217,"Amide-Pos-100412"
"C8-Pos-100862",NA,"C29 H55 N O5",669559.954172794,"C8-Pos-100862"
"C8-Pos-101042",NA,"C3 H3 Cl N O5 P S",669257.126263788,"C8-Pos-101042"
"C8-Pos-100788",NA,"C20 H43 N9 O7",669243.390782234,"C8-Pos-100788"
"C18-Pos-100551",NA,"C9 H5 N P2",669099.1138745,"C18-Pos-100551"
"C8-Pos-100736",NA,"C40 H81 N10 O4 P",669039.205550877,"C8-Pos-100736"
"Amide-Neg-100276",NA,"C12 H11 N2 O2 P S",668979.531365259,"Amide-Neg-100276"
"C8-Pos-000366","Miltefosine","C21 H46 N O4 P",668780.207396758,"Miltefosine"
"C8-Pos-000248","PE O-26:3_13:1","C44 H82 N O7 P",668666.922051265,"PE O-26:3_13:1"
"C8-Pos-100872",NA,"C24 H49 N3 O4",668478.152296298,"C8-Pos-100872"
"Amide-Pos-100461",NA,"C6 H8 Br Cl2 P3",668370.259814425,"Amide-Pos-100461"
"Amide-Neg-100449",NA,"C6 H7 Cl O6",667793.27403819,"Amide-Neg-100449"
"C8-Neg-100734",NA,"C3 H3 Cl O5 P2 S4",667668.592995706,"C8-Neg-100734"
"C8-Neg-100769",NA,"C5 H9 N2 O12 P",667604.044178481,"C8-Neg-100769"
"C18-Pos-100580",NA,"C26 H38 N2 O2 P2",667252.632582875,"C18-Pos-100580"
"Amide-Neg-100556",NA,"C4 H8 O4",666975.271032804,"Amide-Neg-100556"
"C8-Pos-100785",NA,"C25 H57 N5 O10 S",666636.189205364,"C8-Pos-100785"
"C8-Pos-100805",NA,"C4 H13 Cl N4 O4 S5",666609.990742391,"C8-Pos-100805"
"C8-Neg-100733",NA,"C2 H N5 O5 S",666192.211683623,"C8-Neg-100733"
"C18-Pos-100363",NA,"C15 H29 N O5",665716.280028261,"C18-Pos-100363"
"C8-Pos-100970",NA,"C39 H81 N5 O2 S4",665588.171568937,"C8-Pos-100970"
"C8-Pos-000429","PC O-40:4","C48 H90 N O7 P",664942.545184765,"PC O-40:4"
"C8-Pos-101228",NA,"C23 H24 N2 O3",664451.836364286,"C8-Pos-101228"
"C8-Pos-000541","Panaxadiol","C30 H52 O3",664244.853428009,"Panaxadiol"
"C8-Neg-100682",NA,"C26 H21 N4 O8 P3 S",663802.187150294,"C8-Neg-100682"
"C8-Neg-100663",NA,"C3 H2 N8 O6",663587.977956634,"C8-Neg-100663"
"C8-Neg-100767",NA,"C9 H13 Br N10 O4",663459.076891539,"C8-Neg-100767"
"C8-Pos-100749",NA,"C7 H2 Cl N3 S2",663062.958913446,"C8-Pos-100749"
"C8-Neg-100574",NA,"C8 H15 Cl N2 O6 P2",662197.999832164,"C8-Neg-100574"
"Amide-Neg-000449","D-(-)-Isoascorbic acid","C6 H8 O6",662197.733669881,"D-(-)-Isoascorbic acid"
"Amide-Neg-100514",NA,"C9 H18 N3 O4 P S",662107.704782272,"Amide-Neg-100514"
"Amide-Neg-100515",NA,"C7 H14 N3 O2 P S",662107.704782272,"Amide-Neg-100515"
"C8-Pos-100819",NA,"C10 H7 N2 O16 P",661816.802115459,"C8-Pos-100819"
"C8-Pos-101088",NA,"C22 H26 N O4 P",661469.775324567,"C8-Pos-101088"
"C8-Pos-100895",NA,"C77 H144 N10 O16 P2",660954.412200833,"C8-Pos-100895"
"C8-Pos-100418",NA,"C25 H43 N5 O2",660786.341860913,"C8-Pos-100418"
"C18-Pos-100518",NA,"C13 H23 N O4",659465.105035023,"C18-Pos-100518"
"C8-Pos-100748",NA,"C7 H4 N4 O3 P2",658446.090690714,"C8-Pos-100748"
"C8-Pos-101105",NA,"C19 H40 O S2",658219.307643104,"C8-Pos-101105"
"C18-Pos-100595",NA,"C17 H33 N O S2",657285.993370473,"C18-Pos-100595"
"C8-Neg-100608",NA,"C8 H15 N5 O6 P2 S",657228.348859306,"C8-Neg-100608"
"Amide-Neg-100399",NA,"C4 H7 N3 O",656006.54303236,"Amide-Neg-100399"
"C8-Neg-100731",NA,"C6 H12 N O10 P",655725.849479341,"C8-Neg-100731"
"C18-Pos-100607",NA,"C3 H4 N5 O4 P",655574.666424752,"C18-Pos-100607"
"Amide-Neg-100662",NA,"C6 H4 Cl2",655472.880046505,"Amide-Neg-100662"
"C18-Pos-100544",NA,"C20 H38 N6 O4",655251.294542876,"C18-Pos-100544"
"C8-Pos-100869",NA,"C14 H33 N4 O7 P",655129.57790017,"C8-Pos-100869"
"C8-Pos-100870",NA,"C14 H36 N5 O7 P",655129.57790017,"C8-Pos-100870"
"C8-Pos-100871",NA,"C14 H36 N5 O P S2",655129.57790017,"C8-Pos-100871"
"C18-Pos-100599",NA,"C81 H122 N3 O17 P3",654964.992828312,"C18-Pos-100599"
"C18-Neg-100345",NA,"C4 H8 N5 O4 P3 S",654559.56332387,"C18-Neg-100345"
"Amide-Neg-100563",NA,"C6 H13 Cl O6",654462.650774428,"Amide-Neg-100563"
"Amide-Neg-100329",NA,"C8 H17 Cl O8",654108.158011494,"Amide-Neg-100329"
"C8-Neg-100851",NA,"C50 H85 N4 O9 P",653782.763360213,"C8-Neg-100851"
"C8-Pos-100919",NA,"C39 H76 N5 O4 P",653722.445569389,"C8-Pos-100919"
"C18-Neg-100296",NA,"C11 H15 N O10",653321.487261174,"C18-Neg-100296"
"C8-Neg-100811",NA,"C6 H14 Cl N6 O6 P3",652767.752657629,"C8-Neg-100811"
"C18-Neg-100373",NA,"C H Cl3 N O2 P3",652455.300605737,"C18-Neg-100373"
"C8-Neg-100860",NA,"C21 H42 N6 O3 S",652434.802176607,"C8-Neg-100860"
"C8-Pos-100832",NA,"C15 H25 N O",652335.77357275,"C8-Pos-100832"
"C8-Pos-100724",NA,"C22 H38 O",652278.024418881,"C8-Pos-100724"
"C8-Neg-100581",NA,"C19 H38 O6",651572.816205321,"C8-Neg-100581"
"C8-Pos-100598",NA,"C24 H27 N O2",651551.523024965,"C8-Pos-100598"
"C8-Neg-000108","PE 18:0_22:3","C45 H84 N O8 P",651039.196986343,"PE 18:0_22:3"
"C18-Neg-100252",NA,"C3 H5 N5 O6 S",650777.601385206,"C18-Neg-100252"
"C18-Pos-000268","herniarin","C10 H8 O3",650764.772177862,"herniarin"
"Amide-Pos-100493",NA,"C5 H4 N3 O7 P",650703.471244094,"Amide-Pos-100493"
"C8-Pos-101211",NA,"C15 H28 O",650633.549115375,"C8-Pos-101211"
"C8-Pos-100861",NA,"C6 H18 Cl N6 O P",649597.816121016,"C8-Pos-100861"
"C8-Neg-100688",NA,"C11 H8 N4 O3 P2 S",649359.076253124,"C8-Neg-100688"
"C8-Pos-101192",NA,"C25 H40 N4",649321.742676315,"C8-Pos-101192"
"C18-Pos-100589",NA,"C4 H12 N2 O P2 S",648850.940058508,"C18-Pos-100589"
"C18-Neg-100323",NA,"C6 H4 N3 O7 P",648633.302832585,"C18-Neg-100323"
"Amide-Neg-100410",NA,"C4 H12 Cl N10 O P",648593.65045775,"Amide-Neg-100410"
"C8-Neg-100862",NA,"C2 H5 Br Cl N2 O2 P S",648251.440496551,"C8-Neg-100862"
"C8-Neg-100484",NA,"C2 H3 Cl2 N3 O P2",648144.531575628,"C8-Neg-100484"
"C8-Pos-101185",NA,"C22 H42 O3",647886.530466626,"C8-Pos-101185"
"C8-Pos-100620",NA,"C16 H30 N2 O3 S",647686.501047115,"C8-Pos-100620"
"Amide-Neg-000440","Gluconic acid","C6 H12 O7",647634.102015397,"Gluconic acid"
"C18-Pos-100455",NA,"C86 H158 N9 O14 P3 S2",647470.316738115,"C18-Pos-100455"
"Amide-Pos-100454",NA,"C39 H70 N3 O6 P",647276.961960144,"Amide-Pos-100454"
"C8-Pos-100863",NA,"C35 H82 N9 O5 P3",646511.842704787,"C8-Pos-100863"
"Amide-Neg-100521",NA,"C10 H18 N8 O14 P2 S",645740.314978147,"Amide-Neg-100521"
"C8-Neg-100708",NA,"C43 H88 N2 O7 P2",645728.482814713,"C8-Neg-100708"
"C18-Pos-100570",NA,"C6 H15 N",645668.559349446,"C18-Pos-100570"
"C8-Pos-100784",NA,"C H2 Cl N3 O3 P2",645256.858708137,"C8-Pos-100784"
"C18-Pos-100457",NA,"C88 H162 N9 O15 P3 S2",645171.077204259,"C18-Pos-100457"
"Amide-Pos-100398",NA,"C9 H14 N2 O6",644960.44726826,"Amide-Pos-100398"
"C8-Pos-101164",NA,"C23 H44 O2",644957.461862711,"C8-Pos-101164"
"C8-Pos-101175",NA,"C25 H46 O4",644372.592744404,"C8-Pos-101175"
"C8-Neg-100832",NA,"C34 H50 N2 P2 S",644043.455117886,"C8-Neg-100832"
"C8-Pos-101126",NA,"C33 H65 N5 O11",643945.500186287,"C8-Pos-101126"
"Amide-Neg-100583",NA,"C5 H4 O5",643514.333086968,"Amide-Neg-100583"
"C8-Pos-101071",NA,"C17 H30 N6 O3",643252.976141933,"C8-Pos-101071"
"C8-Pos-101078",NA,"C21 H45 N O5",643187.317364419,"C8-Pos-101078"
"C8-Pos-000443","PC 9:0_9:0","C26 H52 N O8 P",642879.664405359,"PC 9:0_9:0"
"C18-Neg-100236",NA,"C3 H3 Br N O4 P3 S",642790.160952806,"C18-Neg-100236"
"C18-Neg-100247",NA,"C11 H15 N O10",642219.843915134,"C18-Neg-100247"
"C18-Neg-100328",NA,"C H2 Cl O P3 S",642043.022306683,"C18-Neg-100328"
"C8-Pos-101176",NA,"C25 H48 O5",640282.172912929,"C8-Pos-101176"
"C8-Pos-100838",NA,"C33 H69 N4 O3 P",639287.951114383,"C8-Pos-100838"
"C8-Pos-101193",NA,"C14 H40 N9 O3 P",638678.045836764,"C8-Pos-101193"
"C8-Pos-100835",NA,"C12 H18 N2 O",638345.183033934,"C8-Pos-100835"
"C8-Neg-100373",NA,"C6 H21 Br N8 O7 P2",638332.514403926,"C8-Neg-100373"
"Amide-Neg-000452","4-Acetamidobutanoic acid","C6 H11 N O3",638275.766654826,"4-Acetamidobutanoic acid"
"C18-Pos-100664",NA,"C22 H45 N O3",638178.20251328,"C18-Pos-100664"
"Amide-Pos-100401",NA,"C12 H23 N",638088.462514194,"Amide-Pos-100401"
"C8-Pos-100894",NA,"C12 H28 N6 S",637643.233134005,"C8-Pos-100894"
"Amide-Neg-000494","Cytidine 5'-diphosphate ethanolamine","C11 H20 N4 O11 P2",636272.100313765,"Cytidine 5'-diphosphate ethanolamine"
"Amide-Pos-100404",NA,"C11 H24 O7",636194.444760412,"Amide-Pos-100404"
"C18-Neg-000162","2-Hydroxyisovaleric acid","C5 H10 O3",635870.5446987,"2-Hydroxyisovaleric acid"
"Amide-Pos-100462",NA,"C5 H7 N3",635460.625294632,"Amide-Pos-100462"
"Amide-Pos-100403",NA,"C8 H19 N O2",635099.442195146,"Amide-Pos-100403"
"C8-Pos-101121",NA,"C16 H43 N10 O3 P",634593.475181554,"C8-Pos-101121"
"C8-Pos-101122",NA,"C22 H47 N O3 S2",634593.475181554,"C8-Pos-101122"
"C8-Neg-100614",NA,"C4 H4 N8 O3 S",634585.758121605,"C8-Neg-100614"
"C8-Neg-100942",NA,"C12 H24 Cl2 N2 O4 S4",634337.488598623,"C8-Neg-100942"
"Amide-Neg-100601",NA,"C5 H N7 O",634298.419378452,"Amide-Neg-100601"
"C18-Neg-100319",NA,"C3 H9 Cl N2 O4 S3",634200.916224074,"C18-Neg-100319"
"C8-Neg-100486",NA,"C42 H74 N2 O9",634142.980713932,"C8-Neg-100486"
"C18-Pos-100673",NA,"C7 H12 N7 P",633988.835842364,"C18-Pos-100673"
"C8-Pos-100799",NA,"C19 H32 N2 O4",633863.062341333,"C8-Pos-100799"
"C18-Neg-100368",NA,"C2 H5 Cl O4 S5",633617.320759537,"C18-Neg-100368"
"C8-Neg-100473",NA,"C40 H88 N3 O10 P3",633289.689502166,"C8-Neg-100473"
"C8-Pos-100990",NA,"C5 H17 N3 O8 P2",633155.487984371,"C8-Pos-100990"
"C18-Pos-100637",NA,"C22 H41 N O2",632726.087058403,"C18-Pos-100637"
"C8-Pos-101190",NA,"C62 H92 N3 O5 P S",632606.371285586,"C8-Pos-101190"
"C18-Neg-100347",NA,"C3 H8 Cl N O5 S4",631877.925765514,"C18-Neg-100347"
"Amide-Pos-100447",NA,"C3 H2 N7 P S",631400.674603434,"Amide-Pos-100447"
"C8-Pos-000518","Cholest-4-en-3-one","C27 H44 O",631374.218791735,"Cholest-4-en-3-one"
"C8-Pos-100993",NA,"C43 H40 Cl N5 S3",631307.851621196,"C8-Pos-100993"
"Amide-Pos-100395",NA,"C11 H20 N2 O5",631245.595870712,"Amide-Pos-100395"
"Amide-Pos-100396",NA,"C9 H17 N O5",631245.595870712,"Amide-Pos-100396"
"C8-Neg-100854",NA,"C4 H12 Cl N4 O3 P S",630882.013599367,"C8-Neg-100854"
"C8-Pos-100780",NA,"C29 H47 N O4",630677.447604474,"C8-Pos-100780"
"C18-Neg-100353",NA,"C5 H11 N5 O2 P2 S",630429.498173395,"C18-Neg-100353"
"C18-Neg-100225",NA,"C12 H11 N5 O6",629992.661199908,"C18-Neg-100225"
"C8-Pos-100903",NA,"C19 H46 N5 O2 P S",629933.615671741,"C8-Pos-100903"
"C8-Neg-100788",NA,"C6 H17 N8 O P3",629710.46467687,"C8-Neg-100788"
"C8-Neg-000128","Cholesterol 3-sulfate","C27 H46 O4 S",629227.590277999,"Cholesterol 3-sulfate"
"C8-Pos-100690",NA,"C31 H70 N9 O3 P",629179.149532235,"C8-Pos-100690"
