"Compound.ID","Name","Formula","GW_bucket","mean_intensity","display_name"
"C8-Pos-101094",NA,"C14 H18 O3","19-21",550255.490591129,"C8-Pos-101094"
"C8-Pos-000475","trans-4'-Ethyl-(1,1'-bicyclohexyl)-4-carboxylic acid","C15 H26 O2","19-21",550026.196410949,"trans-4'-Ethyl-(1,1'-bicyclohexyl)-4-carboxylic acid"
"C18-Pos-100613",NA,"C4 H10 Cl N4 O7 P3 S","19-21",549802.382302385,"C18-Pos-100613"
"C8-Pos-100895",NA,"C77 H144 N10 O16 P2","19-21",549611.352931649,"C8-Pos-100895"
"C8-Pos-101200",NA,"C34 H74 N9 O3 P3 S","19-21",549514.588998557,"C8-Pos-101200"
"Amide-Pos-100535",NA,"C9 H18 N2 O3","19-21",549158.584727448,"Amide-Pos-100535"
"C8-Pos-000400","N-[3-(Dimethylamino)propyl]dodecanamide","C17 H36 N2 O","19-21",548778.169299932,"N-[3-(Dimethylamino)propyl]dodecanamide"
"Amide-Pos-100526",NA,"C4 H5 N O","19-21",548212.315187561,"Amide-Pos-100526"
"C8-Neg-100526",NA,"C26 H46 N4 O2","19-21",547665.797667373,"C8-Neg-100526"
"C8-Pos-000409","1-Linoleoyl-sn-glycero-3-phosphorylcholine","C26 H50 N O7 P","19-21",546873.621761493,"1-Linoleoyl-sn-glycero-3-phosphorylcholine"
"C18-Pos-100617",NA,"C18 H36 N6 O2","19-21",546666.785089155,"C18-Pos-100617"
"Amide-Pos-100593",NA,"C16 H33 N3 O6","19-21",546524.439705012,"Amide-Pos-100593"
"C18-Neg-100338",NA,"C5 H12 N7 O2 P3 S","19-21",546512.88582412,"C18-Neg-100338"
"C18-Pos-100518",NA,"C13 H23 N O4","19-21",546166.676195481,"C18-Pos-100518"
"C18-Pos-100579",NA,"C12 H23 N O2 S","19-21",546155.977202584,"C18-Pos-100579"
"C8-Neg-100778",NA,"C16 H23 N2 O3 P3 S2","19-21",545881.614735425,"C8-Neg-100778"
"Amide-Pos-000479","Glycerophosphate(2)","C3 H9 O6 P","19-21",545871.947311574,"Glycerophosphate(2)"
"Amide-Pos-100482",NA,"C5 H12 N10 O4 P2","19-21",545279.457594041,"Amide-Pos-100482"
"C8-Neg-100837",NA,"C6 H10 N2 O9","19-21",545262.978672345,"C8-Neg-100837"
"C18-Pos-100378",NA,"C5 H7 N4 O7 P","19-21",544984.244226793,"C18-Pos-100378"
"C8-Pos-100785",NA,"C25 H57 N5 O10 S","19-21",544951.253918316,"C8-Pos-100785"
"C18-Neg-000173","(-)-Corey lactone","C8 H12 O4","19-21",544825.899014272,"(-)-Corey lactone"
"C8-Neg-100913",NA,"C4 H Cl N2 O10 S3","19-21",544787.419122888,"C8-Neg-100913"
"C8-Neg-100560",NA,"C7 H10 N6 O4 S","19-21",544784.120779446,"C8-Neg-100560"
"Amide-Pos-100560",NA,"C4 H5 N O","19-21",544661.633540251,"Amide-Pos-100560"
"C8-Pos-100855",NA,"C45 H72 N7 O6 P","19-21",544600.062894725,"C8-Pos-100855"
"C8-Neg-100871",NA,"C22 H48 N2 O10 S","19-21",544453.749318555,"C8-Neg-100871"
"C8-Neg-100872",NA,"C24 H46 N2 O P2 S","19-21",544453.749318555,"C8-Neg-100872"
"C8-Pos-100778",NA,"C18 H38 O3","19-21",544257.306183166,"C8-Pos-100778"
"C8-Pos-100988",NA,"C35 H71 N4 O3 P","19-21",544176.060430047,"C8-Pos-100988"
"Amide-Pos-100553",NA,"C20 H37 N2 P S","19-21",544130.956922191,"Amide-Pos-100553"
"Amide-Neg-100499",NA,"C3 H5 N7 O3","19-21",543690.164850257,"Amide-Neg-100499"
"Amide-Neg-100585",NA,"C6 H13 Cl O6","19-21",543444.889720305,"Amide-Neg-100585"
"Amide-Neg-100602",NA,"C8 H14 Cl N2 O8 P S","19-21",543119.379901793,"Amide-Neg-100602"
"C8-Pos-100404",NA,"C10 H22 N8","19-21",542725.777595213,"C8-Pos-100404"
"C8-Neg-100974",NA,"C5 H4 Cl3 N O2 S","19-21",542277.089470253,"C8-Neg-100974"
"C8-Pos-100892",NA,"C15 H39 N8 O P","19-21",542064.376030968,"C8-Pos-100892"
"C8-Pos-100893",NA,"C21 H41 N5 O2","19-21",542064.376030968,"C8-Pos-100893"
"Amide-Pos-100607",NA,"C8 H O9 P3","19-21",541969.290330913,"Amide-Pos-100607"
"C8-Pos-101296",NA,"C17 H32 O","19-21",541764.638607196,"C8-Pos-101296"
"C8-Pos-000542","1,2-Dilauroyl-sn-glycero-3-phosphatidylcholine","C32 H64 N O8 P","19-21",541675.570609485,"1,2-Dilauroyl-sn-glycero-3-phosphatidylcholine"
"C18-Neg-100209",NA,"C10 H11 N O S","19-21",540982.968732319,"C18-Neg-100209"
"C8-Pos-101089",NA,"C18 H37 N O3","19-21",540368.486148635,"C8-Pos-101089"
"C8-Neg-000175","1-(1Z-Octadecenyl)-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphoethanolamine","C45 H78 N O7 P","19-21",540313.523143886,"1-(1Z-Octadecenyl)-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphoethanolamine"
"Amide-Neg-100125",NA,"C3 H4 O2","19-21",540251.542993109,"Amide-Neg-100125"
"C8-Pos-101018",NA,"C13 H29 N6 O3 P","19-21",539911.697694711,"C8-Pos-101018"
"C8-Neg-000160","PG 18:1_20:4","C44 H77 O10 P","19-21",539248.750320584,"PG 18:1_20:4"
"C8-Pos-101063",NA,"C11 H2 N3 O2 P","19-21",538925.894055964,"C8-Pos-101063"
"C8-Pos-000526","DL-Dipalmitoylphosphatidylcholine","C40 H80 N O8 P","19-21",538864.371657043,"DL-Dipalmitoylphosphatidylcholine"
"C8-Pos-101147",NA,"C19 H37 N O2","19-21",538706.525633776,"C8-Pos-101147"
"C18-Pos-100590",NA,"C42 H74 N O9 P S","19-21",538563.748925789,"C18-Pos-100590"
"C8-Pos-000579","N-Ethylheptedrone","C15 H23 N O","19-21",538368.728096886,"N-Ethylheptedrone"
"C8-Neg-100717",NA,"C12 H15 N4 O12 P S2","19-21",538352.078522826,"C8-Neg-100717"
"Amide-Neg-100575",NA,"C6 H10 Cl N O6","19-21",538232.136942593,"Amide-Neg-100575"
"C8-Pos-100253",NA,"C21 H41 N5 O","19-21",538167.964432673,"C8-Pos-100253"
"C8-Pos-100246",NA,"C15 H39 N8 O3 P S","19-21",538098.814033511,"C8-Pos-100246"
"C8-Neg-100804",NA,"C2 H Cl O5 P2 S4","19-21",537869.640161016,"C8-Neg-100804"
"Amide-Pos-100495",NA,"C4 H10 N O5 P","19-21",537813.532838396,"Amide-Pos-100495"
"C8-Pos-100858",NA,"C5 H4 N6 O5","19-21",537166.758394786,"C8-Pos-100858"
"C8-Neg-100625",NA,"C6 H20 Cl N6 O5 P3 S","19-21",536770.959318423,"C8-Neg-100625"
"C8-Pos-000512","3-Furancarboxylic acid, tetrahydro-4-methylene-2-octyl-5-oxo-, (2R,3S)-rel-","C14 H22 O4","19-21",536204.188861293,"3-Furancarboxylic acid, tetrahydro-4-methylene-2-octyl-5-oxo-, (2R,3S)-rel-"
"C8-Pos-100786",NA,"C27 H55 N O4","19-21",536068.617417864,"C8-Pos-100786"
"Amide-Neg-100649",NA,"C3 H5 N9 O4","19-21",536043.80534122,"Amide-Neg-100649"
"C8-Pos-101238",NA,"C19 H35 N2 O6 P S","19-21",535856.409652366,"C8-Pos-101238"
"C8-Neg-101065",NA,"C10 H19 N4 O6 P S4","19-21",535840.512172308,"C8-Neg-101065"
"C8-Pos-000602","18-HETE","C20 H32 O3","19-21",535824.613219091,"18-HETE"
"C8-Pos-000539","DG 18:1_20:4","C41 H70 O5","19-21",535235.454722508,"DG 18:1_20:4"
"Amide-Neg-000369","Adenosine","C10 H13 N5 O4","19-21",535133.15008547,"Adenosine"
"C18-Pos-100421",NA,"C29 H23 N2 O12 P3 S","19-21",535030.566985879,"C18-Pos-100421"
"C8-Neg-100777",NA,"C8 H19 Cl3 N4 O3 P2","19-21",534685.312515353,"C8-Neg-100777"
"C8-Neg-100941",NA,"C51 H94 N2 O11 P2","19-21",534570.033328635,"C8-Neg-100941"
"Amide-Neg-100542",NA,"C9 H16 N2 O3 S","19-21",534273.920196811,"Amide-Neg-100542"
"C8-Pos-101163",NA,"C28 H66 N7 O7 P S","19-21",534183.098963304,"C8-Pos-101163"
"C18-Pos-100500",NA,"C6 H4 Cl N4 O5 P3","19-21",533232.371956519,"C18-Pos-100500"
"C8-Pos-101278",NA,"C19 H39 N O5","19-21",533049.339031487,"C8-Pos-101278"
"C8-Pos-100838",NA,"C33 H69 N4 O3 P","19-21",532564.570854117,"C8-Pos-100838"
"Amide-Pos-100449",NA,"C7 H11 N O2 S","19-21",532447.485114431,"Amide-Pos-100449"
"C8-Neg-100985",NA,"C37 H80 Cl N9 O3 P2","19-21",532290.343444572,"C8-Neg-100985"
"C18-Neg-000193","2-Oxoglutaric acid","C5 H6 O5","19-21",531998.002576401,"2-Oxoglutaric acid"
"C8-Neg-100484",NA,"C2 H3 Cl2 N3 O P2","19-21",531977.462643781,"C8-Neg-100484"
"Amide-Neg-100650",NA,"C5 H7 N O5","19-21",530744.541105638,"Amide-Neg-100650"
"C8-Neg-100874",NA,"C6 H11 Cl N O2 P S","19-21",530729.5135506,"C8-Neg-100874"
"C8-Neg-100875",NA,"C6 H13 Cl N O3 P S","19-21",530729.5135506,"C8-Neg-100875"
"C8-Neg-100937",NA,"C37 H76 Cl N3 O5 P2","19-21",529801.306434461,"C8-Neg-100937"
"C8-Neg-101064",NA,"C6 H15 Br N6 O5 S","19-21",529394.465625703,"C8-Neg-101064"
"C8-Neg-100790",NA,"C6 H14 Cl N4 O2 P S","19-21",528512.29333119,"C8-Neg-100790"
"Amide-Pos-100502",NA,"C2 H7 N O2 S2","19-21",528017.247354069,"Amide-Pos-100502"
"C8-Pos-100981",NA,"C4 H10 Cl N8 O12 P3 S","19-21",527956.81853077,"C8-Pos-100981"
"C18-Pos-100668",NA,"C14 H27 N O4","19-21",527135.585218208,"C18-Pos-100668"
"C8-Neg-101021",NA,"C13 H15 O P3","19-21",526668.964825599,"C8-Neg-101021"
"Amide-Neg-100547",NA,"C6 H13 Cl O7","19-21",526513.110285859,"Amide-Neg-100547"
"C8-Neg-100647",NA,"C8 H20 Cl O P3 S","19-21",526188.129489695,"C8-Neg-100647"
"C8-Pos-101072",NA,"C2 H Cl2 N O10 S","19-21",525597.750881452,"C8-Pos-101072"
"C8-Pos-000432","Cholan-24-oic acid, 12-hydroxy-3-oxo-, methyl ester (with partial stereo definitions)","C25 H40 O4","19-21",525465.174218286,"Cholan-24-oic acid, 12-hydroxy-3-oxo-, methyl ester (with partial stereo definitions)"
"C8-Pos-000435","N-Nervonoyl-D-erythro-sphingosylphosphorylcholine","C47 H93 N2 O6 P","19-21",524953.242966403,"N-Nervonoyl-D-erythro-sphingosylphosphorylcholine"
"Amide-Pos-100484",NA,"C5 H4 Cl N5 P2 S","19-21",523957.307522236,"Amide-Pos-100484"
"Amide-Pos-100543",NA,"C12 H19 N O5 S2","19-21",523558.575557184,"Amide-Pos-100543"
"C8-Neg-100563",NA,"C8 H20 Br N4 O8 P","19-21",523475.966746858,"C8-Neg-100563"
"C8-Neg-100845",NA,"C9 H15 Cl2 N4 O2 P3 S2","19-21",522744.213170285,"C8-Neg-100845"
"C8-Neg-100983",NA,"C5 H16 N6 O3 S5","19-21",522195.938674272,"C8-Neg-100983"
"C8-Pos-100945",NA,"C4 H8 N9 O6 P","19-21",521931.621751302,"C8-Pos-100945"
"C18-Neg-100269",NA,"C H Cl3 N O2 P3","19-21",521853.809146486,"C18-Neg-100269"
"C8-Neg-100795",NA,"C30 H72 N10 O8 P2","19-21",521689.479394371,"C8-Neg-100795"
"C8-Neg-100998",NA,"C7 H18 Br N8 O P","19-21",521354.10262841,"C8-Neg-100998"
"C8-Neg-100232",NA,"C5 H15 Br N6 O4 S","19-21",521351.293926461,"C8-Neg-100232"
"C8-Pos-100269",NA,"C24 H50 O7","19-21",520988.685812583,"C8-Pos-100269"
"C8-Pos-100270",NA,"C19 H50 N9 O2 P","19-21",520988.685812583,"C8-Pos-100270"
"Amide-Neg-100596",NA,"C4 H7 N O3","19-21",520829.409173183,"Amide-Neg-100596"
"C18-Pos-000219","Caffeine","C8 H10 N4 O2","19-21",520558.940452529,"Caffeine"
"Amide-Pos-100498",NA,"C12 H20 N2 O3","19-21",520419.91359256,"Amide-Pos-100498"
"C8-Neg-100820",NA,"C22 H44 N6 O2 S","19-21",519904.376994367,"C8-Neg-100820"
"C18-Pos-100621",NA,"C22 H34 N6 O6","19-21",519823.422169025,"C18-Pos-100621"
"C18-Neg-100410",NA,"C5 H13 N9 O2 P2","19-21",519736.289531981,"C18-Neg-100410"
"Amide-Pos-000463","Adenylosuccinic acid","C14 H18 N5 O11 P","19-21",519349.979667172,"Adenylosuccinic acid"
"C8-Neg-100644",NA,"C39 H69 N O7 S","19-21",519338.674159632,"C8-Neg-100644"
"C18-Pos-100606",NA,"C30 H46 O S","19-21",519247.666822144,"C18-Pos-100606"
"C8-Neg-100781",NA,"C10 H21 N3 O8","19-21",518952.951155568,"C8-Neg-100781"
"C8-Neg-000164","D-Fructose 1-phosphate","C6 H13 O9 P","19-21",517859.568651922,"D-Fructose 1-phosphate"
"C18-Pos-100724",NA,"C14 H29 N O","19-21",517742.545863353,"C18-Pos-100724"
"C18-Neg-100326",NA,"C5 H9 N5 O3 S","19-21",517433.990734262,"C18-Neg-100326"
"C8-Neg-100842",NA,"C4 H14 Cl N5 O4 S","19-21",517400.33999325,"C8-Neg-100842"
"C8-Pos-000480","PE(18:0_22:6)","C45 H78 N O8 P","19-21",517264.651148535,"PE(18:0_22:6)"
"C8-Pos-101455",NA,"C25 H49 N5 O5","19-21",517062.646120682,"C8-Pos-101455"
"Amide-Neg-000246","α-D-Glucose-1,6-bisphosphate","C6 H14 O12 P2","19-21",517059.374552972,"α-D-Glucose-1,6-bisphosphate"
"C18-Pos-100648",NA,"C33 H70 N4 O4","19-21",516879.934315922,"C18-Pos-100648"
"C18-Neg-100383",NA,"C8 H18 O3 S2","19-21",516519.196007799,"C18-Neg-100383"
"C8-Neg-100762",NA,"C5 H15 Br N6 O4 S","19-21",515578.923867187,"C8-Neg-100762"
"C8-Neg-100959",NA,"C6 H20 Br2 N8 O2","19-21",514675.270063602,"C8-Neg-100959"
"C8-Neg-100883",NA,"C5 H13 Cl N8 P2 S2","19-21",514666.413582733,"C8-Neg-100883"
"Amide-Pos-100517",NA,"C8 H26 N8 O P2","19-21",514480.749396329,"Amide-Pos-100517"
"Amide-Pos-100518",NA,"C8 H23 N7 O P2","19-21",514480.749396329,"Amide-Pos-100518"
"C8-Neg-100852",NA,"C7 H13 Cl N9 O2 P S","19-21",514294.988854255,"C8-Neg-100852"
"C18-Neg-100352",NA,"C3 H8 Br N5 O3 S","19-21",513758.370005535,"C18-Neg-100352"
"Amide-Pos-100539",NA,"C11 H21 N O6 S","19-21",513704.342572693,"Amide-Pos-100539"
"C8-Pos-101016",NA,"C33 H72 N7 P3","19-21",513616.929785725,"C8-Pos-101016"
"Amide-Pos-000504","Isocytosine","C4 H5 N3 O","19-21",513286.587862434,"Isocytosine"
"C18-Neg-100406",NA,"C11 H6 N10 O4 P2 S3","19-21",512280.357210141,"C18-Neg-100406"
"C8-Neg-100858",NA,"C24 H55 N4 P3","19-21",512255.696666359,"C8-Neg-100858"
"Amide-Pos-100463",NA,"C5 H9 N3","19-21",512255.262633158,"Amide-Pos-100463"
"C8-Neg-100803",NA,"C9 H22 N2 O9 P2","19-21",511885.339177322,"C8-Neg-100803"
"Amide-Neg-000474","Gluconic acid","C6 H12 O7","19-21",511220.459753578,"Gluconic acid"
"C18-Pos-100569",NA,"C8 H6 N4 O3","19-21",510574.278836293,"C18-Pos-100569"
"C18-Pos-100615",NA,"C25 H47 N3 O4 P2","19-21",510108.400165137,"C18-Pos-100615"
"C18-Pos-100643",NA,"C10 H28 N9 O P","19-21",509886.559029071,"C18-Pos-100643"
"Amide-Neg-000493","Adenosine diphosphate (ADP)","C10 H15 N5 O10 P2","19-21",509860.823594343,"Adenosine diphosphate (ADP)"
"Amide-Neg-100501",NA,"C6 H16 N6 O P2 S","19-21",509783.886435325,"Amide-Neg-100501"
"C18-Neg-100160",NA,"C7 H14 O8","19-21",509641.006834099,"C18-Neg-100160"
"C8-Pos-100605",NA,"C22 H39 N O","19-21",509484.760773532,"C8-Pos-100605"
"C8-Pos-100606",NA,"C22 H36 O","19-21",509484.760773532,"C8-Pos-100606"
"C8-Pos-101173",NA,"C42 H76 N8 O8","19-21",509254.242709006,"C8-Pos-101173"
"Amide-Neg-100441",NA,"C8 H16 O8","19-21",508867.741290528,"Amide-Neg-100441"
"C8-Neg-100738",NA,"C34 H79 N9 O13 P2","19-21",508479.832916208,"C8-Neg-100738"
"C8-Pos-101251",NA,"C37 H80 N7 O7 P S","19-21",508428.594408334,"C8-Pos-101251"
"Amide-Pos-100398",NA,"C9 H14 N2 O6","19-21",508341.016549631,"Amide-Pos-100398"
"Amide-Pos-100511",NA,"C6 H20 N7 O10 P3","19-21",508280.971156548,"Amide-Pos-100511"
"Amide-Neg-100721",NA,"C4 H3 Cl N8 O2","19-21",508223.5338043,"Amide-Neg-100721"
"C8-Neg-101018",NA,"C7 H17 N8 O7 P3","19-21",508006.815283164,"C8-Neg-101018"
"C18-Neg-100240",NA,"C H Cl3 N O2 P3","19-21",507615.596403573,"C18-Neg-100240"
"Amide-Neg-100722",NA,"C15 H30 O4 S","19-21",506344.835178026,"Amide-Neg-100722"
"Amide-Neg-100723",NA,"C11 H30 N6 O P2","19-21",506344.835178026,"Amide-Neg-100723"
"Amide-Neg-100659",NA,"C5 H8 O6","19-21",506310.209821092,"Amide-Neg-100659"
"C8-Neg-100798",NA,"C15 H39 N10 O3 P","19-21",506062.560682369,"C8-Neg-100798"
"C8-Neg-100622",NA,"C8 H19 Br N6 O7","19-21",505581.173158858,"C8-Neg-100622"
"C18-Neg-100289",NA,"C11 H15 N O10","19-21",505312.911527623,"C18-Neg-100289"
"C8-Pos-100327",NA,"C36 H74 N7 O6 P","19-21",505113.120325185,"C8-Pos-100327"
"C8-Pos-101181",NA,"C43 H71 N7 O4 P2","19-21",505074.491989059,"C8-Pos-101181"
"C8-Neg-100934",NA,"C6 H17 Cl N4 O9 P2 S","19-21",504977.268395233,"C8-Neg-100934"
"Amide-Pos-100290",NA,"C12 H26 N2 O3","19-21",504784.607655275,"Amide-Pos-100290"
"C18-Neg-100331",NA,"C8 H19 N3 O12 S","19-21",504524.286786657,"C18-Neg-100331"
"C18-Neg-100348",NA,"C6 H9 O10 P","19-21",504446.690447204,"C18-Neg-100348"
"Amide-Pos-100516",NA,"C14 H26 N4 O10 P2","19-21",504401.992352147,"Amide-Pos-100516"
"C8-Pos-101062",NA,"C42 H89 N5 O8 P2","19-21",504289.586456807,"C8-Pos-101062"
"C8-Pos-100758",NA,"C10 H27 N8 P S","19-21",504022.773957001,"C8-Pos-100758"
"C8-Pos-101140",NA,"C5 H8 N6 O5 P2","19-21",503600.743884656,"C8-Pos-101140"
"C8-Neg-100570",NA,"C22 H23 N2 O3 P S","19-21",503379.119470492,"C8-Neg-100570"
"C8-Neg-100854",NA,"C4 H12 Cl N4 O3 P S","19-21",503270.505842414,"C8-Neg-100854"
"C8-Pos-100759",NA,"C15 H33 N O5 S","19-21",503014.197114213,"C8-Pos-100759"
"C8-Pos-101344",NA,"C39 H63 N4 O9 P","19-21",502906.309894643,"C8-Pos-101344"
"C8-Pos-100880",NA,"C11 H30 N8 S","19-21",502345.643754556,"C8-Pos-100880"
"C8-Pos-101411",NA,"C17 H21 N4 P","19-21",502213.337827236,"C8-Pos-101411"
"Amide-Pos-100532",NA,"C11 H20 N4 O10 P2","19-21",502118.821168999,"Amide-Pos-100532"
"C8-Pos-101136",NA,"C9 H15 N O2 P2 S2","19-21",502052.168469361,"C8-Pos-101136"
"C8-Neg-100657",NA,"C8 H23 Br N6 O2 P2","19-21",502011.622250801,"C8-Neg-100657"
"Amide-Neg-100410",NA,"C4 H12 Cl N10 O P","19-21",501954.073855454,"Amide-Neg-100410"
"C18-Neg-100394",NA,"C7 H16 N3 O2 P3","19-21",501691.027288145,"C18-Neg-100394"
"C18-Pos-100662",NA,"C26 H43 N3 O6 S","19-21",501479.006946394,"C18-Pos-100662"
"Amide-Neg-100618",NA,"C5 H8 Cl N6 O2 P S","19-21",501266.26171559,"Amide-Neg-100618"
"C18-Pos-100649",NA,"C6 H3 N O7 P2","19-21",500970.162247294,"C18-Pos-100649"
"C8-Pos-101117",NA,"C23 H51 N4 O2 P","19-21",500962.916330682,"C8-Pos-101117"
"C8-Pos-100784",NA,"C H2 Cl N3 O3 P2","19-21",500537.294439651,"C8-Pos-100784"
"C8-Pos-101196",NA,"C10 H11 N O5 S2","19-21",500469.63790768,"C8-Pos-101196"
"C8-Pos-000558","JWH-133","C22 H32 O","19-21",500353.497670252,"JWH-133"
"C8-Pos-000511","2-Amino-1,3,4-octadecanetriol","C18 H39 N O3","19-21",499848.785869146,"2-Amino-1,3,4-octadecanetriol"
"C8-Neg-100579",NA,"C5 H14 Br Cl N10 O4","19-21",499846.88541964,"C8-Neg-100579"
"C18-Pos-100521",NA,"C33 H79 N10 O2 P3 S","19-21",499688.656929628,"C18-Pos-100521"
"C8-Pos-000588","Dibenzoylmethane","C15 H12 O2","19-21",499566.950085415,"Dibenzoylmethane"
"C8-Pos-000568","ergocalciferol","C28 H44 O","19-21",499496.962359927,"ergocalciferol"
"C8-Pos-101255",NA,"C25 H50 N4 O2 P2","19-21",498757.771027693,"C8-Pos-101255"
"Amide-Neg-100588",NA,"C4 H5 Cl N6 O11 P2","19-21",498576.810261905,"Amide-Neg-100588"
"C8-Neg-100825",NA,"C40 H82 Cl O4 P3 S","19-21",498220.571934808,"C8-Neg-100825"
"C8-Neg-100604",NA,"C14 H26 O2","19-21",498215.527706064,"C8-Neg-100604"
"C18-Pos-100496",NA,"C6 H9 N O3 S","19-21",498182.196747115,"C18-Pos-100496"
"C8-Pos-101288",NA,"C24 H47 N7 O3 S","19-21",498179.93439912,"C8-Pos-101288"
"Amide-Neg-100276",NA,"C12 H11 N2 O2 P S","19-21",498043.164838589,"Amide-Neg-100276"
"C8-Pos-000536","5(Z),8(Z),11(Z)-Eicosatrienoic acid ethanolamide","C22 H39 N O2","19-21",497454.670074552,"5(Z),8(Z),11(Z)-Eicosatrienoic acid ethanolamide"
"C18-Pos-100674",NA,"C H2 Cl2 N2","19-21",497261.455283272,"C18-Pos-100674"
"Amide-Pos-000449","URIDINE TRIPHOSPHATE","C9 H15 N2 O15 P3","19-21",497246.646323792,"URIDINE TRIPHOSPHATE"
"C8-Pos-000412","LPC 22:4-SN2","C30 H54 N O7 P","19-21",497228.660097188,"LPC 22:4-SN2"
"C8-Pos-101240",NA,"C22 H51 N4 O5 P S","19-21",497108.835829178,"C8-Pos-101240"
"C18-Neg-100297",NA,"C7 H18 Br Cl N5 O6 P3","19-21",496693.756119302,"C18-Neg-100297"
"C8-Neg-100575",NA,"C5 H3 N3 O6 S","19-21",496297.245637785,"C8-Neg-100575"
"C8-Neg-101005",NA,"C47 H84 N3 O9 P3","19-21",496131.599121393,"C8-Neg-101005"
"C8-Pos-101362",NA,"C25 H53 N4 O P S","19-21",496060.94922117,"C8-Pos-101362"
"Amide-Neg-100250",NA,"C6 H13 Cl O6","19-21",495028.847115823,"Amide-Neg-100250"
"C8-Pos-101202",NA,"C27 H52 O5","19-21",494986.807309528,"C8-Pos-101202"
"C8-Neg-100843",NA,"C8 H26 Br Cl2 N10 O3 P","19-21",494894.088709324,"C8-Neg-100843"
"C8-Pos-100811",NA,"C32 H76 N9 O7 P","19-21",494204.912058655,"C8-Pos-100811"
"C8-Pos-101170",NA,"C39 H70 N O5 P S","19-21",494194.503599256,"C8-Pos-101170"
"C8-Pos-101286",NA,"C19 H38 N4 O2 P2","19-21",494175.698402507,"C8-Pos-101286"
"C18-Pos-100770",NA,"C90 H149 N4 O18 P3 S2","19-21",493798.270644929,"C18-Pos-100770"
"Amide-Neg-100634",NA,"C5 H13 O8 P","19-21",493622.434744407,"Amide-Neg-100634"
"C8-Pos-101375",NA,"C34 H75 N10 O2 P S","19-21",492803.878433012,"C8-Pos-101375"
"C8-Pos-101378",NA,"C34 H77 N10 O3 P S","19-21",492803.878433012,"C8-Pos-101378"
"C18-Pos-100631",NA,"C8 H12 N2 O3 S","19-21",492776.5753913,"C18-Pos-100631"
"C8-Pos-101171",NA,"C6 H16 Cl N O2 P2 S","19-21",492770.530237558,"C8-Pos-101171"
"C18-Pos-000270","Decanamide","C10 H21 N O","19-21",492505.59558071,"Decanamide"
"Amide-Neg-000513","FUMARATE","C4 H4 O4","19-21",492462.323664832,"FUMARATE"
"C8-Pos-100627",NA,"C8 H9 N4 O7 P","19-21",492191.353456712,"C8-Pos-100627"
"C18-Neg-000187","4-Acetamidobutanoic acid","C6 H11 N O3","19-21",491197.05041703,"4-Acetamidobutanoic acid"
"C8-Pos-100827",NA,"C37 H62 N4 O","19-21",491143.127511877,"C8-Pos-100827"
"C18-Pos-100483",NA,"C6 H15 N2 O6 P","19-21",490981.479081556,"C18-Pos-100483"
"Amide-Neg-100593",NA,"C7 H11 N3 O2 P2","19-21",490977.920991721,"Amide-Neg-100593"
"C8-Pos-100936",NA,"C3 H6 N2 O11","19-21",490972.827277275,"C8-Pos-100936"
"Amide-Neg-100574",NA,"C3 H5 Cl2 N3 O P2 S","19-21",490600.764000142,"Amide-Neg-100574"
"Amide-Pos-000487","N-[4-(1,3-Benzothiazol-2-yl)phenyl]-3,4-dihydro-2H-1,5-benzodioxepine-6-carboxamide","C23 H18 N2 O3 S","19-21",490534.62021866,"N-[4-(1,3-Benzothiazol-2-yl)phenyl]-3,4-dihydro-2H-1,5-benzodioxepine-6-carboxamide"
"C8-Neg-000177","Phosphatidylglyceride 17:0-18:1","C46 H75 O10 P","19-21",490216.095841883,"Phosphatidylglyceride 17:0-18:1"
"C8-Pos-000522","Methyltestosterone","C20 H30 O2","19-21",490118.922073864,"Methyltestosterone"
"C18-Pos-100564",NA,"C7 H23 N6 O9 P","19-21",489795.926729235,"C18-Pos-100564"
"C8-Pos-100832",NA,"C15 H25 N O","19-21",489740.999268138,"C8-Pos-100832"
"C8-Pos-101165",NA,"C19 H46 N5 O P S","19-21",489442.011586268,"C8-Pos-101165"
"Amide-Pos-000483","Spectral Match to 1-Myristoyl-sn-glycero-3-phosphocholine from NIST14","C22 H46 N O7 P","19-21",489302.995935101,"Spectral Match to 1-Myristoyl-sn-glycero-3-phosphocholine from NIST14"
"Amide-Neg-100537",NA,"C6 H9 N O7","19-21",489068.090132021,"Amide-Neg-100537"
"Amide-Neg-100622",NA,"C2 H5 N4 O7 P3","19-21",488992.96453288,"Amide-Neg-100622"
"Amide-Neg-100633",NA,"C8 H17 O P S","19-21",488818.302488211,"Amide-Neg-100633"
"Amide-Neg-000519","ERYTHRITOL","C4 H10 O4","19-21",488804.000254175,"ERYTHRITOL"
"C18-Neg-100311",NA,"C7 H5 Cl N2 O16 P2 S","19-21",488567.925268103,"C18-Neg-100311"
"Amide-Neg-100433",NA,"C2 H5 O6 P","19-21",488262.24652287,"Amide-Neg-100433"
"C8-Pos-100678",NA,"C31 H20 N4 O8","19-21",487130.833209018,"C8-Pos-100678"
"C8-Pos-100679",NA,"C28 H30 N5 O4 P3","19-21",487130.833209018,"C8-Pos-100679"
"C8-Neg-100728",NA,"C41 H85 N2 O5 P3","19-21",486654.821234722,"C8-Neg-100728"
