Name,Sample02,Sample03,Sample04,Sample06,Sample07,Sample13,Sample15,Sample17,Sample18,Sample21,Sample23,Sample24,Sample26,Sample31,Sample33,Sample37,Sample40,Sample41,Sample42,Sample43,Sample46,Sample47,Sample49,Sample50
Label,F,F,M,F,M,F,M,M,F,F,M,F,M,F,F,M,F,M,F,F,M,M,M,M
CYTIDINE 2'_3'-CYCLIC PHOSPHATE,253041.781857086,368378.334164604,123499.065169257,250737.582605508,325354.454712944,233147.063064242,260868.08285782,341264.825580318,220757.623007563,257637.056660206,119062.984471381,218694.463787292,220471.728718797,439376.763649779,190658.197286636,136353.058833619,309857.693359865,351339.220848294,315536.918076642,399671.766220173,335274.699816559,306348.998837401,320829.162061917,362758.08438865
Caffeine,928483.718148085,2314017.91917506,299011.22436977,1586865.21976036,31227.0812036822,241489.494824345,86139.7563838488,699991.834068491,1638448.24156845,36125.9603094837,335628.987861486,40690.725673846,576740.518668891,35951.0487396738,226193.392714595,1133226.56892621,108567.148776572,92027.4736858114,90647.2643563943,252725.115085946,NA,173658.993769874,284482.43101048,743549.140685067
Calcitriol,22272.9069526029,31756.0232951227,NA,18845.0320382014,45059.8112994117,26811.3748568431,32823.0158652501,77070.4494105676,30659.7618156616,23501.0979380741,30713.2668577277,43487.6367382359,21951.7792113623,57615.819503062,41337.0764729775,25597.9008356028,27275.0482065306,NA,27965.2527386255,34029.0171207373,26316.1388170954,21640.5372882039,52561.315862691,NA
Caprolactam,5856516.28970188,6671236.77642446,3518121.41326959,11782703.9378733,3823450.63180564,4888397.46059243,4153912.52682053,6587823.54054957,5642188.00189513,6011251.83423811,9776186.77854592,1861005.4430551,3792115.14890586,7434137.8861157,7274191.18226236,4763143.03027437,5628242.22329144,4336700.31646311,3102645.24280751,7193128.59361911,5628397.1966361,5464112.95269747,6842884.5671458,4794821.82151534
Capsaicin,70022.4166602687,78919.0559287626,72675.5128080117,79091.9854513408,72514.9344358685,82389.3853668682,82920.2412877083,73492.8252986532,81063.2114394673,74700.4564601085,80863.6750413253,87267.7553172827,70976.4981669802,98624.9084060427,66463.4677101097,66153.1454045323,68656.3242750648,63750.1695570158,34107.3367942542,61039.4162484013,69710.7293216686,54453.4009476455,48895.6035609879,54258.3026250161
Carnosine,456136.775861131,632052.284738362,381507.424859371,313964.909178456,227951.924841988,457841.745198684,381059.814764907,931867.371622163,580135.2315899,359677.017667471,358894.116610077,397896.019258202,177539.129254404,171220.766230225,362964.323884356,248933.710920995,383729.803395938,437153.418253434,315273.722094135,540122.697772983,506845.991341238,566468.452860607,487955.359756938,137701.751448115
Carvone,1526411.34604427,1736098.94009793,1628203.16214197,1615091.12936041,1584854.68800666,1794385.83617353,1898201.5781942,1611735.21414677,1627318.76775423,1555283.83609697,1511619.3542002,1521626.00422276,1803878.57597145,1759604.42236865,1796944.26161791,1809087.21413568,1749783.30798937,1837223.93758305,1780466.98494076,1760530.54541923,1521292.79859994,1544251.54346181,1793116.32639446,1896387.06158332
Cer 18:1;2O/14:0,NA,670613.063736318,303444.315487951,NA,257811.089545239,770996.341427526,410236.785033768,705387.261510683,NA,NA,297271.284078239,701214.418523713,291855.512762824,502268.950207139,381864.539869583,263879.668910634,421517.366270321,305745.856372254,493279.923213535,277645.275791577,652096.143083403,NA,498821.586174929,292863.875698837
Cer 18:1;2O/18:0,389330.219860212,543493.489038337,NA,NA,210664.094927679,730528.02309284,462001.338650801,NA,738996.113910567,810429.849322253,735151.159582638,486162.487940265,275924.699709201,369149.153457361,124140.772527598,840424.189710061,888697.820646194,1007304.49072031,1761407.23095356,977127.307239198,801317.869724989,474997.412797114,2195168.47214963,1932929.38488979
Cer 18:2;2O/14:0,462130.267281844,NA,1038585.97005278,721690.771396373,837638.65015885,515778.684404777,666780.560645673,536007.310416116,722049.64005772,786148.030074988,693364.135022536,1294320.5136174,239491.472516245,824761.396181813,726151.651557068,1009588.24081863,691463.218978327,1042344.22828965,1084193.0023231,588686.706691746,958655.351372371,696445.56583398,886056.445657462,911623.796653871
Cer 18:2;2O/16:0,700620.818692498,1189184.3359479,2044732.36019438,941786.463938303,1796151.41519372,1919964.90560118,2181810.25551511,1719522.4109365,1379029.21266919,1278747.90195084,1089847.2312069,2672261.82565494,1577803.04760527,1790463.87878071,1367159.41309619,1544046.17282361,1226530.8614195,1502910.2699345,2827076.54528538,1371441.84659938,2014398.01155104,1217251.0899421,2213739.04274592,1576637.56399753
Cer 18:2;2O/18:0,1936026.92661349,1985415.28307196,3215248.48998865,2879524.04501082,3698239.84365123,1831795.99961176,3506935.73220165,837579.01772419,3106503.85694766,3748924.51226191,1373109.40888763,2097424.12522531,3883550.03323871,1813912.76341026,688629.411420983,3304790.02702894,2029522.35778319,4495989.88039857,7290348.7778548,2031148.66759795,2315384.37131029,2464385.18186259,3926076.54378418,4908151.95136374
"Cholan-24-oic acid, 12-hydroxy-3-oxo-, methyl ester (with partial stereo definitions)",438327.505856122,1748272.5451079,536778.887599483,769380.656231707,876456.682779764,284639.961230978,783262.049738808,651472.429009733,924526.515132918,635183.449921852,757336.478091267,431146.991320016,502133.080288977,326998.760477182,296861.223062687,766421.820384684,327965.466047048,203824.660198597,845629.750023668,310855.351090975,281698.017088689,443674.264047687,682926.096865345,447330.003868599
Cholest-4-en-3-one,2606043.51665184,5147876.08496336,4129493.61639463,5737555.71932766,3973754.58608284,3476941.78003521,4688434.1873674,3852707.54844354,4754103.32954744,2767948.13438486,3371226.26258819,2453824.21465685,3894332.03353576,3081969.87715606,4489747.85568538,3053038.68432267,2802903.3463366,3367408.22119319,2432006.22729472,3724703.7296829,3651348.95186685,2952209.39603677,3796099.41147923,3061685.88402258
"Cholestan-3-one, (5α)-",430285.975937381,371421.291634497,390383.688615748,372066.593332197,349004.396775258,324254.042071496,385400.663029252,471720.181748383,360519.805383758,377598.405974032,376904.601396863,277847.840513452,373442.437004777,386404.156053258,369137.589310809,399776.940130168,367990.534400853,411673.893951988,421817.489359786,434913.318012497,404486.059794329,328892.382077316,494262.747506884,353110.638434497
Choline,NA,NA,NA,NA,14419161449.5576,12320396134.7601,NA,31643737877.9156,NA,27544561132.4348,20374942994.8342,33658406338.6467,18188095905.1557,21942041701.9724,NA,14452742723.8446,15622014281.901,17162153869.8911,NA,34262517528.2145,NA,NA,NA,16197457259.8608
Citicoline,153455.411725697,239851.848839251,165952.270019302,221228.760440198,330520.747411779,253318.477841722,295310.898819634,192403.93981334,302007.572197972,232280.453760316,136273.632327338,101081.946799567,167924.717870633,326069.02468933,189252.417360047,124347.654616797,304558.310614492,310649.753107363,370024.371077641,259310.605353024,227797.074111378,260760.48464817,291512.732915501,184089.454012576
Citric acid,14549121.604164,38434101.605074,5095448.82016275,20726886.5887807,33498132.9431695,19153027.5438112,38466402.2588225,28028057.4415092,16700472.961033,13699576.1372686,7704808.33424969,13394580.5005074,10227688.1384927,44494682.3399283,16380321.8534501,8168706.08497741,26251932.380141,23376145.1904324,45040969.4719969,49824249.1711211,25693426.7532992,14436725.6042985,25163629.7368459,20043704.2792589
Citroflex 2,423601.645187788,179864.938498627,1156471.4245578,661588.20318166,744077.335919231,690512.954564826,968981.885942925,821386.511999579,630099.373013974,680025.486824263,771898.029249182,970639.377211927,840883.144750114,818138.34168778,1089413.4213582,865270.473818085,589741.686567546,852046.417653522,789427.878070212,745881.029124185,683946.802379406,702323.536339296,874560.86442043,951963.613036696
Citruline,114832.862654093,168773.205380111,50155.0235109858,187172.42595864,220586.900529103,102709.248191863,99273.6173774401,179698.62468064,182594.53711446,52252.0948886951,50776.6396312841,104330.064537948,116879.927987673,88371.7863821239,41680.4979018397,29769.7675849205,185177.182979272,153810.751623063,197882.505877892,251384.223824166,77104.5990728094,176762.824526665,202837.043997581,62290.1575110519
Cocamidopropyl betaine,5784848.01932763,37340671.0803437,11635431.7474345,7540851.05168996,10647792.4784857,7092485.02871327,10055853.6061775,7731795.42852997,5031344.1596986,5736599.72463961,4706441.45693017,5816504.66566688,6671563.82002643,6070557.65744507,8708581.52098758,4130862.7311428,8372734.66177204,4997147.8306023,5473531.03529557,4580189.93937361,5200632.60499355,7601018.4183757,7154873.24124721,6015089.45322093
Corticosterone,20837.6665850702,41658.9460772664,48440.4185923768,71390.996675942,74448.933770002,46678.7129810854,NA,431744.321930454,35244.8123053569,NA,38093.0788711413,32543.5136964105,33136.3019464217,280531.653880858,71516.1452592666,40680.6118794397,54837.5745375428,49040.6859802241,35870.7530043257,56205.1547785801,32462.6341349994,21893.2097294771,NA,49564.3533277429
Cortisol,91992.2363032541,64333.4026934941,87797.6414436819,24259.7564190908,74535.9651854081,94775.5321765605,70430.2757085823,152057.263848792,62933.9491829714,46294.5146784316,36530.8888782048,98817.2587361831,23885.3599812471,134061.75548599,108563.035707543,60686.0116656657,37703.3132122971,49144.6364395242,32965.2007876377,44098.5545103057,42618.1583409472,14220.3667231223,61312.4039884632,88387.2702732588
Cortisone,102186.258980018,163313.748431578,113045.094646646,101131.161262462,118014.903762404,71871.4769257197,114028.14078857,434108.150906162,351725.223154169,203558.158530108,70557.8393322503,87288.0564109644,62126.712984343,230331.280613019,78039.2340636095,108876.97879123,87412.0194647283,113395.930923085,98779.7260705528,115807.765869719,45005.1936230662,35345.7407456974,83334.2210539477,225930.030049871
Creatine,663312867.302348,671820945.514952,521544616.072041,754905758.179319,565895270.987616,538444821.711963,519528082.23697,662596625.670011,717792992.057684,867799214.54443,822334695.614021,581479854.784735,601217604.008966,708232717.00052,500177406.755335,570297503.312073,618111511.263869,701281676.05936,948317589.352541,749123527.052973,586178827.300653,673133340.486106,556687930.071361,559823187.554398
Creatine phosphate,3011972.04913021,4341480.25252381,1335068.43668431,1773603.98631989,1260912.28003425,3791456.71006813,2380222.89526756,1167829.58124522,648015.434310799,1450540.28660811,940743.572756239,3701243.33813954,1086633.71711944,1624617.96453153,4172608.57728086,1365706.86661259,2665210.24541108,3334537.12187856,3168552.4348796,1743400.96939337,3944710.49416958,2809032.08856857,4123485.69911195,1815737.78783458
Creatinine,209060020.079989,183168768.132706,69272463.3872822,313588919.076434,97068591.9306263,78312794.7534896,61375649.6407393,74773452.2093158,NA,239337473.353263,211921139.550059,43364452.5049187,137746968.500586,104653947.966569,NA,144260063.967436,86629362.0317994,124345982.724836,NA,NA,NA,28587031.4711002,93348103.6112942,NA
Crotonic acid,2323838.68438971,3774799.33862451,1488105.58882127,487743.45027899,1087709.24389174,603694.331140485,1609235.80116942,12146202.7345767,1549785.78701889,3134308.33093436,5457916.7895134,17656143.6829263,2392042.94982364,5003045.68205096,2152893.11466023,2441109.56588734,3030774.0904633,2391597.37168332,1974695.55990427,3941585.55927415,1230482.66782923,1220375.431588,1501133.1144722,2145017.49559158
Cyclic adenosine diphosphate ribose,48415.0834221035,75581.293053519,31718.0725180106,60836.2355500232,80249.3274603344,51007.5028827008,88952.9667769786,51500.3428700782,60046.6448172707,59438.3949898783,22597.5758385644,40717.6636274108,22657.9254701401,83477.0094368908,50841.1745121544,34906.9890289161,48058.4434700541,55408.048989852,NA,75862.6016370282,49078.8544793575,38896.328446464,50613.1770291895,65992.3402939874
Cyclo(leucylprolyl),230508.193925786,605947.138856934,316688.047287845,462796.94550274,180838.503157661,337674.565785362,141143.523982512,130440.314090673,331539.945056931,203539.911287988,265399.881422375,182730.671699593,196446.683608984,188183.170225448,241197.9104588,207423.379533534,213305.256017641,261622.171500283,220444.040455208,458916.841271864,121911.408273406,257240.141027146,209400.994665589,384059.66955145
Cyclohexylamine,5825431.18375062,3683544.76429536,NA,1372741.24562746,NA,3497680.42946412,6235443.05016911,NA,NA,NA,1765975.00149428,NA,1931187.19594541,NA,NA,NA,3425285.53080487,8169064.77724406,NA,3884179.6401736,5187829.64117087,2735515.66200128,3064436.21257143,3302634.27689376
Cytarabine,403912.348318081,793386.126467255,226977.75938114,810477.289452063,1101044.14388814,481373.742715824,998069.861442546,618421.000938553,1199974.59290509,1101942.33099752,394130.012683803,741926.026262407,623111.920444433,810625.1041818,596076.605214331,815273.113757703,1088928.49385378,398234.163024492,692467.121042763,1127814.78277211,912258.577164638,370351.118843227,603594.681240132,799366.583880074
Cytidine,5544292.72146743,7708083.05869039,3706271.9584121,13442344.7512084,7486791.42593769,4311731.33521373,8323370.65584463,4945563.45719617,14183785.3156397,11339307.062448,9221029.87278993,5681947.07050456,5328832.27526431,3525210.52664303,6141677.73232239,3956259.87962937,9939839.97072207,3097702.45706785,2684791.66037829,10378933.5558697,6723156.66033407,3489105.9357662,3963245.6083564,4557631.84666152
"Cytidine 2',3'-cyclic monophosphoric acid",2062937.86442866,2531317.80602967,1430311.03785607,2306100.67021152,1549621.37031567,1172459.34400649,1902066.7777431,2634635.16345629,1666672.97161756,2144358.54955205,1791641.93417438,1454561.99580803,1452368.99372985,2409842.33062682,1519798.70457863,183682.19611743,2050644.08029496,2763846.58472205,752620.335397352,2889572.13883761,2250119.85133964,2825581.51327667,2527027.36292182,2998692.77712671
Cytidine 5'-diphosphate,262012.151610139,266407.740412242,80379.1811557399,68692.0271306918,66483.8994532331,NA,131423.322499547,307973.493830019,23618.0610051884,117289.872105401,87250.5944777015,NA,73940.7508767353,273605.128092414,29140.3266111852,98447.943356773,90068.9247056332,109397.386966486,66399.3975914999,176021.502460418,113204.704496528,74070.2901504633,230540.624874256,NA
Cytidine 5'-diphosphate ethanolamine,3387660.84286861,3578844.5424861,3336009.77688509,3736427.96920978,2543244.87952618,4307738.67927398,3594743.89355353,3579039.92207011,3351729.30268977,2964979.87663488,3321672.85590448,2487218.97391844,2164309.62013999,3610149.29084185,3939296.37195934,2467539.84115682,3494861.34959901,3715740.79257638,4318844.40202326,3612075.49731667,3071407.37992152,3197143.04630874,4087852.34361139,3865634.98273918
Cytidine 5'-diphosphocholine,5032415.24159295,5611466.28414798,4502509.91983937,7906374.44984134,5492172.71931966,5349792.58679599,5368707.54125875,5459309.15787122,7418985.29535609,6443689.45651546,7683347.50523743,3346172.41150438,4007681.86890859,6541633.97249899,4658652.13435394,3413683.40684446,5852791.71785826,7329127.2814282,8902932.53100953,6862051.82894104,4781933.09975659,6092691.7655978,7229780.3185289,4506969.50477433
Cytidine 5'-monophosphate (hydrate),1668976.41440437,1746367.66828765,1489292.05947718,1732769.8837464,1265306.12767145,2079495.62809997,1987313.82261803,2236109.90414977,1351352.00782214,1606377.74114077,1724201.14950577,1538543.71204936,1249641.22669403,2013730.04180522,2250387.68523594,1359736.55102576,1838075.18881453,1746924.97127892,2031429.17339904,2058844.60976814,1892019.11482282,1561132.42585084,2280711.29179213,1785245.54528985
Cytidine triphosphate,290339.836921578,324668.067981717,NA,NA,NA,273373.281896127,67579.7817430496,109771.758408258,NA,26162.0174747227,NA,119889.305819216,NA,132173.664904253,NA,23108.3880491526,85503.8579073269,96627.6335117735,70684.1454312073,NA,166561.328485361,41031.3349627641,203104.018696294,49249.8582817445
Cytidine-5'-monophospho-N-acetylneuraminic acid,23997.299151464,31900.5829947921,32592.4644364718,23233.0306073064,41730.6134146173,42658.1862234208,43784.1544047177,46201.847621269,48799.2166769164,27107.0090050038,16737.9988201489,40372.7507279354,31033.344768104,54718.7899376905,38912.756958075,25788.4763540359,40476.9735534205,40928.7704847745,50396.0292844692,50276.725532243,36465.468113113,22468.3777120358,35368.341872171,43760.6782412623
