"Compound.ID","Name","Formula","Sample02","Sample03","Sample04","Sample06","Sample07","Sample13","Sample15","Sample17","Sample18","Sample21","Sample23","Sample24","Sample26","Sample31","Sample33","Sample37","Sample40","Sample41","Sample42","Sample43","Sample46","Sample47","Sample49","Sample50"
"Amide-Neg-000001","L-(+)-Lactic acid","C3 H6 O3",191060835.74722,285493168.162453,121221325.167561,170031257.80435,338439706.248966,348333784.898537,444230309.012259,342348262.763533,339348421.325977,199730447.351169,190950998.124806,139049863.321801,142577984.668584,115693998.171758,241182939.26351,127022506.021432,256984136.858248,185270700.505845,339574439.873722,308739832.983426,346004409.789001,256539318.993671,391169480.5571,130743400.057722
"Amide-Neg-000003","2-Deoxyribose 5-phosphate","C5 H11 O7 P",96711318.7777476,79404930.6148469,NA,NA,NA,137856373.632521,153190080.42381,141547608.899004,NA,104223678.512501,NA,NA,NA,112892431.961271,NA,NA,112258586.121753,NA,167606654.287299,118094166.523039,NA,NA,NA,NA
"Amide-Neg-000004","Hypoxanthine","C5 H4 N4 O",15734247.4967578,45502481.4551963,16134145.5596383,71201449.4782157,85115306.0531929,44052969.261163,73297825.0973253,29915259.06462,260866665.855024,40308967.1285068,67306417.6119697,14563606.7036805,50046814.7550881,51755742.9187437,23620719.8080166,29690795.6993025,68678337.1977598,20891260.6377787,58637623.1899668,89349416.6403525,61860961.9563981,22761900.182859,44777638.8097317,34619867.9685436
"Amide-Neg-000005","Ascorbic acid","C6 H8 O6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186092778.252413,NA,NA,NA
"Amide-Neg-000007","Itaconic acid","C5 H6 O4",57402855.5693557,98903744.5572977,46164402.1745365,62646880.754681,128056391.015533,NA,117482061.703332,82979239.5310906,128278222.588325,99478771.9010396,NA,NA,75466152.1138928,NA,104959243.078339,55377082.9090338,120268101.307784,101686774.691338,103151011.851664,120209078.629542,104286993.319564,90388335.2966617,110255818.286139,NA
"Amide-Neg-000009","N-Acetylaspartic acid","C6 H9 N O5",NA,NA,NA,68372644.0018624,NA,82007684.8772026,97345542.3789864,118350362.831417,92907777.8966423,100872185.595096,39084854.742339,77439405.4439924,NA,NA,NA,62061138.5563312,NA,NA,156027615.561621,NA,NA,NA,97209300.1870959,120526544.646546
"Amide-Neg-000012","Ascorbic acid","C6 H8 O6",71320392.2454497,109008168.5111,NA,80791555.5977185,108365181.733377,96823859.703959,NA,52706526.2663164,NA,77759597.9656761,39132367.4002884,NA,56300275.7818736,72069971.51109,NA,NA,NA,100521906.582762,124397373.405985,NA,120846076.169621,85238466.8641943,NA,NA
"Amide-Neg-000013","β-Hydroxypropionic acid","C3 H6 O3",59557395.4692326,80308085.7595386,56854379.0537588,59584317.2622165,100185240.629516,83140991.3832911,114709153.070379,86865214.5564235,103421230.584974,92573253.4705469,NA,43290017.1642845,62375785.9151613,123518641.215814,59277492.3670909,47064768.2538955,77646214.5701849,112763663.245392,89670980.6895632,113880781.214544,90295047.0269831,75182055.5365378,98652461.6074275,101489803.968401
"Amide-Neg-000014","D-(-)-Erythrose","C4 H8 O4",NA,NA,NA,64731140.727903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amide-Neg-000015","Dehydroascorbic acid","C6 H6 O6",22376414.7365712,54747226.6897607,NA,33033577.365122,48690532.5863042,NA,67668190.0026307,NA,67670227.9464559,50089157.0757367,NA,NA,24694491.7294502,NA,30164198.507162,21859181.2601959,NA,NA,NA,53629402.5755793,37469244.7259609,24090454.8023074,44654729.8852491,57445213.8356412
"Amide-Neg-000016","INO","C10 H12 N4 O5",30434133.729233,48343499.8510905,37659939.0328737,56626462.726779,25377691.0948346,39350340.7836259,19386589.1831969,32006306.7445841,116079740.439322,62872047.9400678,29338407.4382909,31662005.2087761,68044243.0023131,42842828.0367265,46427938.1687413,52269704.8777989,59979616.9846733,62400570.02303,58629992.3959352,64510210.5923564,63212127.2475842,55450030.0634749,72254578.8034273,72192258.1447803
"Amide-Neg-000017","L-Threonic acid-1,4-lactone","C4 H6 O4",52828915.6850576,NA,47921726.8177415,43588458.1366041,NA,50687679.391227,98476859.8341186,58183233.9284389,67999146.5730378,64620582.934491,NA,30351571.6372048,52659851.0202121,109917914.253753,39451212.9353707,31857588.0940219,68491193.2860612,83586120.0793095,51058495.8067131,92467876.2062165,NA,NA,NA,78767256.7492325
"Amide-Neg-000018","L-Threonic acid","C4 H8 O5",NA,71314717.9532705,47921726.8177415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70706719.142043,63624275.5340153,72520353.6167301,NA
"Amide-Neg-000019","L-Threonic acid-1,4-lactone","C4 H6 O4",36269721.4256789,NA,47921726.8177415,NA,NA,52446891.6129518,NA,64360605.5145105,NA,72941408.2284852,19501548.0908126,25732825.4765577,NA,109917914.253753,NA,31857588.0940219,62476319.2575096,83586120.0793095,54994607.268876,NA,NA,NA,NA,NA
"Amide-Neg-000021","β-Hydroxypropionic acid","C3 H6 O3",53899572.7929113,NA,NA,NA,NA,83140991.3832911,NA,86865214.5564235,NA,81633842.8534292,24123201.0806796,43290017.1642845,NA,NA,NA,47064768.2538955,77646214.5701849,NA,89670980.6895632,NA,NA,NA,NA,NA
"Amide-Neg-000022","DL-Malic acid","C4 H6 O5",12980871.6995285,NA,NA,23026632.1799055,NA,30908056.9648955,NA,97309079.3092108,36988305.8893013,24872436.3179763,14566102.8441566,18041905.3781475,12762882.8751571,NA,20099991.3343043,12100760.4768803,29328920.3833592,24701613.4037522,NA,47668873.9397843,45052510.9902399,17381276.9496452,30696094.0275227,35358706.3693306
"Amide-Neg-000025","D-(+)-Mannose","C6 H12 O6",5724254.85649015,45510598.6783646,34718447.3858756,15767526.8859421,NA,NA,NA,NA,4414332.43297798,NA,6551118.27869363,NA,NA,33539800.2284892,NA,36260925.7082873,15712674.521389,50132968.7142827,NA,NA,10056088.785857,51912998.6086497,NA,NA
"Amide-Neg-000026","Pyruvic acid","C3 H4 O3",NA,9921332.05478907,NA,NA,7585765.80241532,NA,5606962.02591638,9193282.48768014,914546.736614465,NA,NA,NA,NA,2351642.20038662,59623459.976024,NA,84486373.551889,NA,23344464.6197491,NA,11341154.6245155,NA,77509747.7533827,NA
"Amide-Neg-000032","Ethyl sulfate","C2 H6 O4 S",194080.598747916,1297881.8913663,365144.9721976,132901.811640531,239561.852041525,214626.961950369,444927.546094973,355729.443108234,138203.104489976,243472.20472462,132502.242795408,156807.020613295,114479.862351498,165600.338181562,102645.974059485,122966.912092885,251779.223279784,239139.118463591,321230.002621301,62634086.4253547,315732.517296537,182362.318453798,215286.342214303,334570.365308376
"Amide-Neg-000036","L-Glutamic acid","C5 H9 N O4",21184492.7832064,29900340.0079813,23679003.5386625,28094820.0457027,29439100.7901319,34008162.788973,40525764.8103102,40987972.5799456,40967016.8093614,32752430.8396839,18570169.8466743,35743449.9550328,25529285.5472525,46344582.2030891,36542295.832124,24498020.9293677,35663468.1806706,38035902.1834973,60401380.6202939,40649898.3029962,39259888.8951873,27628783.3557358,38724222.9650109,40312183.5431563
"Amide-Neg-000037","D-(+)-Mannose","C6 H12 O6",22111413.8113713,32240412.0616862,NA,NA,58431886.379843,42169955.0068865,58631042.127705,NA,39311045.4038886,NA,NA,NA,19330183.735904,58518198.4069461,42277782.6610794,20354932.0724932,47503337.4839932,44768008.6624713,55280842.1523339,49735643.2903666,NA,34450370.6692339,43719484.9041274,50435809.3688054
"Amide-Neg-000040","2-Deoxyribose 5-phosphate","C5 H11 O7 P",NA,44292931.932957,NA,NA,NA,NA,NA,NA,NA,NA,NA,26736869.0724126,NA,NA,52387437.3180542,NA,NA,NA,NA,NA,NA,NA,1887363.22053123,NA
"Amide-Neg-000043","Nitrilotriacetic acid","C6 H9 N O6",16372510.862171,NA,NA,19147542.3631784,NA,22069440.3514862,32393810.5378819,NA,37855060.9320683,28359657.6179507,10066846.8710256,7785616.63907824,16831561.6795755,44013624.2138397,15265352.3708607,14686946.6688846,33515244.210131,31907697.9744625,34116537.6875254,40494415.5692771,33916255.8304154,NA,35687878.8185088,31661434.9935466
"Amide-Neg-000044","Nitrilotriacetic acid","C6 H9 N O6",NA,NA,NA,19159818.2018929,3410328.46888136,NA,32406007.481261,NA,NA,28359657.6179507,10066846.8710256,7785616.63907824,16723844.2464283,NA,NA,14686946.6688846,33064742.2440557,31725106.3798028,NA,NA,30532571.0671943,NA,35687878.8185088,NA
"Amide-Neg-000046","Citric acid","C6 H8 O7",14549121.604164,38434101.605074,5095448.82016275,20726886.5887807,33498132.9431695,19153027.5438112,38466402.2588225,28028057.4415092,16700472.961033,13699576.1372686,7704808.33424969,13394580.5005074,10227688.1384927,44494682.3399283,16380321.8534501,8168706.08497741,26251932.380141,23376145.1904324,45040969.4719969,49824249.1711211,25693426.7532992,14436725.6042985,25163629.7368459,20043704.2792589
"Amide-Neg-000048","D-(-)-Glutamine","C5 H10 N2 O3",16361222.0318659,31556737.4312275,14386513.2863906,20544588.1725471,20802613.6723481,26524474.3207692,29270718.6327262,25233583.7798865,30958116.4273293,25488818.1199435,14824497.0424068,17842917.5557148,17232168.7515641,40911060.4497165,19390337.1736845,14552206.3754384,30104476.9535301,29596556.9342445,48953688.1914772,36888561.8588783,34815956.2443835,20125825.1275888,33879026.5071851,27807331.3085163
"Amide-Neg-000049","Pantothenic acid","C9 H17 N O5",5709726.46757729,48543538.5666761,2596792.43431177,6974233.44719992,27438347.7778015,20973842.9296469,19050975.5771042,18926967.2802769,8554526.48467683,10424183.8488132,10192813.3390022,40005766.4506065,10726688.1334194,17510963.6430989,16382267.5340179,14234342.0181064,25486087.7634137,9034464.53454859,41831769.9234444,18059194.5514281,16766177.0246727,10715197.833167,18673805.5274645,13301539.9093375
"Amide-Neg-000053","Glycolic acid","C2 H4 O3",NA,NA,821576.087827708,NA,17708589.1062895,NA,NA,NA,NA,NA,NA,NA,13418109.3888842,31471065.6969196,NA,NA,NA,NA,NA,NA,10444629.5115772,NA,NA,NA
"Amide-Neg-000054","L-Threonic acid","C4 H8 O5",7402825.43151657,11985596.144296,NA,NA,NA,8383754.41930899,12201344.5940808,27487787.2224886,9493465.58550811,18365793.1798609,NA,20008950.70183,13421383.2700237,NA,9291123.82889811,NA,15308155.0855182,11392716.6054679,12786801.3852789,NA,NA,8208006.31449628,12480166.1535886,12364071.0726421
"Amide-Neg-000057","2-Oxoglutaric acid","C5 H6 O5",NA,NA,NA,NA,NA,33066904.537271,NA,33018641.2617921,NA,NA,NA,NA,NA,NA,NA,NA,36980514.7423808,42060917.4527763,NA,NA,40598895.3362861,NA,NA,NA
"Amide-Neg-000058","Levoglucosan","C6 H10 O5",10933271.3087268,NA,NA,NA,NA,26419053.4687591,38054293.3260323,11165519.8806333,10406553.6288161,7698203.57345315,NA,13454027.6279165,19637292.579955,15315614.5202561,NA,9706207.31551819,29196568.8976186,NA,NA,13096189.6081177,NA,21192310.0456186,24186246.4164806,NA
"Amide-Neg-000059","2-Oxobutyric acid","C4 H6 O3",9260324.15636191,21960928.2878447,11963834.127304,NA,40962945.589383,22662254.0592772,31127884.5886196,19338861.1444873,NA,NA,NA,12986768.4853317,15798110.3209712,23189222.7801654,NA,NA,23672525.659109,19398670.3941011,30070896.3079279,20280413.7091645,31449497.1791051,16901473.4274327,21235725.9015784,23324608.3537031
"Amide-Neg-000061","δ-Ribono-1,4-lactone","C5 H8 O5",13172857.2599016,25130968.3123061,10228074.7129928,13263072.0195577,22089149.4630512,20977924.2524818,30170028.197949,20061052.1638468,29656697.9250893,22455689.9073748,8038239.11968892,8718814.99633189,12733846.0531029,34372118.6626088,11018595.9342165,10967224.9551831,26970448.0659569,26064050.4677622,27579226.2593206,NA,25720228.7162321,19565654.9619011,28694247.5035197,22585752.873006
"Amide-Neg-000063","Glutaric anhydride","C5 H6 O3",7052394.47504619,13319115.3026809,11372193.8218785,4800072.39944843,38688708.958617,19276147.1617522,NA,9852769.73608534,NA,5316773.55416082,1999480.99007366,10930985.8039547,13859282.7257562,12248748.854057,NA,9545867.4600758,21024275.2030294,16187817.756001,18262967.4936582,10444349.3168203,33783542.4478166,15166539.0852779,17402541.722063,18855519.9772654
"Amide-Neg-000064","Benzenesulfonic acid, dodecyl(sulfophenoxy)-","C24 H34 O7 S2",NA,3644111.67853792,5524261.57898177,NA,NA,7556868.7062968,5545102.34548278,NA,NA,8411159.55254024,NA,7376905.80923128,1263269.20217483,NA,9745442.68666265,5691740.36026151,2288947.86172651,5090638.22381712,NA,NA,NA,6163235.45719182,7924897.84689964,NA
"Amide-Neg-000065","2,4(3H,5H)-Furandione","C4 H4 O3",NA,8856099.3049817,NA,NA,NA,27775440.4627977,38523663.2446165,NA,NA,NA,NA,NA,NA,8692070.78301517,NA,NA,NA,36290564.4126335,NA,23262690.658149,25618452.8697862,NA,NA,21151234.3437644
"Amide-Neg-000066","Glutaric anhydride","C5 H6 O3",15956832.2042434,14265804.8686382,NA,NA,26844628.9209037,27233946.4647103,32601845.1740815,14904942.2195692,2924557.85342221,6843658.17349369,5454667.79591946,24183618.3872957,24594058.9835957,4114483.93039284,38419461.693683,20402756.2311699,NA,20609621.6888749,18478844.3133978,3093951.98379628,22898541.7164411,25566796.5996477,19844621.5893194,25199463.8403854
"Amide-Neg-000067","Threonine","C4 H9 N O3",5582762.45773403,11570282.6888846,4194926.47579774,8581899.85633742,10978829.5168039,13899211.420136,6870992.459025,13339294.0543865,24473996.0015251,15883983.9132846,6401578.26328214,6536935.99954269,2229273.65585771,38369512.3741303,11116911.0685899,9723128.01044209,4071245.20871952,12234720.3484753,34347792.9680643,24953863.2103308,13417345.5924981,8137522.14612994,5268977.84218569,6867991.92815715
"Amide-Neg-000070","Dehydroascorbic acid","C6 H6 O6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18408489.7497213,NA,NA,NA,NA,4587661.8053992,NA,NA,NA,NA,NA,NA
"Amide-Neg-000072","3-Hydroxy-3-methylglutaric acid","C6 H10 O5",11884525.3920769,11735923.8865558,23793049.7757867,15781594.7243872,14449204.4413681,24185356.7046785,26564585.8339802,8932288.42182152,8024357.332019,16315972.5635486,16012794.5112093,13293520.5894081,12329504.218129,6277272.84355476,17968078.9476777,23606090.0769217,19341630.2232543,35132059.2303364,9577503.53864728,12041000.4721655,12787991.6340219,25698449.2234115,20117453.9696629,28721780.8317679
"Amide-Neg-000077","2,4(3H,5H)-Furandione","C4 H4 O3",NA,17216537.2408371,NA,NA,NA,NA,NA,13158292.8930002,20878207.7436661,14260395.6543312,NA,NA,NA,27166432.657528,NA,NA,NA,NA,16925605.9461241,25693511.1421644,16861191.9822841,NA,NA,NA
"Amide-Neg-000078","Citric acid","C6 H8 O7",NA,27543474.5795312,NA,11777538.4476917,NA,20126854.5557194,23704569.241806,27684240.8527464,13883731.3206358,8866026.80755218,NA,12612024.2742685,NA,30975382.641382,NA,NA,19475660.7751796,17933572.9392479,23990297.7072249,NA,18409261.7802519,10184734.3386529,19374490.0937916,13813473.3492842
"Amide-Neg-000080","1,1-Cyclobutanedicarboxylic acid","C6 H8 O4",NA,9820279.51024804,8953452.25383056,NA,31516863.8773544,14604791.2638415,NA,NA,5093333.92483364,NA,NA,NA,10189348.4995099,NA,13666847.952351,7084538.03583358,NA,12352098.8424734,NA,NA,24802763.3802753,11113315.1907374,NA,14374828.649223
"Amide-Neg-000081","Isethionate","C2 H6 O4 S",8201126.47946279,20603515.1104078,5484412.93192208,10710816.5774321,16947788.3180455,14035266.1893691,22666785.9238826,27766743.1431805,25403901.8125233,15723735.1861249,7888770.25978737,23323741.4107356,12793181.541146,23230919.6602203,20217186.8797968,9063990.86357961,15381587.5119524,13950804.6676706,28281828.7644251,15893999.1323801,18540637.5667003,11121187.4645501,18564053.8571956,14437749.9346086
"Amide-Neg-000085","L-Aspartic acid","C4 H7 N O4",10517397.7481712,23452071.5006129,10470377.32031,12155949.1699914,19855137.3106041,19727771.1966616,30439158.6578161,17805077.8806095,15482685.0112095,13153426.4790729,6820128.52288527,15094506.2061585,11422659.8207611,21512069.8385919,18668254.8175373,10022577.7278573,12568729.1321655,15464953.359445,18289063.418312,19455614.676264,23825181.387793,10107690.7622198,18571671.3245779,21514689.0394908
"Amide-Neg-000087","ADENINE","C5 H5 N5",16877164.6293555,20260116.5397044,NA,12869575.9124979,12958719.1386912,16302012.1559451,14611146.2171742,25844443.0644092,11245518.8147846,23924541.2192003,NA,18346563.2304431,NA,29525327.389179,22048497.2737184,15379204.4845362,16816850.4368733,27132573.7521316,17766639.8666185,22484763.6685149,17749670.7219795,NA,25484253.46056,17014356.2458564
"Amide-Neg-000088","Benzenesulfonic acid, dodecyl(sulfophenoxy)-","C24 H34 O7 S2",307492.081853926,2319221.40079454,138406.400112463,NA,NA,7926765.87250034,NA,4600345.75006543,2577955.21314573,8411948.21677117,182372.194318101,218895.484578198,NA,NA,NA,238616.071897518,5176231.47280788,5035702.53558632,8311089.66834218,3332464.29897325,4801389.90370064,NA,NA,6178027.05596289
"Amide-Neg-000089","Hypoxanthine","C5 H4 N4 O",NA,4276140.44109088,NA,NA,NA,4020742.08402089,NA,2820051.30866937,NA,NA,NA,1616603.88106181,5141455.0248469,NA,2496372.88015213,NA,NA,NA,NA,NA,NA,1886664.16882076,4030382.26232207,NA
"Amide-Neg-000090","L-(+)-Lactic acid","C3 H6 O3",NA,NA,NA,NA,NA,NA,NA,NA,11470000.607412,4794605.34105679,NA,NA,NA,20344523.9498591,4107492.88479975,NA,7298058.21950388,8199002.60774142,NA,14391064.308177,NA,NA,NA,26828535.9219979
"Amide-Neg-000092","DL-Alanine","C3 H7 N O2",12033481.6751106,19216449.6411407,16759740.9358501,15070523.7209384,16884178.7797526,18343972.6984548,20812037.4667456,20114605.9698859,21129328.6665009,21929998.071241,10790359.1762701,17186617.076684,15574685.3343229,24609758.8460353,18621875.9133117,13546233.2303721,18052084.3618929,19637302.2554091,24289283.3901601,22564070.2072824,18426689.2757919,18775411.5103344,21248914.7717768,20047613.386336
"Amide-Neg-000099","2-Oxoglutaric acid","C5 H6 O5",10635451.5475734,14121064.5348271,NA,11550835.6753965,18139414.6774031,15582450.9707736,14601123.5031503,11409770.5381442,14145180.4398962,10878643.0390642,5514115.773034,6120113.83905693,8296960.16583638,19682306.7074023,12999447.2268737,7780360.62536517,19021796.8288997,16452209.5673206,10552119.474301,19187079.5609571,18143547.7424588,13360009.3428008,20632144.1701779,11658527.8727491
"Amide-Neg-000104","Ethyl hydrogen malonate","C5 H8 O4",NA,10375404.1635876,20182680.2140981,5507805.40184006,NA,NA,8561054.62457912,8724684.96480309,3187369.43497031,5100845.14102227,NA,13902559.7368572,NA,2082402.56083133,NA,14589772.4005767,14864978.001065,NA,NA,2033164.29525912,16108615.5151499,16837817.9011574,8575655.6807004,NA
"Amide-Neg-000105","Acrylic acid","C3 H4 O2",NA,NA,NA,4023133.61880302,NA,12025500.1497535,NA,5908545.18342052,4271779.15602726,3565643.3670727,1302895.42006754,6529893.0861319,8547826.65650327,8428684.5855348,10840761.8650369,7019762.9254125,NA,NA,11615381.1747727,NA,NA,9405541.99336817,11115189.9958086,NA
"Amide-Neg-000109","DL-Malic acid","C4 H6 O5",7107064.14661315,10892807.5580573,4920333.73770218,NA,NA,14222521.5719498,NA,17929413.2173245,NA,6408896.48075461,6670342.19570247,NA,NA,9811570.96900038,NA,NA,NA,11983268.3977201,10637819.8056061,NA,8381915.12639049,5854849.84733384,NA,NA
"Amide-Neg-000111","Ethyl myristate","C16 H32 O2",10894355.1433563,10889305.0137645,6791490.54406206,7705807.38912182,11248450.7799503,8227945.03959917,10632582.9198599,7165030.01870844,6554405.95247919,3896988.91246303,4094918.92838333,7682060.92623842,4612867.56689445,7553430.42436729,6975037.20973887,4326952.44968862,7936543.8894613,7788832.58710174,17347270.0459275,5902813.16283759,7214327.65781336,5344956.8226817,9720430.82274991,7801105.03362186
"Amide-Neg-000114","meso-Butane-1,2,3,4-tetracarboxylic acid","C8 H10 O8",NA,NA,NA,NA,13792678.9158144,7598519.97448832,NA,10605556.9967455,NA,14790054.5058926,NA,5375841.67700771,NA,NA,3926780.21973272,NA,NA,NA,NA,NA,NA,5645100.94156393,NA,NA
"Amide-Neg-000115","CITRAMALATE","C5 H8 O5",6770665.73533013,NA,5753413.24546305,8280714.45701245,13172690.2065913,NA,14413559.5512637,NA,NA,10754827.5209528,5339924.38573276,NA,8019740.44574715,14569511.5110864,NA,7234824.8099934,NA,NA,12617546.8471787,NA,12599339.3659406,NA,NA,12716921.4775438
"Amide-Neg-000118","Xanthine","C5 H4 N4 O2",3366152.84475772,7949466.80404393,3292480.10503154,5425022.42253801,15365284.1494922,6110731.7256018,12216092.8837555,6068065.8060684,15868035.1761629,5238443.06641417,3517951.69346076,7094400.35945521,7456821.33875392,7642965.01369206,5426914.57600713,4882235.65515587,10095478.2271569,7337702.07272294,11435194.1983141,13017271.1031574,9728450.56777297,4031932.93003121,8237172.28744546,6836041.78685091
"Amide-Neg-000119","2'-Deoxyguanosine 5'-monophosphate (dGMP)","C10 H14 N5 O7 P",7175669.99761711,7794791.94961128,6186890.54889956,9586351.99345943,8701520.28770426,9316228.43230855,13226491.6842006,15229731.6600176,9680789.89156752,10245138.5379903,5767139.71495858,6029719.60633146,6985231.28529182,15079417.8559063,8056408.76664232,5111976.77936104,9202979.08393722,7031003.79809273,15680414.7352192,11240126.401697,8496378.37306326,6092369.26114096,10048372.389471,6289068.87451183
"Amide-Neg-000120","Diacetyl","C4 H6 O2",5367778.34060748,4365311.0718039,15661934.9438447,3002749.7277568,7233157.37799579,5837321.95495187,6987999.05024838,4714238.5351047,3802765.0168187,NA,NA,11745422.507444,6007366.49799142,NA,9456568.9763373,6292733.61095023,6954996.43624417,4423233.2589804,5086465.34842703,NA,6450160.63006619,6708099.35197782,4955904.43673126,5875577.71878472
"Amide-Neg-000121","DL-β-Leucine","C6 H13 N O2",3823075.44978173,5582893.75735826,3941937.48467627,6293889.91010003,6908493.91954543,5510285.7281461,6521650.40813453,6069717.6032081,10355586.245362,5534590.33818916,2529254.8230178,4588082.60170659,4825134.23973785,15511567.5863952,4287918.25898488,3254125.39136941,5846070.19496839,5464499.22068856,9903576.68620531,12595124.4528386,7735063.98110104,5444254.44667192,8788277.77204515,5304972.50959139
"Amide-Neg-000123","5-Aminovaleric acid","C5 H11 N O2",5265522.23530103,9869826.06679038,4298140.86373484,7420509.85573426,11434163.6197223,9513090.58534044,10743614.0396948,9427238.31704339,13957913.1844765,8917487.99520342,4277425.4448477,7255536.31309359,7928457.96421522,14402721.4190169,8832878.11488148,5524470.70425566,10616240.2649697,12067421.6260682,15286592.6942215,15145427.1394444,10241932.4838407,7131363.06760965,9990752.54285338,9139919.72746346
"Amide-Neg-000124","N-Acetyl-1-aspartylglutamic acid","C11 H16 N2 O8",6408701.8400658,8417884.11317299,4942920.02397322,6189641.50802127,11793167.1340912,8698755.44721383,13772353.0089292,10243322.9486392,7378652.15757257,6464757.63151432,5343041.47960355,7489133.84417651,5043301.74018891,14028581.9310673,11088650.7670972,5322778.78171231,9353515.84379388,10277002.7248211,7274105.27205614,11054837.8796626,12157701.2908504,7426760.39055775,10328126.3867196,7309098.3646128
"Amide-Neg-000125","meso-Butane-1,2,3,4-tetracarboxylic acid","C8 H10 O8",5380404.99889738,9838337.13458338,3839153.12507418,6982711.15802348,NA,6120353.80140715,7402474.38424984,6543378.2062766,NA,7681742.41559293,NA,3151112.00345234,5883615.50201775,10254473.8573543,4917485.83084886,NA,8317587.48244338,9370250.73572717,NA,11264191.1429317,8447073.24396812,NA,11359924.1438056,2710876.70025106
"Amide-Neg-000126","3-Hydroxy-3-methylglutaric acid","C6 H10 O5",6065700.42165386,NA,NA,7354557.86627818,11169160.7067308,NA,NA,NA,3810745.98873104,2210963.30077875,NA,NA,8139517.66122301,3696063.35004892,NA,NA,9945585.29871693,10352780.8429843,6717834.9788394,4593277.40497198,4933867.97527494,15115409.2128738,NA,NA
"Amide-Neg-000130","DL-Alanine","C3 H7 N O2",2750734.12759261,6464258.8761427,NA,5057985.94284,7520233.48011919,6494273.64849489,10027905.7911292,10641049.5969246,10207839.7880347,8460314.60038111,2319356.89417318,4541182.42791789,3766238.94461713,14190879.2843621,8319058.89261817,3372919.42753906,7856992.23674783,8312597.54530197,10591797.4137615,12844803.5966437,8727372.76758402,4787578.36532278,9072894.38847136,7316216.39405269
"Amide-Neg-000135","Creatine","C4 H9 N3 O2",5637859.06766704,8370096.44879347,5917915.72549838,6497619.4053924,7532785.27240677,8202305.78026484,9390820.65189795,8536496.21846832,9022657.00910608,9389762.49885269,4835177.97464271,7145259.15502368,6701842.06717224,11323475.8965676,7900989.36741288,5726041.82174162,8057087.1340113,8821185.3864838,13663477.0635468,10719612.890233,7950804.09924089,8193553.51396165,9584482.59982999,8943796.03003028
"Amide-Neg-000139","DL-β-Leucine","C6 H13 N O2",3898766.04329133,8076658.72965475,2711027.51831421,7141819.52778594,8648349.26697795,7735338.72188843,8465721.82599293,5713696.75650225,11335688.9686908,5650921.43057514,2437278.35351923,2750681.09545819,NA,9954144.46205389,5369900.90895961,3917275.55513531,NA,6261863.54156596,13440892.4173877,7979248.31828437,7514047.72862529,6417032.05337994,8374616.39529705,NA
"Amide-Neg-000140","Methylmalonic acid","C4 H6 O4",NA,4904538.82026413,5487323.21004245,NA,7009593.20839426,NA,13369190.4924841,NA,4404867.45002936,6237852.9959217,786932.390080959,1872670.7619748,3546497.4155353,NA,NA,NA,6202012.86192761,6109603.44601979,955251.14704643,4110990.15685924,5217585.04710686,4557335.00913092,NA,7731662.21696989
"Amide-Neg-000149","Itaconic acid","C5 H6 O4",NA,NA,NA,2285387.74219939,3902813.89998697,NA,4071835.68179248,NA,2076328.55171235,NA,837209.563231189,NA,NA,NA,NA,NA,3158703.34388253,NA,NA,NA,NA,NA,2922060.59037214,2284986.54611726
"Amide-Neg-000150","2-Furoic acid","C5 H4 O3",1563913.41256197,3294523.55759424,596866.085581905,NA,NA,2206720.03894734,NA,3087522.67724164,2076328.55171235,997216.277871422,837209.563231189,1407572.63362292,1140696.01809288,12708925.4955968,1820249.69766682,910634.736766727,NA,1368379.01843661,5130504.52966297,1897476.0893867,3038780.53335978,1606464.47068018,NA,NA
"Amide-Neg-000152","L-Gulono-1,4-lactone","C6 H10 O6",6086773.72494884,NA,NA,6838858.36041212,8488788.15066064,6362170.83130224,8237774.68250778,6714577.46014274,8884567.50612681,10578912.3128803,NA,4293389.59828684,6478724.78755305,9461410.65690717,4458319.66180867,5932330.25023669,7483202.48534185,8554972.99123171,7276973.05679395,11186716.4285143,7691017.50002854,7040637.78919369,8545486.56511082,7703290.4896232
"Amide-Neg-000156","L-N-Acetylhistidine","C8 H11 N3 O3",5178134.93564762,8339499.04901132,2916349.64894607,2851483.05932413,9305503.0138128,5662044.50742838,8272768.81483918,3649903.01372521,9923271.8447159,7262362.50798725,2503849.90286536,5768683.64460563,4160968.19167861,9292474.35207234,3173684.09378999,7743731.53016245,9489529.03273613,105218.642790162,11826745.1259743,5883161.3135668,7904750.9948524,6220388.44547683,7001784.66831997,4469533.76346886
"Amide-Neg-000157","L-Serine","C3 H7 N O3",2594083.05674777,6573714.15053267,2272172.3070914,3272867.7416673,6373132.60214699,6076238.16718056,10915443.1860046,5907809.75335446,6518649.02309933,4444198.21581437,1785958.8639499,2937602.28748673,3958456.97126782,9137533.68339203,4657311.82213529,2779285.16549395,9698751.95560702,5927814.88221953,11711017.9244851,7992317.74802351,7904900.44298885,4395764.82845374,8037257.26199372,6128999.08484868
